Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPN_M_R
12298,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
12299,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
12300,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
12301,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
12302,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
12303,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
12304,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
12305,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
12306,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
12307,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
12308,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Grassland
12309,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Forest
12310,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
12311,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
12312,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
12313,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
12314,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12315,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
12316,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12317,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12318,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12319,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12320,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
12321,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
12322,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12323,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12324,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12325,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12326,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12327,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12328,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
12329,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
12330,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12331,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
12332,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12333,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
12334,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
12335,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12336,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12337,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12338,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12339,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
12340,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12341,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12342,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12343,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12344,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12345,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
12346,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12347,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
12348,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12349,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
12350,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
12351,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
12352,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
12353,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
12354,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
12355,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
12356,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12357,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12358,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12359,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
12360,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
12361,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
12362,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12363,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12364,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
12365,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12366,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
12367,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12368,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12369,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12370,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12371,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12372,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12373,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12374,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12375,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
12376,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12377,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
12378,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12379,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12380,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12381,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
12382,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
12383,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
12384,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
12385,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
12386,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12387,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
12388,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
12389,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
12390,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
12391,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
12392,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
12393,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
12394,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
12395,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
12396,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
12397,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
12398,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
12399,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
12400,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
12401,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
12402,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12403,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12404,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12405,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12406,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
12407,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
12408,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
12409,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
12410,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
12411,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
12412,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
12413,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Water
12414,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
12415,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
12416,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12417,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
12418,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12419,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12420,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12421,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12422,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12423,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12424,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12425,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
12426,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12427,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12428,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
12429,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
12430,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
12431,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
12432,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12433,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12434,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12435,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12436,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12437,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12438,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12439,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12440,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
12441,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12442,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
12443,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12444,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
12445,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12446,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
12447,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
12448,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
12449,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
12450,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
12451,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
12452,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
12453,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12454,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12455,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
12456,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
12457,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
12458,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
12459,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12460,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
12461,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12462,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
12463,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
12464,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
12465,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
12466,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
12467,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12468,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
12469,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12470,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12471,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12472,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12473,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12474,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12475,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12476,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
12477,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12478,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12479,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12480,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
12481,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12482,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
12483,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
12484,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
12485,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
12486,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
12487,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12488,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
12489,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
12490,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12491,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12492,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
12493,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
12494,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
12495,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
12496,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
12497,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
12498,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
12499,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
12500,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
12501,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
12502,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12503,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
12504,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
12505,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12506,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12507,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12508,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12509,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
12510,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
12511,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12512,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
12513,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
12514,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
12515,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
12516,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
12517,Forest,Cropland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
12518,Forest,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
12519,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12520,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12521,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12522,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12523,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12524,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12525,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12526,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12527,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12528,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
12529,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12530,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12531,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
12532,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12533,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12534,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12535,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12536,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12537,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12538,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12539,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12540,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12541,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12542,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12543,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12544,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12545,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
12546,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12547,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
12548,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12549,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
12550,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12551,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
12552,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
12553,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
12554,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12555,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
12556,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
12557,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
12558,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12559,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12560,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12561,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
12562,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
12563,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
12564,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
12565,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12566,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12567,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
12568,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12569,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
12570,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
12571,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12572,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
12573,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12574,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12575,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12576,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12577,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12578,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12579,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
12580,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12581,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12582,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12583,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12584,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
12585,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12586,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
12587,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
12588,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
12589,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
12590,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
