Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PNQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PNQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PNQ_M_R
3014,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
3015,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
3016,Forest,Water,Forest,Non_Water,Non_Wetland,Water
3017,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
3018,Forest,Water,Forest,Water,Non_Wetland,Wetland
3019,Forest,Water,Forest,Water,Non_Wetland,Water
3020,Forest,Water,Forest,Water,Non_Wetland,Forest
3021,Forest,Forest,NULL,NULL,Non_Wetland,NULL
3022,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
3023,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
3024,Forest,Forest,NULL,NULL,Non_Wetland,Forest
3025,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
3026,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
3027,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
3028,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
3029,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
3030,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
3031,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
3032,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
3033,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
3034,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
3035,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
3036,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
3037,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
3038,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
3039,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
3040,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
3041,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
3042,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
3043,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
3044,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
3045,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
3046,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
3047,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland
3048,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
3049,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
3050,Forest,Forest,Grassland,Water,Non_Wetland,Wetland
3051,Forest,Forest,Grassland,Water,Non_Wetland,Forest
3052,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
3053,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
3054,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
3055,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
3056,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
3057,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
3058,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
3059,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
3060,Forest,Forest,Wetland,NULL,Wetland,NULL
3061,Forest,Forest,Wetland,NULL,Wetland,Grassland
3062,Forest,Forest,Wetland,NULL,Wetland,Wetland
3063,Forest,Forest,Wetland,NULL,Wetland,Built-up
3064,Forest,Forest,Wetland,NULL,Wetland,Water
3065,Forest,Forest,Wetland,NULL,Wetland,Forest
3066,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
3067,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
3068,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
3069,Forest,Forest,Wetland,Non_Water,Wetland,Water
3070,Forest,Forest,Wetland,Non_Water,Wetland,Forest
3071,Forest,Forest,Wetland,Water,Wetland,Grassland
3072,Forest,Forest,Wetland,Water,Wetland,Wetland
3073,Forest,Forest,Wetland,Water,Wetland,Bareland
3074,Forest,Forest,Wetland,Water,Wetland,Water
3075,Forest,Forest,Wetland,Water,Wetland,Forest
3076,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
3077,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
3078,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
3079,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
3080,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
3081,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
3082,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
3083,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
3084,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
3085,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
3086,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
3087,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
3088,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
3089,Forest,Forest,Built-up,Water,Non_Wetland,Forest
3090,Forest,Forest,Water,NULL,Water,Grassland
3091,Forest,Forest,Water,NULL,Water,Wetland
3092,Forest,Forest,Water,NULL,Water,Forest
3093,Forest,Forest,Water,Non_Water,Water,Grassland
3094,Forest,Forest,Water,Non_Water,Water,Wetland
3095,Forest,Forest,Water,Non_Water,Water,Forest
3096,Forest,Forest,Water,Water,Water,NULL
3097,Forest,Forest,Water,Water,Water,Grassland
3098,Forest,Forest,Water,Water,Water,Wetland
3099,Forest,Forest,Water,Water,Water,Water
3100,Forest,Forest,Water,Water,Water,Forest
3101,Forest,Forest,Forest,NULL,Non_Wetland,NULL
3102,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
3103,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
3104,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
3105,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
3106,Forest,Forest,Forest,NULL,Non_Wetland,Water
3107,Forest,Forest,Forest,NULL,Non_Wetland,Forest
3108,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
3109,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
3110,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
3111,Forest,Forest,Forest,Non_Water,Non_Wetland,Built-up
3112,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
3113,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
3114,Forest,Forest,Forest,Water,Non_Wetland,Grassland
3115,Forest,Forest,Forest,Water,Non_Wetland,Wetland
3116,Forest,Forest,Forest,Water,Non_Wetland,Bareland
3117,Forest,Forest,Forest,Water,Non_Wetland,Water
3118,Forest,Forest,Forest,Water,Non_Wetland,Forest
