Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTF_M_R
6650,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
6651,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
6652,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
6653,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Water
6654,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
6655,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
6656,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
6657,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
6658,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Forest
6659,Forest,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
6660,Forest,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
6661,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
6662,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
6663,Forest,NULL,Cropland,Water,Non_Wetland,Water,Forest,Forest
6664,Forest,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Water
6665,Forest,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Forest
6666,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Water,Forest
6667,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Forest,Water
6668,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Forest,Forest
6669,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
6670,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
6671,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
6672,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
6673,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
6674,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
6675,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
6676,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
6677,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
6678,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
6679,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6680,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6681,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
6682,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
6683,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
6684,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
6685,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
6686,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
6687,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
6688,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
6689,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
6690,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
6691,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Grassland
6692,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
6693,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
6694,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6695,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6696,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
6697,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
6698,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6699,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6700,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
6701,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
6702,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6703,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6704,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6705,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6706,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
6707,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6708,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6709,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
6710,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
6711,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
6712,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
6713,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
6714,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
6715,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
6716,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
6717,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
6718,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
6719,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
6720,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
6721,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
6722,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
6723,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
6724,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
6725,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
6726,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
6727,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Cropland
6728,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
6729,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Water
6730,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
6731,Forest,NULL,Wetland,Water,Wetland,NULL,Forest,Grassland
6732,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
6733,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
6734,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
6735,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
6736,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
6737,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Bareland
6738,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Water
6739,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Forest
6740,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
6741,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
6742,Forest,NULL,Wetland,Water,Wetland,Water,Water,Bareland
6743,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
6744,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
6745,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
6746,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Forest
6747,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Cropland
6748,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Wetland
6749,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
6750,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Forest
6751,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
6752,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
6753,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
6754,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
6755,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
6756,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
6757,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
6758,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
6759,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
6760,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6761,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
6762,Forest,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
6763,Forest,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Forest
6764,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
6765,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
6766,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Water,Forest
6767,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
6768,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6769,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
6770,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6771,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
6772,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
6773,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
6774,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
6775,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
6776,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
6777,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
6778,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
6779,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
6780,Forest,NULL,Bareland,Water,Non_Wetland,Water,NULL,Water
6781,Forest,NULL,Bareland,Water,Non_Wetland,Water,NULL,Forest
6782,Forest,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Forest
6783,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
6784,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
6785,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6786,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6787,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6788,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6789,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
6790,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
6791,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
6792,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6793,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6794,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
6795,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
6796,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
6797,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
6798,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
6799,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
6800,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
6801,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
6802,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
6803,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6804,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6805,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6806,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
6807,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6808,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6809,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6810,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
6811,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6812,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
6813,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6814,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
6815,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
6816,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6817,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6818,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6819,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6820,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
6821,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6822,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
6823,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
6824,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
6825,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6826,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6827,Forest,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
6828,Forest,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Forest
6829,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
6830,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Water
6831,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
6832,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
6833,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
6834,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
6835,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
6836,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
6837,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
6838,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Forest
6839,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
6840,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
6841,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
6842,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
6843,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
6844,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
6845,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
6846,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Forest
6847,Forest,NULL,Water,NULL,Water,NULL,Grassland,Grassland
6848,Forest,NULL,Water,NULL,Water,NULL,Grassland,Forest
6849,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
6850,Forest,NULL,Water,NULL,Water,NULL,Water,Grassland
6851,Forest,NULL,Water,NULL,Water,NULL,Water,Forest
6852,Forest,NULL,Water,NULL,Water,NULL,Forest,Forest
6853,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
6854,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
6855,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
6856,Forest,NULL,Water,NULL,Water,Bareland,Water,Forest
6857,Forest,NULL,Water,NULL,Water,Bareland,Forest,Grassland
6858,Forest,NULL,Water,NULL,Water,Bareland,Forest,Forest
6859,Forest,NULL,Water,NULL,Water,Water,NULL,Wetland
6860,Forest,NULL,Water,NULL,Water,Water,NULL,Water
6861,Forest,NULL,Water,NULL,Water,Water,NULL,Forest
6862,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
6863,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
6864,Forest,NULL,Water,NULL,Water,Water,Water,Forest
6865,Forest,NULL,Water,NULL,Water,Water,Forest,Grassland
6866,Forest,NULL,Water,NULL,Water,Water,Forest,Water
6867,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
6868,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
6869,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
6870,Forest,NULL,Water,NULL,Water,Forest,Forest,Grassland
6871,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
6872,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
6873,Forest,NULL,Water,Non_Water,Water,NULL,Water,Forest
6874,Forest,NULL,Water,Non_Water,Water,NULL,Forest,Forest
6875,Forest,NULL,Water,Non_Water,Water,Water,NULL,Wetland
6876,Forest,NULL,Water,Non_Water,Water,Water,NULL,Forest
6877,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
6878,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Forest
6879,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
6880,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
6881,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
6882,Forest,NULL,Water,Non_Water,Water,Water,Forest,Water
6883,Forest,NULL,Water,Non_Water,Water,Forest,NULL,Forest
6884,Forest,NULL,Water,Non_Water,Water,Forest,Wetland,Water
6885,Forest,NULL,Water,Non_Water,Water,Forest,Water,Forest
6886,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Grassland
6887,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Wetland
6888,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Forest
6889,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
6890,Forest,NULL,Water,Water,Water,NULL,NULL,Water
6891,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
6892,Forest,NULL,Water,Water,Water,NULL,Grassland,Grassland
6893,Forest,NULL,Water,Water,Water,NULL,Grassland,Forest
6894,Forest,NULL,Water,Water,Water,NULL,Water,Forest
6895,Forest,NULL,Water,Water,Water,NULL,Forest,Grassland
6896,Forest,NULL,Water,Water,Water,NULL,Forest,Water
6897,Forest,NULL,Water,Water,Water,NULL,Forest,Forest
6898,Forest,NULL,Water,Water,Water,Grassland,Grassland,Grassland
6899,Forest,NULL,Water,Water,Water,Grassland,Grassland,Water
6900,Forest,NULL,Water,Water,Water,Bareland,Forest,Forest
6901,Forest,NULL,Water,Water,Water,Water,NULL,Water
6902,Forest,NULL,Water,Water,Water,Water,NULL,Forest
6903,Forest,NULL,Water,Water,Water,Water,Grassland,Grassland
6904,Forest,NULL,Water,Water,Water,Water,Water,Water
6905,Forest,NULL,Water,Water,Water,Water,Water,Forest
6906,Forest,NULL,Water,Water,Water,Water,Forest,Grassland
6907,Forest,NULL,Water,Water,Water,Water,Forest,Water
6908,Forest,NULL,Water,Water,Water,Water,Forest,Forest
6909,Forest,NULL,Water,Water,Water,Forest,NULL,Grassland
6910,Forest,NULL,Water,Water,Water,Forest,NULL,Forest
6911,Forest,NULL,Water,Water,Water,Forest,Grassland,Water
6912,Forest,NULL,Water,Water,Water,Forest,Grassland,Forest
6913,Forest,NULL,Water,Water,Water,Forest,Water,Water
6914,Forest,NULL,Water,Water,Water,Forest,Water,Forest
6915,Forest,NULL,Water,Water,Water,Forest,Forest,Water
6916,Forest,NULL,Water,Water,Water,Forest,Forest,Forest
6917,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6918,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6919,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6920,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
6921,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
6922,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
6923,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
6924,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6925,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6926,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6927,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
6928,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
6929,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6930,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6931,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6932,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6933,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
6934,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
6935,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
6936,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
6937,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6938,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6939,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
6940,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6941,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
6942,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
6943,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6944,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
6945,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
6946,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
6947,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
6948,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
6949,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6950,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
6951,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
6952,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Water
6953,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6954,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6955,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6956,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6957,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6958,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6959,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6960,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6961,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6962,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6963,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6964,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6965,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6966,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6967,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
6968,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6969,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6970,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6971,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6972,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6973,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
6974,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
6975,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6976,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6977,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6978,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
6979,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
6980,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
6981,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
6982,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6983,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6984,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6985,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
6986,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6987,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
6988,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6989,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6990,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
6991,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6992,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6993,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
6994,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6995,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6996,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6997,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6998,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
6999,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7000,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
7001,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
7002,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7003,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7004,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
7005,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
