Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLB_M_R
8442,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
8443,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
8444,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
8445,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
8446,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
8447,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
8448,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
8449,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
8450,Forest,Forest,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
8451,Forest,Forest,Wetland,NULL,Wetland,Built-up,Grassland,Forest
8452,Forest,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
8453,Forest,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Forest
8454,Forest,Forest,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
8455,Forest,Forest,Wetland,NULL,Wetland,Built-up,Bareland,Forest
8456,Forest,Forest,Wetland,NULL,Wetland,Built-up,Water,Forest
8457,Forest,Forest,Wetland,NULL,Wetland,Built-up,Forest,Forest
8458,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
8459,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
8460,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
8461,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
8462,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
8463,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
8464,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
8465,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
8466,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
8467,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
8468,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
8469,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
8470,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
8471,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
8472,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
8473,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
8474,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
8475,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
8476,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
8477,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
8478,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
8479,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
8480,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
8481,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
8482,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8483,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
8484,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
8485,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
8486,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
8487,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
8488,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
8489,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
8490,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
8491,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
8492,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
8493,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
8494,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
8495,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
8496,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
8497,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
8498,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
8499,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8500,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8501,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
8502,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8503,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
8504,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
8505,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8506,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
8507,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8508,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
8509,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
8510,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
8511,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
8512,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
8513,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
8514,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
8515,Forest,Forest,Wetland,Non_Water,Wetland,Built-up,Wetland,Forest
8516,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
8517,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
8518,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
8519,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
8520,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
8521,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
8522,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
8523,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
8524,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
8525,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
8526,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
8527,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
8528,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
8529,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Grassland
8530,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
8531,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
8532,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
8533,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Wetland
8534,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
8535,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
8536,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
8537,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
8538,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
8539,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
8540,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
8541,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
8542,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
8543,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
8544,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
8545,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
8546,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
8547,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
8548,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
8549,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
8550,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
8551,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
8552,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8553,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
8554,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
8555,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
8556,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
8557,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
8558,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
8559,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
8560,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
8561,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
8562,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
8563,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
8564,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Wetland
8565,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
8566,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
8567,Forest,Forest,Wetland,Water,Wetland,Built-up,Wetland,Forest
8568,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Grassland
8569,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
8570,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
8571,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
8572,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
8573,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
8574,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
8575,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
8576,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
8577,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
8578,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
8579,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
8580,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
8581,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
8582,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
8583,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
8584,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
8585,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
8586,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
8587,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
8588,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
8589,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Forest
8590,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Forest,Forest
8591,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
8592,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
8593,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
8594,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
8595,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
8596,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
8597,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
8598,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8599,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
8600,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8601,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Built-up
8602,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
8603,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
8604,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
8605,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
8606,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
8607,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
8608,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
8609,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8610,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
8611,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
8612,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8613,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8614,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
8615,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
8616,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8617,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
8618,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Built-up,Forest
8619,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
8620,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Water
8621,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
8622,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
8623,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
8624,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8625,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
8626,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8627,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Built-up
8628,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
8629,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8630,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
8631,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
8632,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8633,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Grassland,Forest
8634,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Wetland,Grassland
8635,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Wetland,Forest
8636,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Forest,Forest
8637,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
8638,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
8639,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
8640,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
8641,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
8642,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Grassland
8643,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
8644,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
8645,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
8646,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
8647,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
8648,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
8649,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Built-up,Forest
8650,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
8651,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
8652,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
8653,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8654,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8655,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
8656,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
8657,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
8658,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8659,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8660,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8661,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
8662,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
8663,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8664,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8665,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
8666,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8667,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8668,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8669,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
8670,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
8671,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
8672,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8673,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8674,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
8675,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8676,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8677,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
8678,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
8679,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
8680,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
8681,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
8682,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
8683,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
8684,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8685,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
8686,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
8687,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Water
8688,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
8689,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
8690,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
8691,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
8692,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
8693,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
8694,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
8695,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
8696,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
8697,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
8698,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
8699,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
8700,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
8701,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
8702,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Water
8703,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
8704,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
8705,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
8706,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
8707,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Forest
8708,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
8709,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
8710,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
8711,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
8712,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
8713,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
8714,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
8715,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
8716,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8717,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
8718,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
8719,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8720,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
8721,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
8722,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
8723,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8724,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
8725,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
8726,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8727,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
8728,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
8729,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
8730,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
8731,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8732,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
8733,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
8734,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
8735,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
8736,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
8737,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
8738,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
8739,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
8740,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
8741,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
8742,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Water
8743,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
8744,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
8745,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
8746,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8747,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
8748,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8749,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
8750,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
8751,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
8752,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8753,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8754,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8755,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
8756,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
8757,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
8758,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
8759,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
8760,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
8761,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
8762,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
8763,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
8764,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
8765,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8766,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
