Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPU_M_R
6021,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
6022,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
6023,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
6024,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
6025,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
6026,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
6027,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
6028,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
6029,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
6030,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
6031,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
6032,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
6033,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
6034,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
6035,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
6036,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
6037,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
6038,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
6039,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
6040,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
6041,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6042,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6043,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
6044,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6045,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
6046,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6047,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6048,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6049,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
6050,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6051,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
6052,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
6053,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6054,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
6055,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
6056,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
6057,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
6058,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
6059,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
6060,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
6061,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
6062,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
6063,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
6064,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
6065,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
6066,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
6067,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Bareland,Forest
6068,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
6069,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
6070,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
6071,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
6072,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
6073,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
6074,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
6075,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Built-up,Grassland
6076,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
6077,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
6078,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
6079,Forest,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
6080,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
6081,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
6082,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
6083,Forest,Water,Bareland,Water,Non_Wetland,Water,Bareland,Forest
6084,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
6085,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
6086,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
6087,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
6088,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
6089,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
6090,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
6091,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
6092,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
6093,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
6094,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
6095,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6096,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
6097,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
6098,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
6099,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
6100,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
6101,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
6102,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
6103,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
6104,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
6105,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Bareland
6106,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
6107,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
6108,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
6109,Forest,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
6110,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
6111,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
6112,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
6113,Forest,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
6114,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
6115,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
6116,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
6117,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
6118,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
6119,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Water
6120,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Water
6121,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6122,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6123,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
6124,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
6125,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
6126,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
6127,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
6128,Forest,Water,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
6129,Forest,Water,Built-up,Water,Non_Wetland,NULL,Water,Forest
6130,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
6131,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Water,Forest
6132,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Forest,Forest
6133,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Grassland,Forest
6134,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
6135,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
6136,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
6137,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
6138,Forest,Water,Built-up,Water,Non_Wetland,Built-up,Water,Forest
6139,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
6140,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
6141,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
6142,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
6143,Forest,Water,Water,NULL,Water,NULL,Water,Wetland
6144,Forest,Water,Water,NULL,Water,NULL,Water,Water
6145,Forest,Water,Water,NULL,Water,NULL,Water,Forest
6146,Forest,Water,Water,NULL,Water,NULL,Forest,Water
6147,Forest,Water,Water,NULL,Water,Grassland,Grassland,Grassland
6148,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
6149,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
6150,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
6151,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
6152,Forest,Water,Water,NULL,Water,Grassland,Water,Water
6153,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
6154,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
6155,Forest,Water,Water,NULL,Water,Wetland,Grassland,Grassland
6156,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
6157,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
6158,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
6159,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
6160,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
6161,Forest,Water,Water,NULL,Water,Wetland,Bareland,Forest
6162,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
6163,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
6164,Forest,Water,Water,NULL,Water,Wetland,Water,Water
6165,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
6166,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
6167,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
6168,Forest,Water,Water,NULL,Water,Water,Grassland,Wetland
6169,Forest,Water,Water,NULL,Water,Water,Grassland,Water
6170,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
6171,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
6172,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
6173,Forest,Water,Water,NULL,Water,Water,Wetland,Water
6174,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
6175,Forest,Water,Water,NULL,Water,Water,Water,Grassland
6176,Forest,Water,Water,NULL,Water,Water,Water,Wetland
6177,Forest,Water,Water,NULL,Water,Water,Water,Water
6178,Forest,Water,Water,NULL,Water,Water,Water,Forest
6179,Forest,Water,Water,NULL,Water,Water,Forest,Water
6180,Forest,Water,Water,NULL,Water,Water,Forest,Forest
6181,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
6182,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
6183,Forest,Water,Water,NULL,Water,Forest,Water,Water
6184,Forest,Water,Water,NULL,Water,Forest,Water,Forest
6185,Forest,Water,Water,NULL,Water,Forest,Forest,Water
6186,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
6187,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
6188,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
6189,Forest,Water,Water,Non_Water,Water,NULL,Water,Wetland
6190,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
6191,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
6192,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
6193,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
6194,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
6195,Forest,Water,Water,Non_Water,Water,Grassland,Water,Grassland
6196,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
6197,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
6198,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
6199,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
6200,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
6201,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
6202,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
6203,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
6204,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
6205,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
6206,Forest,Water,Water,Non_Water,Water,Water,Grassland,Water
6207,Forest,Water,Water,Non_Water,Water,Water,Grassland,Forest
6208,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
6209,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
6210,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
6211,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
6212,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
6213,Forest,Water,Water,Non_Water,Water,Water,Water,Water
6214,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
6215,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
6216,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
6217,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
6218,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
6219,Forest,Water,Water,Water,Water,NULL,Wetland,Wetland
6220,Forest,Water,Water,Water,Water,NULL,Wetland,Water
6221,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
6222,Forest,Water,Water,Water,Water,NULL,Water,Grassland
6223,Forest,Water,Water,Water,Water,NULL,Water,Wetland
6224,Forest,Water,Water,Water,Water,NULL,Water,Water
6225,Forest,Water,Water,Water,Water,NULL,Water,Forest
6226,Forest,Water,Water,Water,Water,NULL,Forest,Water
6227,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
6228,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
6229,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
6230,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
6231,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
6232,Forest,Water,Water,Water,Water,Grassland,Water,Wetland
6233,Forest,Water,Water,Water,Water,Grassland,Water,Water
6234,Forest,Water,Water,Water,Water,Grassland,Water,Forest
6235,Forest,Water,Water,Water,Water,Wetland,Grassland,Grassland
6236,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
6237,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
6238,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
6239,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
6240,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
6241,Forest,Water,Water,Water,Water,Wetland,Bareland,Forest
6242,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
6243,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
6244,Forest,Water,Water,Water,Water,Wetland,Water,Water
6245,Forest,Water,Water,Water,Water,Wetland,Water,Forest
6246,Forest,Water,Water,Water,Water,Wetland,Forest,Water
6247,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
6248,Forest,Water,Water,Water,Water,Water,Grassland,Water
6249,Forest,Water,Water,Water,Water,Water,Grassland,Forest
6250,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
6251,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
6252,Forest,Water,Water,Water,Water,Water,Wetland,Water
6253,Forest,Water,Water,Water,Water,Water,Wetland,Forest
6254,Forest,Water,Water,Water,Water,Water,Water,Grassland
6255,Forest,Water,Water,Water,Water,Water,Water,Wetland
6256,Forest,Water,Water,Water,Water,Water,Water,Bareland
6257,Forest,Water,Water,Water,Water,Water,Water,Water
6258,Forest,Water,Water,Water,Water,Water,Water,Forest
6259,Forest,Water,Water,Water,Water,Water,Forest,Grassland
6260,Forest,Water,Water,Water,Water,Water,Forest,Wetland
6261,Forest,Water,Water,Water,Water,Water,Forest,Water
6262,Forest,Water,Water,Water,Water,Water,Forest,Forest
6263,Forest,Water,Water,Water,Water,Forest,Wetland,Grassland
6264,Forest,Water,Water,Water,Water,Forest,Wetland,Water
6265,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
6266,Forest,Water,Water,Water,Water,Forest,Water,Water
6267,Forest,Water,Water,Water,Water,Forest,Water,Forest
6268,Forest,Water,Water,Water,Water,Forest,Forest,Water
6269,Forest,Water,Water,Water,Water,Forest,Forest,Forest
6270,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6271,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
6272,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6273,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
6274,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
6275,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
6276,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
6277,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
6278,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6279,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6280,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6281,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6282,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
6283,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
6284,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
6285,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6286,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6287,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
6288,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6289,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6290,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6291,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6292,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
6293,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6294,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6295,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
6296,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6297,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
6298,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6299,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6300,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
6301,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6302,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
6303,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6304,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
6305,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
6306,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6307,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
6308,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
6309,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
6310,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
6311,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
6312,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
6313,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
6314,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
6315,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
6316,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6317,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
6318,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
6319,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
6320,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6321,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
6322,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
6323,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
6324,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
6325,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6326,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
6327,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
6328,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6329,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
6330,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
6331,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
6332,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6333,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6334,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
6335,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6336,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
6337,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
6338,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
6339,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
6340,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
6341,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
6342,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
6343,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
6344,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
6345,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
6346,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
6347,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6348,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
6349,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
6350,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
6351,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
6352,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
6353,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
6354,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
6355,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
6356,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
6357,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland,Forest
6358,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
6359,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
6360,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
