Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MEA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MEA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MEA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MEA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MEA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MEA_M_R
3933,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3934,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3935,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3936,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3937,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3938,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3939,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3940,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3941,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
3942,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3943,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3944,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3945,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3946,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3947,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
3948,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3949,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3950,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
3951,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3952,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3953,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
3954,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3955,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
3956,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3957,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3958,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3959,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3960,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3961,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3962,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3963,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3964,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3965,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3966,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3967,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3968,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3969,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3970,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3971,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3972,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3973,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3974,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
3975,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3976,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3977,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3978,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3979,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3980,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3981,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
3982,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3983,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3984,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3985,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
3986,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
3987,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3988,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
3989,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
3990,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3991,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3992,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3993,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3994,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3995,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
3996,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
3997,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3998,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3999,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4000,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4001,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4002,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4003,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4004,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4005,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4006,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4007,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4008,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4009,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4010,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4011,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
4012,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4013,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4014,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
4015,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
4016,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4017,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
4018,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4019,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4020,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
4021,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
4022,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4023,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
4024,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
4025,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4026,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4027,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4028,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4029,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
4030,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4031,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4032,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4033,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
4034,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4035,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
4036,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4037,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4038,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4039,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4040,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
4041,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4042,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4043,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4044,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4045,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4046,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4047,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
4048,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4049,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4050,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
4051,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4052,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
4053,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
4054,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4055,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4056,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
4057,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
4058,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
4059,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
4060,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
4061,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4062,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4063,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4064,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4065,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4066,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4067,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4068,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
4069,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4070,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4071,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4072,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
4073,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4074,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
4075,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Grassland,Forest
4076,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
4077,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4078,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
4079,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
4080,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
4081,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
4082,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
4083,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
4084,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Forest,Forest
4085,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Grassland,Forest
4086,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
4087,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4088,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4089,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4090,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4091,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4092,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4093,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4094,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4095,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4096,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
4097,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
4098,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
4099,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
4100,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
4101,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
4102,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
4103,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
4104,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4105,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4106,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4107,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4108,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4109,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
4110,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
4111,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4112,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
4113,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
4114,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4115,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4116,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4117,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
4118,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4119,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
4120,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
4121,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4122,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
4123,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
4124,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4125,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
4126,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4127,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4128,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
4129,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
4130,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
4131,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
4132,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
4133,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
4134,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
4135,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
4136,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
4137,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
4138,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
4139,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
4140,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
4141,Forest,Forest,Wetland,NULL,Wetland,Forest,Built-up,Forest
4142,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
4143,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
4144,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
4145,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
4146,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
4147,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4148,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4149,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
4150,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4151,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4152,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4153,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
4154,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4155,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4156,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4157,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4158,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4159,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
4160,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
4161,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
4162,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
4163,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4164,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
4165,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4166,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
4167,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
4168,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
4169,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
4170,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
4171,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4172,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
4173,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
4174,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
4175,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
4176,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
4177,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
4178,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
4179,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Forest
4180,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
4181,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
4182,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
4183,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Forest
4184,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
4185,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
4186,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
4187,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
4188,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
4189,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Grassland,Forest
4190,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
4191,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
4192,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4193,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4194,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
4195,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
4196,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
4197,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4198,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4199,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4200,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4201,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4202,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4203,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
4204,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
4205,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4206,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4207,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4208,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4209,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
4210,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
4211,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4212,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4213,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
4214,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
4215,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4216,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4217,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
4218,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
4219,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
4220,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
4221,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
4222,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
4223,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
4224,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4225,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4226,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4227,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4228,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Water
4229,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4230,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4231,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
4232,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
4233,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
4234,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
4235,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
4236,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
4237,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
4238,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
4239,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
4240,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
4241,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
4242,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
4243,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4244,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4245,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4246,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4247,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4248,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
