Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCG_M_R
3184,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3185,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
3186,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3187,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3188,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3189,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3190,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3191,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3192,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3193,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
3194,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Bareland
3195,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3196,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3197,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3198,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
3199,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
3200,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3201,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3202,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3203,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3204,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3205,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3206,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
3207,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3208,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3209,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3210,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
3211,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3212,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3213,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3214,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3215,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3216,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3217,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3218,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3219,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
3220,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3221,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3222,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3223,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3224,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3225,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3226,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
3227,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
3228,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3229,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3230,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3231,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3232,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3233,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
3234,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3235,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3236,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3237,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Water
3238,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3239,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3240,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3241,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
3242,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3243,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3244,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3245,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3246,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3247,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3248,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3249,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
3250,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3251,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3252,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3253,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3254,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3255,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3256,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
3257,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3258,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3259,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3260,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
3261,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
3262,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3263,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3264,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3265,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3266,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3267,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
3268,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3269,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3270,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3271,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
3272,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3273,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3274,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
3275,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
3276,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3277,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
3278,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
3279,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3280,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3281,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3282,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
3283,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
3284,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
3285,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3286,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3287,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3288,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3289,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3290,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3291,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3292,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
3293,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3294,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3295,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3296,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3297,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3298,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3299,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3300,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
3301,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
3302,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3303,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3304,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
3305,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3306,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
3307,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
3308,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
3309,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3310,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3311,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3312,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
3313,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3314,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
3315,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3316,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
3317,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3318,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3319,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3320,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3321,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
3322,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3323,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
3324,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3325,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
3326,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
3327,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3328,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3329,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
3330,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3331,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
3332,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
3333,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3334,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3335,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3336,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
3337,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
3338,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3339,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3340,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3341,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3342,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3343,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3344,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3345,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
3346,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3347,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3348,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
3349,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
3350,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
3351,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
3352,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3353,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3354,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3355,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3356,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
3357,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3358,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3359,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3360,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3361,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3362,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3363,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3364,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3365,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3366,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
3367,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3368,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3369,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3370,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3371,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3372,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3373,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3374,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3375,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Bareland
3376,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
3377,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
3378,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
3379,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3380,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3381,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3382,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3383,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3384,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3385,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3386,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3387,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3388,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3389,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3390,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3391,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3392,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
3393,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3394,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3395,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3396,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
3397,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
3398,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3399,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
3400,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3401,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
3402,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
3403,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
3404,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
3405,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
3406,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
3407,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3408,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3409,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3410,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3411,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3412,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3413,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
3414,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3415,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3416,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3417,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3418,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
3419,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3420,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
3421,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3422,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
3423,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
3424,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3425,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
3426,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3427,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3428,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3429,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3430,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Water
3431,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3432,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
3433,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
3434,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
3435,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
3436,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
3437,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
3438,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3439,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
3440,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
3441,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
3442,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
3443,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
3444,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Bareland
3445,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
3446,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
3447,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
3448,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
3449,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
3450,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Grassland
3451,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
3452,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
3453,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
3454,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
3455,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
3456,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3457,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3458,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
3459,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
3460,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
3461,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3462,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3463,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3464,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3465,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3466,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
3467,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3468,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
3469,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3470,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
3471,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
3472,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
3473,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
3474,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
3475,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3476,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
3477,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
3478,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3479,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
3480,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
3481,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
3482,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
3483,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
3484,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
3485,Forest,Forest,Wetland,Water,Wetland,Wetland,Bareland,Forest
3486,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
3487,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
3488,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
3489,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
3490,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
3491,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
3492,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3493,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
3494,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3495,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
3496,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3497,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
3498,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
3499,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
3500,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3501,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3502,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3503,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
