Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLA_M_R
3722,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3723,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
3724,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3725,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
3726,Forest,Water,Forest,Non_Water,Non_Wetland,Built-up,Bareland,Forest
3727,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3728,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3729,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3730,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3731,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3732,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3733,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3734,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
3735,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3736,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3737,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3738,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3739,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3740,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3741,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3742,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
3743,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3744,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3745,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3746,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3747,Forest,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
3748,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3749,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
3750,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
3751,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
3752,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
3753,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
3754,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
3755,Forest,Water,Forest,Water,Non_Wetland,Built-up,Wetland,Grassland
3756,Forest,Water,Forest,Water,Non_Wetland,Built-up,Bareland,Grassland
3757,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3758,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
3759,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3760,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3761,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
3762,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3763,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3764,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3765,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
3766,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3767,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
3768,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3769,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
3770,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3771,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3772,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3773,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3774,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3775,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3776,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3777,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3778,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3779,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3780,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3781,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3782,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3783,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3784,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3785,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3786,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3787,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3788,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3789,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3790,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3791,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3792,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3793,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3794,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3795,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3796,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3797,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3798,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3799,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3800,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3801,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3802,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3803,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3804,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3805,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
3806,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3807,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3808,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3809,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3810,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3811,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3812,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3813,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3814,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3815,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3816,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3817,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3818,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3819,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
3820,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
3821,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
3822,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
3823,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3824,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3825,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
3826,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3827,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3828,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3829,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3830,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3831,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3832,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
3833,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3834,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3835,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3836,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3837,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
3838,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3839,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3840,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3841,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3842,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3843,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3844,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3845,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
3846,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3847,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3848,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3849,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3850,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3851,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3852,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
3853,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3854,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3855,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3856,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3857,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3858,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3859,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3860,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3861,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
3862,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
3863,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
3864,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3865,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
3866,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3867,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3868,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3869,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
3870,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
3871,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
3872,Forest,Forest,NULL,Water,Non_Wetland,Built-up,Water,Forest
3873,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Wetland
3874,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
3875,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
3876,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
3877,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3878,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3879,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3880,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3881,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3882,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3883,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3884,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3885,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3886,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3887,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3888,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3889,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3890,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3891,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3892,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3893,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3894,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3895,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3896,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3897,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3898,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3899,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3900,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3901,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3902,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3903,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3904,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3905,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3906,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3907,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3908,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3909,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3910,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3911,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3912,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
3913,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
3914,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3915,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
3916,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3917,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3918,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3919,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3920,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3921,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3922,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3923,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3924,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3925,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3926,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3927,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3928,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
3929,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3930,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3931,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3932,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
3933,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3934,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3935,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3936,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3937,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3938,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3939,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3940,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3941,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3942,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
3943,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Forest
3944,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3945,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3946,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
3947,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3948,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
3949,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3950,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3951,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
3952,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3953,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3954,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
3955,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
3956,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3957,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
3958,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3959,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3960,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3961,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3962,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3963,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3964,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3965,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3966,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3967,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
3968,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3969,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3970,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3971,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3972,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3973,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3974,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3975,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
3976,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
3977,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3978,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
3979,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3980,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3981,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
3982,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3983,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3984,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
3985,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3986,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3987,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
3988,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3989,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3990,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3991,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3992,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3993,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
3994,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3995,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3996,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
3997,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3998,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
3999,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4000,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
4001,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
4002,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
4003,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4004,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
4005,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
4006,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
4007,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
4008,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4009,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
4010,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
4011,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
4012,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Water
4013,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
4014,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
4015,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
4016,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
4017,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4018,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4019,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4020,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4021,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4022,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4023,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4024,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4025,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4026,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4027,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
4028,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4029,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4030,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4031,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4032,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4033,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
4034,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4035,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
