Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQQ_M_R
13923,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
13924,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
13925,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
13926,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
13927,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
13928,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
13929,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
13930,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
13931,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
13932,Permanent_ice_and_snow,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
13933,Permanent_ice_and_snow,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
13934,Permanent_ice_and_snow,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
13935,Permanent_ice_and_snow,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
13936,Permanent_ice_and_snow,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
13937,Permanent_ice_and_snow,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
13938,Permanent_ice_and_snow,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
13939,Permanent_ice_and_snow,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
13940,Permanent_ice_and_snow,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
13941,Permanent_ice_and_snow,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
13942,Permanent_ice_and_snow,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
13943,Permanent_ice_and_snow,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
13944,Permanent_ice_and_snow,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
13945,Permanent_ice_and_snow,Built-up,Water,Water,Water,Bareland,Bareland,Bareland
13946,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
13947,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
13948,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
13949,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
13950,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
13951,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
13952,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13953,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
13954,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
13955,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
13956,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
13957,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
13958,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
13959,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Bareland,Built-up,Bareland
13960,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13961,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
13962,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13963,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
13964,Permanent_ice_and_snow,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
13965,Permanent_ice_and_snow,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
13966,Permanent_ice_and_snow,Water,Wetland,NULL,NULL,Bareland,Bareland,Bareland
13967,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
13968,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
13969,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Water,Built-up
13970,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,Bareland
13971,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,Built-up
13972,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,Water
13973,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
13974,Permanent_ice_and_snow,Water,Wetland,Water,NULL,Bareland,Bareland,Grassland
13975,Permanent_ice_and_snow,Water,Wetland,Water,NULL,Bareland,Bareland,Bareland
13976,Permanent_ice_and_snow,Water,Wetland,Water,NULL,Bareland,Bareland,Water
13977,Permanent_ice_and_snow,Water,Wetland,Water,NULL,Bareland,Water,Bareland
13978,Permanent_ice_and_snow,Water,Wetland,Water,NULL,Water,Water,Water
13979,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,Water,Forest
13980,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
13981,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
13982,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland,Bareland,Built-up
13983,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
13984,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
13985,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland,Water,Built-up
13986,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland,Water,Water
13987,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,NULL,Water
13988,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Bareland,Water
13989,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Wetland
13990,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Bareland
13991,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Built-up
13992,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Water
13993,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Forest
13994,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,Water,Built-up
13995,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13996,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
13997,Permanent_ice_and_snow,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
13998,Permanent_ice_and_snow,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
13999,Permanent_ice_and_snow,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
14000,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
14001,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Bareland,Water,Built-up
14002,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
14003,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
14004,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
14005,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
14006,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
14007,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
14008,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
14009,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
14010,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
14011,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
14012,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
14013,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
14014,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
14015,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
14016,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
14017,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
14018,Permanent_ice_and_snow,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
14019,Permanent_ice_and_snow,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
14020,Permanent_ice_and_snow,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
14021,Permanent_ice_and_snow,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Water
14022,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
14023,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,NULL,Water,Built-up
14024,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
14025,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
14026,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
14027,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
14028,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,Water,Bareland,Grassland
14029,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,Water,Bareland,Built-up
14030,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
14031,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,Water,Bareland,Forest
14032,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
14033,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
14034,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,Water,Water,Water
14035,Permanent_ice_and_snow,Water,Water,NULL,NULL,Bareland,Bareland,Bareland
14036,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland,Bareland,Bareland
14037,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland,Bareland,Water
14038,Permanent_ice_and_snow,Water,Water,Non_Water,NULL,Bareland,Water,Bareland
14039,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
14040,Permanent_ice_and_snow,Water,Water,Water,NULL,Bareland,Bareland,Bareland
14041,Permanent_ice_and_snow,Water,Water,Water,NULL,Bareland,Bareland,Water
14042,Permanent_ice_and_snow,Water,Water,Water,NULL,Bareland,Water,Bareland
14043,Permanent_ice_and_snow,Water,Water,Water,NULL,Bareland,Water,Water
14044,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland,Bareland,Bareland
14045,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland,Bareland,Water
14046,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland,Water,Wetland
14047,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland,Water,Bareland
14048,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland,Water,Water
14049,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
14050,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
14051,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14052,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14053,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
14054,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
14055,Permanent_ice_and_snow,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
14056,Permanent_ice_and_snow,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
14057,Permanent_ice_and_snow,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
14058,Permanent_ice_and_snow,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14059,Permanent_ice_and_snow,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14060,Permanent_ice_and_snow,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
14061,Permanent_ice_and_snow,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
14062,Permanent_ice_and_snow,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
14063,Permanent_ice_and_snow,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
14064,Permanent_ice_and_snow,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
14065,Permanent_ice_and_snow,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
14066,Permanent_ice_and_snow,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
14067,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
14068,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
14069,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
14070,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
14071,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
14072,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
14073,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
14074,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
14075,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
14076,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
14077,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
14078,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
14079,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
14080,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
14081,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
14082,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
14083,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
14084,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
14085,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
14086,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Built-up
14087,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
14088,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
14089,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
14090,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
14091,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
14092,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
14093,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Wetland
14094,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
14095,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
14096,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
14097,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
14098,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
14099,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
14100,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
14101,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
14102,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
14103,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
14104,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
14105,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
14106,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
14107,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
14108,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
14109,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
14110,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
14111,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
14112,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
14113,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
14114,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
14115,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
14116,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
14117,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
14118,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
14119,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
14120,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Wetland
14121,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
14122,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
14123,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
14124,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
14125,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
14126,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
14127,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
14128,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
14129,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
14130,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
14131,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Wetland
14132,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
14133,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
14134,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
14135,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
14136,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
14137,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
14138,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
14139,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
14140,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
14141,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
14142,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
14143,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
14144,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
14145,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
14146,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
14147,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
14148,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
14149,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
14150,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Wetland
14151,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
14152,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
14153,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Built-up
14154,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
14155,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
14156,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
14157,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
14158,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
14159,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
14160,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
14161,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
14162,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
14163,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
14164,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
14165,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
14166,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
14167,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
14168,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
14169,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
14170,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
14171,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
14172,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Wetland
14173,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
14174,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
14175,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
14176,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
14177,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
14178,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
14179,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Wetland
14180,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
14181,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
14182,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
14183,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
14184,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
14185,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
14186,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Wetland
14187,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Built-up
14188,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
14189,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
14190,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
14191,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
14192,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Wetland
14193,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
14194,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
14195,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
14196,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
14197,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
14198,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
14199,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
14200,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
14201,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
14202,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
14203,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
14204,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Water
14205,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
14206,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
14207,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
14208,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
14209,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
