Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBU_M_R
4695,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
4696,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4697,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4698,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4699,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
4700,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4701,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
4702,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4703,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
4704,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
4705,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
4706,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4707,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
4708,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
4709,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
4710,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Bareland
4711,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Water
4712,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
4713,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
4714,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
4715,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
4716,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Water
4717,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
4718,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,NULL
4719,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
4720,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
4721,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
4722,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
4723,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
4724,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
4725,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Water
4726,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
4727,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
4728,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
4729,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
4730,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
4731,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4732,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
4733,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
4734,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4735,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
4736,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4737,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
4738,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4739,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
4740,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
4741,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
4742,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Water
4743,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4744,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
4745,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
4746,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
4747,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
4748,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4749,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4750,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4751,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4752,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4753,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
4754,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
4755,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
4756,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
4757,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4758,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
4759,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4760,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
4761,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
4762,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
4763,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
4764,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
4765,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
4766,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4767,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
4768,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
4769,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Water
4770,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4771,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
4772,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
4773,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
4774,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
4775,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
4776,Forest,NULL,Wetland,Water,Wetland,NULL,Forest,Water
4777,Forest,NULL,Wetland,Water,Wetland,NULL,Forest,Forest
4778,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
4779,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Forest
4780,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4781,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
4782,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
4783,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
4784,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Water
4785,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
4786,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
4787,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
4788,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
4789,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
4790,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Water
4791,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Forest
4792,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Water
4793,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
4794,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
4795,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
4796,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
4797,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4798,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
4799,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
4800,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
4801,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4802,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4803,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
4804,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4805,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
4806,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Water
4807,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
4808,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
4809,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Cropland
4810,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Bareland
4811,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
4812,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
4813,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4814,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Water
4815,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4816,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4817,Forest,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
4818,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
4819,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
4820,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
4821,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Water
4822,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4823,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
4824,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
4825,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
4826,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Water,Water
4827,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Water,Forest
4828,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Water
4829,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
4830,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4831,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
4832,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
4833,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest,Water
4834,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
4835,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4836,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
4837,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
4838,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4839,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
4840,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
4841,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
4842,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
4843,Forest,NULL,Bareland,Water,Non_Wetland,Water,NULL,Water
4844,Forest,NULL,Bareland,Water,Non_Wetland,Water,NULL,Forest
4845,Forest,NULL,Bareland,Water,Non_Wetland,Forest,Water,Water
4846,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4847,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4848,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4849,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4850,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
4851,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4852,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4853,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
4854,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
4855,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
4856,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
4857,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
4858,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
4859,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
4860,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
4861,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
4862,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
4863,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
4864,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
4865,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
4866,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
4867,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
4868,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
4869,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
4870,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Cropland
4871,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
4872,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
4873,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4874,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4875,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
4876,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
4877,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4878,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4879,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4880,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4881,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4882,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4883,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4884,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
4885,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
4886,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
4887,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
4888,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
4889,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
4890,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
4891,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
4892,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
4893,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
4894,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
4895,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
4896,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
4897,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
4898,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
4899,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
4900,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
4901,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
4902,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
4903,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
4904,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Built-up
4905,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
4906,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4907,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4908,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4909,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4910,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4911,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4912,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
4913,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4914,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
4915,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
4916,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
4917,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
4918,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
4919,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
4920,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
4921,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
4922,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
4923,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
4924,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
4925,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
4926,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4927,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
4928,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4929,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4930,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4931,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
4932,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
4933,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
4934,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
4935,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
4936,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
4937,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
4938,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Wetland,Grassland
4939,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
4940,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
4941,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
4942,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
4943,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
4944,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Water,Forest
4945,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
4946,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Bareland
4947,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
4948,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
4949,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
4950,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Built-up
4951,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Forest,Forest
4952,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Forest
4953,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
4954,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
4955,Forest,NULL,Built-up,Water,Non_Wetland,Forest,Water,Water
4956,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
4957,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
4958,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
4959,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
4960,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
4961,Forest,NULL,Water,NULL,Water,NULL,Wetland,Grassland
4962,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
4963,Forest,NULL,Water,NULL,Water,NULL,Water,Grassland
4964,Forest,NULL,Water,NULL,Water,NULL,Water,Water
4965,Forest,NULL,Water,NULL,Water,NULL,Water,Forest
4966,Forest,NULL,Water,NULL,Water,NULL,Forest,Cropland
4967,Forest,NULL,Water,NULL,Water,NULL,Forest,Bareland
4968,Forest,NULL,Water,NULL,Water,NULL,Forest,Water
4969,Forest,NULL,Water,NULL,Water,NULL,Forest,Forest
4970,Forest,NULL,Water,NULL,Water,Grassland,Water,Grassland
4971,Forest,NULL,Water,NULL,Water,Wetland,NULL,Grassland
4972,Forest,NULL,Water,NULL,Water,Wetland,NULL,Bareland
4973,Forest,NULL,Water,NULL,Water,Wetland,NULL,Water
4974,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
4975,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
4976,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Bareland
4977,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
4978,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
4979,Forest,NULL,Water,NULL,Water,Wetland,Water,Water
4980,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
4981,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
4982,Forest,NULL,Water,NULL,Water,Built-up,NULL,Water
4983,Forest,NULL,Water,NULL,Water,Built-up,Water,Water
4984,Forest,NULL,Water,NULL,Water,Water,NULL,Water
4985,Forest,NULL,Water,NULL,Water,Water,NULL,Forest
4986,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
4987,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
4988,Forest,NULL,Water,NULL,Water,Water,Water,Bareland
4989,Forest,NULL,Water,NULL,Water,Water,Water,Water
4990,Forest,NULL,Water,NULL,Water,Water,Water,Forest
4991,Forest,NULL,Water,NULL,Water,Water,Forest,Bareland
4992,Forest,NULL,Water,NULL,Water,Water,Forest,Water
4993,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
4994,Forest,NULL,Water,NULL,Water,Forest,NULL,Grassland
4995,Forest,NULL,Water,NULL,Water,Forest,NULL,Water
4996,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
4997,Forest,NULL,Water,NULL,Water,Forest,Wetland,Grassland
4998,Forest,NULL,Water,NULL,Water,Forest,Wetland,Forest
4999,Forest,NULL,Water,NULL,Water,Forest,Bareland,Forest
5000,Forest,NULL,Water,NULL,Water,Forest,Water,Water
5001,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
5002,Forest,NULL,Water,NULL,Water,Forest,Forest,Bareland
5003,Forest,NULL,Water,NULL,Water,Forest,Forest,Water
5004,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
5005,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
5006,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
5007,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
5008,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Forest
5009,Forest,NULL,Water,Non_Water,Water,NULL,Water,Grassland
5010,Forest,NULL,Water,Non_Water,Water,NULL,Water,Water
5011,Forest,NULL,Water,Non_Water,Water,NULL,Water,Forest
5012,Forest,NULL,Water,Non_Water,Water,NULL,Forest,Forest
5013,Forest,NULL,Water,Non_Water,Water,Wetland,NULL,Forest
5014,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
5015,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
5016,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Water
5017,Forest,NULL,Water,Non_Water,Water,Water,NULL,Water
5018,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
5019,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
5020,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
5021,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
5022,Forest,NULL,Water,Non_Water,Water,Water,Forest,Water
5023,Forest,NULL,Water,Non_Water,Water,Water,Forest,Forest
5024,Forest,NULL,Water,Non_Water,Water,Forest,NULL,Forest
5025,Forest,NULL,Water,Non_Water,Water,Forest,Wetland,Forest
5026,Forest,NULL,Water,Non_Water,Water,Forest,Water,Forest
5027,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Forest
5028,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
5029,Forest,NULL,Water,Water,Water,NULL,NULL,Water
5030,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
5031,Forest,NULL,Water,Water,Water,NULL,Bareland,Forest
5032,Forest,NULL,Water,Water,Water,NULL,Water,Grassland
5033,Forest,NULL,Water,Water,Water,NULL,Water,Bareland
5034,Forest,NULL,Water,Water,Water,NULL,Water,Water
5035,Forest,NULL,Water,Water,Water,NULL,Water,Forest
5036,Forest,NULL,Water,Water,Water,NULL,Forest,Water
5037,Forest,NULL,Water,Water,Water,NULL,Forest,Forest
5038,Forest,NULL,Water,Water,Water,Wetland,NULL,Grassland
5039,Forest,NULL,Water,Water,Water,Wetland,NULL,Water
5040,Forest,NULL,Water,Water,Water,Wetland,NULL,Forest
5041,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
5042,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
5043,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
5044,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
5045,Forest,NULL,Water,Water,Water,Wetland,Water,Bareland
5046,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
5047,Forest,NULL,Water,Water,Water,Wetland,Forest,Bareland
5048,Forest,NULL,Water,Water,Water,Built-up,Water,Water
5049,Forest,NULL,Water,Water,Water,Water,NULL,Water
5050,Forest,NULL,Water,Water,Water,Water,NULL,Forest
5051,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
5052,Forest,NULL,Water,Water,Water,Water,Wetland,Bareland
