Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBM_M_R
5256,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
5257,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
5258,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
5259,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5260,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
5261,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
5262,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5263,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
5264,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
5265,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
5266,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
5267,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
5268,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
5269,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
5270,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
5271,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
5272,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
5273,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
5274,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
5275,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
5276,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
5277,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
5278,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
5279,Forest,Bareland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5280,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5281,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5282,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
5283,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5284,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
5285,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
5286,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Cropland,Water,Water
5287,Forest,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Water
5288,Forest,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5289,Forest,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
5290,Forest,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5291,Forest,Bareland,Wetland,Non_Water,Wetland,Cropland,Wetland,Water
5292,Forest,Bareland,Wetland,Non_Water,Wetland,Cropland,Water,Bareland
5293,Forest,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5294,Forest,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
5295,Forest,Bareland,Wetland,Water,Wetland,Cropland,Wetland,Forest
5296,Forest,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
5297,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
5298,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
5299,Forest,Bareland,Water,Non_Water,Water,Grassland,Water,Water
5300,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5301,Forest,Bareland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5302,Forest,Bareland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Forest
5303,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5304,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5305,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5306,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5307,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5308,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5309,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
5310,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5311,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5312,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5313,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5314,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
5315,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5316,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
5317,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5318,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5319,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
5320,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5321,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5322,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5323,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5324,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5325,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5326,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
5327,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5328,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5329,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5330,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5331,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5332,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
5333,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
5334,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5335,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5336,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5337,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5338,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5339,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
5340,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
5341,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5342,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5343,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5344,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5345,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5346,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5347,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5348,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5349,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5350,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5351,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5352,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5353,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5354,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5355,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5356,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5357,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
5358,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
5359,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5360,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5361,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5362,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5363,Forest,Built-up,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
5364,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Forest
5365,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5366,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5367,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5368,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
5369,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
5370,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5371,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
5372,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5373,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
5374,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
5375,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
5376,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5377,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
5378,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5379,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5380,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5381,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5382,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
5383,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5384,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
5385,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5386,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5387,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5388,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5389,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5390,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5391,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5392,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5393,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5394,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5395,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5396,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5397,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5398,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5399,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
5400,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5401,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5402,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5403,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
5404,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5405,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5406,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5407,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5408,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Wetland,Water
5409,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
5410,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5411,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5412,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5413,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5414,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5415,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
5416,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5417,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
5418,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5419,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5420,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
5421,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
5422,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
5423,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5424,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
5425,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
5426,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
5427,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
5428,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5429,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5430,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
5431,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5432,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5433,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
5434,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5435,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5436,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
5437,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5438,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Bareland
5439,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
5440,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
5441,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
5442,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
5443,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
5444,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
5445,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
5446,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5447,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
5448,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
5449,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
5450,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
5451,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
5452,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
5453,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
5454,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
5455,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
5456,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
5457,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
5458,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
5459,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5460,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5461,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5462,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5463,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5464,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5465,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
5466,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5467,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5468,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
5469,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5470,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5471,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
5472,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
5473,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5474,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5475,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5476,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5477,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5478,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5479,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
5480,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5481,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5482,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
5483,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5484,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
5485,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5486,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5487,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
5488,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
5489,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5490,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
5491,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5492,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5493,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5494,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5495,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
5496,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5497,Forest,Water,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
5498,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5499,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
5500,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5501,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
5502,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
5503,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
5504,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
5505,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
5506,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
5507,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
5508,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
5509,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
5510,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
5511,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
5512,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
5513,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5514,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5515,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5516,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5517,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5518,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5519,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
5520,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5521,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
5522,Forest,Water,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5523,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
5524,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
5525,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5526,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5527,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Water
5528,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
5529,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Water
5530,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland,Water,Water
5531,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
5532,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5533,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
5534,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
5535,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Water,Forest
5536,Forest,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
5537,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
5538,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
5539,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
5540,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
5541,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
5542,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5543,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
5544,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5545,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
5546,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
5547,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
5548,Forest,Water,Wetland,NULL,Wetland,Cropland,Wetland,Forest
5549,Forest,Water,Wetland,NULL,Wetland,Cropland,Water,Grassland
5550,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
5551,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
5552,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5553,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5554,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
5555,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5556,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
5557,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
5558,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
5559,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
5560,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
5561,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
5562,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
5563,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
5564,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
5565,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
5566,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
5567,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
5568,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
5569,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
5570,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
5571,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
5572,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
5573,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
5574,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
5575,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
5576,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5577,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
5578,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
5579,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
5580,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5581,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
5582,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5583,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5584,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
