Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGD_M_R
16967,Forest,Water,Water,Water,Water,Forest,Water,Grassland
16968,Forest,Water,Water,Water,Water,Forest,Water,Wetland
16969,Forest,Water,Water,Water,Water,Forest,Water,Water
16970,Forest,Water,Water,Water,Water,Forest,Water,Forest
16971,Forest,Water,Water,Water,Water,Forest,Forest,Water
16972,Forest,Water,Water,Water,Water,Forest,Forest,Forest
16973,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
16974,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
16975,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
16976,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
16977,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
16978,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
16979,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
16980,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
16981,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
16982,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
16983,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
16984,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
16985,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
16986,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
16987,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
16988,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
16989,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
16990,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
16991,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
16992,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
16993,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
16994,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
16995,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
16996,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
16997,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
16998,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
16999,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
17000,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
17001,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
17002,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
17003,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
17004,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
17005,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
17006,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
17007,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
17008,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
17009,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
17010,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
17011,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
17012,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
17013,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
17014,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
17015,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
17016,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
17017,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
17018,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
17019,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
17020,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
17021,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
17022,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
17023,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
17024,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
17025,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
17026,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
17027,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
17028,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
17029,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
17030,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
17031,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
17032,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
17033,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
17034,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
17035,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
17036,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
17037,Forest,Water,Forest,NULL,Non_Wetland,Water,Built-up,Water
17038,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
17039,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
17040,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
17041,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
17042,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
17043,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
17044,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
17045,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
17046,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
17047,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
17048,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
17049,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
17050,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
17051,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
17052,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
17053,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
17054,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
17055,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
17056,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
17057,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
17058,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
17059,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
17060,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
17061,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
17062,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
17063,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
17064,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
17065,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
17066,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
17067,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
17068,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
17069,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
17070,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
17071,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
17072,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
17073,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
17074,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
17075,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
17076,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
17077,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
17078,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
17079,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
17080,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
17081,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
17082,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
17083,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
17084,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
17085,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
17086,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
17087,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
17088,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
17089,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
17090,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
17091,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
17092,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
17093,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
17094,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
17095,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
17096,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
17097,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
17098,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
17099,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
17100,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
17101,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
17102,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
17103,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
17104,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
17105,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
17106,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
17107,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
17108,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
17109,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
17110,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
17111,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
17112,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
17113,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
17114,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
17115,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
17116,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
17117,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
17118,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
17119,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
17120,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
17121,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
17122,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
17123,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
17124,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
17125,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
17126,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
17127,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
17128,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
17129,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
17130,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
17131,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
17132,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
17133,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
17134,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
17135,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
17136,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
17137,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
17138,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
17139,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
17140,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
17141,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
17142,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
17143,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
17144,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Built-up
17145,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
17146,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
17147,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
17148,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
17149,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
17150,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
17151,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
17152,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
17153,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
17154,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
17155,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
17156,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
17157,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
17158,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
17159,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
17160,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
17161,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
17162,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
17163,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
17164,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
17165,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
17166,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
17167,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
17168,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
17169,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
17170,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
17171,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
17172,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
17173,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
17174,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
17175,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
17176,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
17177,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
17178,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
17179,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
17180,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
17181,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
17182,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
17183,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
17184,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
17185,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
17186,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
17187,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Built-up
17188,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
17189,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
17190,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
17191,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
17192,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
17193,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
17194,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
17195,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
17196,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
17197,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
17198,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
17199,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
17200,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
17201,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
17202,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
17203,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
17204,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
17205,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
17206,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
17207,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
17208,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
17209,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
17210,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
17211,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
17212,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
17213,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
17214,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
17215,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
17216,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
17217,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
17218,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
17219,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
17220,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
17221,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
17222,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
17223,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
17224,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
17225,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
17226,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
17227,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
17228,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
17229,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
17230,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
17231,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
17232,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
17233,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
17234,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
17235,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
17236,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
17237,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
17238,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
17239,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
17240,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
17241,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
17242,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
17243,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
17244,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
17245,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
17246,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
17247,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
17248,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
17249,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
17250,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
17251,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
17252,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
17253,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
17254,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
17255,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
17256,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
17257,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
17258,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
17259,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
17260,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
17261,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
17262,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
17263,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
17264,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
17265,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
17266,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
17267,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
17268,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
17269,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
17270,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Bareland
17271,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
17272,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
17273,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Water
17274,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
17275,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
17276,Forest,Forest,NULL,Water,Non_Wetland,Forest,Bareland,Forest
17277,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
17278,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
