Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRB_M_R
22103,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
22104,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
22105,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
22106,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
22107,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
22108,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Wetland,Built-up
22109,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
22110,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
22111,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
22112,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
22113,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
22114,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
22115,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
22116,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
22117,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
22118,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
22119,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
22120,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
22121,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
22122,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
22123,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
22124,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
22125,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
22126,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
22127,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
22128,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
22129,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
22130,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
22131,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
22132,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
22133,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
22134,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
22135,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
22136,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
22137,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
22138,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
22139,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
22140,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
22141,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland,Water,Forest
22142,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
22143,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
22144,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
22145,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
22146,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
22147,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
22148,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
22149,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
22150,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
22151,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
22152,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
22153,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
22154,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
22155,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
22156,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
22157,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
22158,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
22159,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Bareland
22160,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
22161,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
22162,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
22163,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
22164,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
22165,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
22166,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
22167,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
22168,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
22169,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
22170,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
22171,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
22172,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
22173,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
22174,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
22175,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
22176,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
22177,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
22178,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
22179,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
22180,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
22181,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
22182,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
22183,Forest,Water,Forest,Water,Non_Wetland,Cropland,Water,Forest
22184,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
22185,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
22186,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
22187,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
22188,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
22189,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
22190,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
22191,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
22192,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
22193,Forest,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Forest
22194,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
22195,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
22196,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
22197,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
22198,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
22199,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
22200,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
22201,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
22202,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
22203,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
22204,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
22205,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
22206,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
22207,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
22208,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
22209,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
22210,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
22211,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
22212,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
22213,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
22214,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
22215,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
22216,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
22217,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
22218,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
22219,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
22220,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
22221,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
22222,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
22223,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
22224,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
22225,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
22226,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
22227,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
22228,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
22229,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
22230,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
22231,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
22232,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
22233,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
22234,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
22235,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
22236,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
22237,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
22238,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
22239,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
22240,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
22241,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
22242,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
22243,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
22244,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
22245,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
22246,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
22247,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
22248,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
22249,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
22250,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
22251,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
22252,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
22253,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
22254,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
22255,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
22256,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
22257,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
22258,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Built-up,Forest
22259,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Water,Forest
22260,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
22261,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
22262,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
22263,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
22264,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
22265,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
22266,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Built-up
22267,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
22268,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
22269,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
22270,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
22271,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
22272,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
22273,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
22274,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Built-up
22275,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
22276,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
22277,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
22278,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
22279,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Built-up
22280,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
22281,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
22282,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
22283,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
22284,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
22285,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
22286,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
22287,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
22288,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
22289,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
22290,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
22291,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
22292,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
22293,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
22294,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
22295,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
22296,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
22297,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
22298,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
22299,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
22300,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
22301,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
22302,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
22303,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
22304,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
22305,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
22306,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
22307,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
22308,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
22309,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
22310,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
22311,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
22312,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
22313,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
22314,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
22315,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
22316,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
22317,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
22318,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
22319,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
22320,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
22321,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Bareland
22322,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
22323,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
22324,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
22325,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
22326,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
22327,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
22328,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
22329,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
22330,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
22331,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
22332,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
22333,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
22334,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
22335,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
22336,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
22337,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
22338,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
22339,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
22340,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
22341,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
22342,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
22343,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
22344,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
22345,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
22346,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
22347,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
22348,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
22349,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
22350,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
22351,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
22352,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
22353,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
22354,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
22355,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
22356,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
22357,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
22358,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
22359,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
22360,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
22361,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
22362,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
22363,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
22364,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
22365,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
22366,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
22367,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
22368,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Forest
22369,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,Water,Forest
22370,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,Forest,Grassland
22371,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,Forest,Forest
22372,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
22373,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
22374,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
22375,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
22376,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
22377,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
22378,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
22379,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
22380,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Bareland
22381,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
22382,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
22383,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
22384,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
22385,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
22386,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
22387,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
22388,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
22389,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
22390,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
22391,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
22392,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
22393,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
22394,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
22395,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
22396,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
22397,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
22398,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
22399,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
22400,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
22401,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
22402,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
22403,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
22404,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
22405,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
22406,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
22407,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
22408,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
22409,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
22410,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
