Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQS_M_R
10737,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
10738,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10739,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
10740,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
10741,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Forest
10742,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10743,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10744,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
10745,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
10746,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10747,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10748,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
10749,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
10750,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10751,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
10752,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
10753,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10754,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10755,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Water
10756,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10757,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
10758,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Water
10759,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
10760,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
10761,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10762,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
10763,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
10764,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10765,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10766,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
10767,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
10768,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
10769,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
10770,Forest,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
10771,Forest,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Forest
10772,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
10773,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
10774,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
10775,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10776,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10777,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
10778,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
10779,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10780,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
10781,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
10782,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
10783,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
10784,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
10785,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
10786,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
10787,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Water
10788,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
10789,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
10790,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10791,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
10792,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
10793,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
10794,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
10795,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
10796,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
10797,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
10798,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
10799,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Water,Water
10800,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Water,Forest
10801,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
10802,Forest,Wetland,NULL,Water,Non_Wetland,Water,NULL,Forest
10803,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
10804,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
10805,Forest,Wetland,NULL,Water,Non_Wetland,Forest,Water,Water
10806,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10807,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
10808,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
10809,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10810,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10811,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10812,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
10813,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
10814,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
10815,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
10816,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
10817,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10818,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10819,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10820,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10821,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
10822,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
10823,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
10824,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
10825,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
10826,Forest,Wetland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
10827,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
10828,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
10829,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
10830,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
10831,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
10832,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
10833,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
10834,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
10835,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
10836,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10837,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10838,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
10839,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
10840,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10841,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10842,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
10843,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
10844,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
10845,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
10846,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
10847,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10848,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
10849,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
10850,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
10851,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
10852,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
10853,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
10854,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
10855,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
10856,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Water,Water
10857,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Water,Forest
10858,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,NULL,Water
10859,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
10860,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
10861,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest,Water,Forest
10862,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10863,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
10864,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
10865,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10866,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10867,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
10868,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10869,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
10870,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
10871,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Water
10872,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
10873,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
10874,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10875,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10876,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10877,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10878,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10879,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
10880,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
10881,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
10882,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
10883,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
10884,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
10885,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
10886,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Water
10887,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
10888,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
10889,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
10890,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Water
10891,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Forest
10892,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
10893,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
10894,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
10895,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Water,Forest
10896,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10897,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10898,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
10899,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
10900,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10901,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
10902,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
10903,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
10904,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
10905,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10906,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10907,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10908,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10909,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
10910,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
10911,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
10912,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
10913,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
10914,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
10915,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
10916,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
10917,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
10918,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
10919,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
10920,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
10921,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Water,Forest
10922,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
10923,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
10924,Forest,Wetland,Cropland,Water,Non_Wetland,Water,Water,Water
10925,Forest,Wetland,Cropland,Water,Non_Wetland,Forest,Water,Forest
10926,Forest,Wetland,Cropland,Water,Non_Wetland,Forest,Forest,Water
10927,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
10928,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
10929,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
10930,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
10931,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
10932,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
10933,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Cropland
10934,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
10935,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
10936,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
10937,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
10938,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
10939,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
10940,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
10941,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Cropland
10942,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
10943,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
10944,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
10945,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
10946,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Grassland
10947,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Water
10948,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
10949,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
10950,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
10951,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Cropland
10952,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
10953,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
10954,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
10955,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Water
10956,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
10957,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
10958,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
10959,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
10960,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
10961,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
10962,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
10963,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
10964,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
10965,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
10966,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
10967,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
10968,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
10969,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Forest
10970,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
10971,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
10972,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
10973,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
10974,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
10975,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Water
10976,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
10977,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
10978,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
10979,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
10980,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
10981,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Water
10982,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
10983,Forest,Wetland,Wetland,Water,Wetland,Grassland,NULL,Grassland
10984,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
10985,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
10986,Forest,Wetland,Wetland,Water,Wetland,Forest,NULL,Forest
10987,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
10988,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Forest
10989,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
10990,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,NULL,Water
10991,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
10992,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
10993,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Water,Forest
10994,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
10995,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10996,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
10997,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10998,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
10999,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
11000,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
11001,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Water,Water
11002,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Water,Forest
11003,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
11004,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
11005,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Water
11006,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Forest
11007,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Forest,Forest
11008,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Water,Forest
11009,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
11010,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
11011,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
11012,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Forest,Forest
11013,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Water,NULL,Water
11014,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
11015,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Forest,Water,Forest
11016,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
11017,Forest,Wetland,Built-up,Water,Non_Wetland,Forest,Water,Forest
11018,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
11019,Forest,Wetland,Water,NULL,Water,Water,NULL,Water
11020,Forest,Wetland,Water,NULL,Water,Water,NULL,Forest
11021,Forest,Wetland,Water,NULL,Water,Water,Water,Water
11022,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
11023,Forest,Wetland,Water,NULL,Water,Water,Forest,Water
11024,Forest,Wetland,Water,NULL,Water,Forest,NULL,Forest
11025,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
11026,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
11027,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
11028,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
11029,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
11030,Forest,Wetland,Water,Non_Water,Water,Water,Forest,Forest
11031,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
11032,Forest,Wetland,Water,Water,Water,NULL,Water,Grassland
11033,Forest,Wetland,Water,Water,Water,NULL,Water,Water
11034,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
11035,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
11036,Forest,Wetland,Water,Water,Water,Water,Water,Water
11037,Forest,Wetland,Water,Water,Water,Water,Water,Forest
11038,Forest,Wetland,Water,Water,Water,Water,Forest,Forest
11039,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
11040,Forest,Wetland,Water,Water,Water,Forest,Forest,Forest
11041,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11042,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11043,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11044,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11045,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
11046,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Cropland
11047,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
11048,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
11049,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11050,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11051,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
11052,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11053,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11054,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
11055,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
11056,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
11057,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
11058,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
11059,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
11060,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11061,Forest,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Water
11062,Forest,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
11063,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
11064,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
