Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQK_M_R
9905,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9906,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
9907,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,NULL
9908,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9909,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9910,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
9911,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9912,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
9913,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
9914,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
9915,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
9916,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
9917,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
9918,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9919,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9920,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9921,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
9922,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
9923,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9924,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9925,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
9926,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9927,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
9928,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
9929,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9930,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9931,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9932,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
9933,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9934,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9935,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9936,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
9937,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9938,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
9939,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
9940,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9941,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
9942,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
9943,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9944,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9945,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9946,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
9947,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9948,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
9949,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9950,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9951,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
9952,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9953,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
9954,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
9955,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
9956,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
9957,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
9958,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9959,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
9960,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
9961,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
9962,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
9963,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
9964,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9965,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9966,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
9967,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9968,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9969,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9970,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9971,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
9972,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9973,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9974,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
9975,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
9976,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
9977,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
9978,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
9979,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
9980,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
9981,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
9982,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
9983,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
9984,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
9985,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
9986,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
9987,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
9988,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
9989,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
9990,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
9991,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
9992,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
9993,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9994,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9995,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
9996,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9997,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9998,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9999,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
10000,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
10001,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
10002,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
10003,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
10004,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
10005,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
10006,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
10007,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
10008,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
10009,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10010,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
10011,Forest,Water,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
10012,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
10013,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
10014,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
10015,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
10016,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
10017,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
10018,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
10019,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
10020,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
10021,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
10022,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
10023,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
10024,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
10025,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
10026,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
10027,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
10028,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
10029,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
10030,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
10031,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
10032,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
10033,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
10034,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
10035,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
10036,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
10037,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
10038,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
10039,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
10040,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
10041,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
10042,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
10043,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
10044,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
10045,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
10046,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
10047,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
10048,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
10049,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
10050,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
10051,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
10052,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
10053,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
10054,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
10055,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
10056,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
10057,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
10058,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
10059,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
10060,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
10061,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
10062,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
10063,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
10064,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
10065,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
10066,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
10067,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
10068,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
10069,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
10070,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
10071,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
10072,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
10073,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
10074,Forest,Water,Water,NULL,Water,NULL,Water,Forest
10075,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
10076,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
10077,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
10078,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
10079,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
10080,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
10081,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
10082,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
10083,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
10084,Forest,Water,Water,NULL,Water,Water,Water,Water
10085,Forest,Water,Water,NULL,Water,Water,Water,Forest
10086,Forest,Water,Water,NULL,Water,Water,Forest,Water
10087,Forest,Water,Water,NULL,Water,Water,Forest,Forest
10088,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
10089,Forest,Water,Water,NULL,Water,Forest,Water,Forest
10090,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
10091,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
10092,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
10093,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
10094,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
10095,Forest,Water,Water,Non_Water,Water,Forest,Grassland,Forest
10096,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
10097,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
10098,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
10099,Forest,Water,Water,Water,Water,NULL,Water,Forest
10100,Forest,Water,Water,Water,Water,NULL,Forest,Forest
10101,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
10102,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
10103,Forest,Water,Water,Water,Water,Grassland,Water,Forest
10104,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
10105,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
10106,Forest,Water,Water,Water,Water,Wetland,Water,Forest
10107,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
10108,Forest,Water,Water,Water,Water,Water,Grassland,Water
10109,Forest,Water,Water,Water,Water,Water,Wetland,Forest
10110,Forest,Water,Water,Water,Water,Water,Water,Grassland
10111,Forest,Water,Water,Water,Water,Water,Water,Bareland
10112,Forest,Water,Water,Water,Water,Water,Water,Water
10113,Forest,Water,Water,Water,Water,Water,Water,Forest
10114,Forest,Water,Water,Water,Water,Water,Forest,Bareland
10115,Forest,Water,Water,Water,Water,Water,Forest,Water
10116,Forest,Water,Water,Water,Water,Water,Forest,Forest
10117,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
10118,Forest,Water,Water,Water,Water,Forest,Water,Water
10119,Forest,Water,Water,Water,Water,Forest,Water,Forest
10120,Forest,Water,Water,Water,Water,Forest,Forest,Water
10121,Forest,Water,Water,Water,Water,Forest,Forest,Forest
10122,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10123,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
10124,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10125,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
10126,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
10127,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10128,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10129,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10130,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
10131,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
10132,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
10133,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10134,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
10135,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Water,Forest
10136,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
10137,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10138,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10139,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
10140,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10141,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
10142,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
10143,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
10144,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10145,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,NULL
10146,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
10147,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
10148,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
10149,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
10150,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
10151,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
10152,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
10153,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
10154,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
10155,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10156,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10157,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
10158,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
10159,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10160,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
10161,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
10162,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
10163,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10164,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10165,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
10166,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10167,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
10168,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10169,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
10170,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
10171,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
10172,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
10173,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
10174,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
10175,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
10176,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
10177,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
10178,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
10179,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
10180,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
10181,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
10182,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
10183,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
10184,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
10185,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
10186,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
10187,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
10188,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
10189,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
10190,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
10191,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
10192,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
10193,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
10194,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
10195,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
10196,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10197,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10198,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
10199,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
10200,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
10201,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10202,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10203,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10204,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10205,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
10206,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
10207,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10208,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10209,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
10210,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
10211,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
10212,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
10213,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
10214,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
10215,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
10216,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10217,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10218,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10219,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10220,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
10221,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
10222,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
10223,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10224,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
10225,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
10226,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10227,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10228,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10229,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10230,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10231,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
10232,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10233,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10234,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10235,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10236,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
10237,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10238,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
10239,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10240,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
