Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWQ_M_R
5637,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5638,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5639,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5640,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5641,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5642,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5643,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5644,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
5645,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5646,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5647,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5648,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5649,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5650,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
5651,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5652,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
5653,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5654,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
5655,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5656,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5657,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
5658,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
5659,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Forest
5660,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5661,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
5662,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
5663,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
5664,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
5665,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
5666,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
5667,Forest,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Forest
5668,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
5669,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
5670,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
5671,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
5672,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Forest
5673,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
5674,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
5675,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5676,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5677,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
5678,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5679,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5680,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5681,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
5682,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5683,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
5684,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5685,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5686,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5687,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5688,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5689,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
5690,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5691,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5692,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5693,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
5694,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5695,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
5696,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
5697,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
5698,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
5699,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5700,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5701,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
5702,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
5703,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
5704,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
5705,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Forest
5706,Forest,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Forest
5707,Forest,Built-up,Water,Water,Water,Bareland,Built-up,Forest
5708,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5709,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5710,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5711,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5712,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5713,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5714,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5715,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5716,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
5717,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5718,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5719,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
5720,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5721,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5722,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5723,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
5724,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
5725,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5726,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
5727,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
5728,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5729,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
5730,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
5731,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
5732,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
5733,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5734,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5735,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5736,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
5737,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5738,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5739,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
5740,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5741,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Water
5742,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
5743,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
5744,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
5745,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
5746,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5747,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5748,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5749,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5750,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
5751,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5752,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5753,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5754,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5755,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5756,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5757,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5758,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5759,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5760,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5761,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5762,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5763,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
5764,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5765,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5766,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5767,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
5768,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5769,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5770,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
5771,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
5772,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
5773,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5774,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
5775,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
5776,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5777,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
5778,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
5779,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5780,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
5781,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
5782,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5783,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
5784,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
5785,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
5786,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
5787,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
5788,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
5789,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
5790,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
5791,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
5792,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
5793,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
5794,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5795,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5796,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
5797,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5798,Forest,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
5799,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
5800,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
5801,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
5802,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
5803,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5804,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5805,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5806,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
5807,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5808,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5809,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5810,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
5811,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5812,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
5813,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
5814,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
5815,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
5816,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
5817,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
5818,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5819,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
5820,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
5821,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
5822,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
5823,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Water
5824,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
5825,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
5826,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
5827,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
5828,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
5829,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
5830,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
5831,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
5832,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
5833,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
5834,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
5835,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Water
5836,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Forest
5837,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
5838,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
5839,Forest,Water,NULL,Water,Non_Wetland,Water,Bareland,Bareland
5840,Forest,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
5841,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
5842,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
5843,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
5844,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
5845,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
5846,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
5847,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
5848,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
5849,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
5850,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
5851,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5852,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
5853,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5854,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
5855,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5856,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5857,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5858,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
5859,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5860,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5861,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5862,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5863,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5864,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5865,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5866,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5867,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5868,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5869,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
5870,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5871,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
5872,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5873,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5874,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5875,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
5876,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5877,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5878,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
5879,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
5880,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
5881,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5882,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
5883,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5884,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5885,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5886,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
5887,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5888,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
5889,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5890,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
5891,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5892,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
5893,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
5894,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
5895,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
5896,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5897,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5898,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5899,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
5900,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
5901,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
5902,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5903,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
5904,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
5905,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5906,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
5907,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
5908,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5909,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
5910,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5911,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
5912,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5913,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
5914,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
5915,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
5916,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
5917,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
5918,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
5919,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
5920,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
5921,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
5922,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
5923,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
5924,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
5925,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
5926,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
5927,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
5928,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
5929,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
5930,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
5931,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
5932,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
5933,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
5934,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
5935,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
5936,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
5937,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
5938,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
5939,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
5940,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Bareland
5941,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
5942,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
5943,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
5944,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
5945,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
5946,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5947,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
5948,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5949,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5950,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5951,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5952,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5953,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5954,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5955,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5956,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
5957,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
5958,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5959,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
