Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUT_M_R
6138,Forest,Wetland,Water,Water,Water,Grassland,Water,Water
6139,Forest,Wetland,Water,Water,Water,Wetland,NULL,Wetland
6140,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
6141,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
6142,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Water
6143,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Forest
6144,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
6145,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
6146,Forest,Wetland,Water,Water,Water,Water,NULL,Wetland
6147,Forest,Wetland,Water,Water,Water,Water,NULL,Water
6148,Forest,Wetland,Water,Water,Water,Water,Grassland,Grassland
6149,Forest,Wetland,Water,Water,Water,Water,Grassland,Wetland
6150,Forest,Wetland,Water,Water,Water,Water,Grassland,Water
6151,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
6152,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
6153,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
6154,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
6155,Forest,Wetland,Water,Water,Water,Water,Water,Water
6156,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6157,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
6158,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6159,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
6160,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6161,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6162,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6163,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6164,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6165,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6166,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6167,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
6168,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6169,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6170,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6171,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
6172,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6173,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
6174,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
6175,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
6176,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6177,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6178,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
6179,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6180,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6181,Forest,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Wetland
6182,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6183,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
6184,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6185,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6186,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
6187,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6188,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
6189,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6190,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
6191,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
6192,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
6193,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
6194,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6195,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6196,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
6197,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
6198,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6199,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
6200,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
6201,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6202,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6203,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6204,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
6205,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
6206,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
6207,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
6208,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
6209,Forest,Wetland,Forest,Water,Non_Wetland,Water,NULL,Wetland
6210,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6211,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6212,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6213,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6214,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6215,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6216,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6217,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6218,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
6219,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6220,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6221,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6222,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6223,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6224,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6225,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
6226,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6227,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6228,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6229,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
6230,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
6231,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6232,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6233,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6234,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
6235,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6236,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6237,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6238,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6239,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6240,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6241,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
6242,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6243,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6244,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6245,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
6246,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6247,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6248,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
6249,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6250,Forest,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Wetland
6251,Forest,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Forest
6252,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
6253,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6254,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6255,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6256,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
6257,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
6258,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6259,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
6260,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6261,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
6262,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
6263,Forest,Built-up,Water,NULL,Water,Grassland,NULL,Wetland
6264,Forest,Built-up,Water,NULL,Water,Grassland,NULL,Forest
6265,Forest,Built-up,Water,NULL,Water,Wetland,NULL,Forest
6266,Forest,Built-up,Water,Water,Water,NULL,NULL,Grassland
6267,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6268,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6269,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6270,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
6271,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6272,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6273,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6274,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
6275,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
6276,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6277,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6278,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
6279,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6280,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
6281,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
6282,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6283,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
6284,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
6285,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6286,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
6287,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
6288,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
6289,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6290,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6291,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6292,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
6293,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
6294,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
6295,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6296,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
6297,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6298,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6299,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6300,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6301,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6302,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6303,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
6304,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
6305,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6306,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6307,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
6308,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6309,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6310,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6311,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6312,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6313,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6314,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
6315,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6316,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6317,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6318,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6319,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
6320,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
6321,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
6322,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
6323,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
6324,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
6325,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
6326,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
6327,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
6328,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Water
6329,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
6330,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
6331,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
6332,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
6333,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
6334,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Wetland
6335,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
6336,Forest,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
6337,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
6338,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
6339,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6340,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
6341,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
6342,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
6343,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
6344,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
6345,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
6346,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Water
6347,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
6348,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6349,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
6350,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6351,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
6352,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
6353,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
6354,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
6355,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
6356,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
6357,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
6358,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
6359,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
6360,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
6361,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
6362,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Wetland
6363,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
6364,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
6365,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
6366,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
6367,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
6368,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
6369,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
6370,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6371,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
6372,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
6373,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
6374,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
6375,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
6376,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
6377,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
6378,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
6379,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
6380,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
6381,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
6382,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Water
6383,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
6384,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
6385,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
6386,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
6387,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
6388,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
6389,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
6390,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
6391,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
6392,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
6393,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
6394,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
6395,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
6396,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
6397,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
6398,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6399,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
6400,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6401,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
6402,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
6403,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
6404,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
6405,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
6406,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6407,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
6408,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
6409,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
6410,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
6411,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
6412,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
6413,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
6414,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
6415,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
6416,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
6417,Forest,Water,Wetland,Water,Wetland,Shrubland,Grassland,Water
6418,Forest,Water,Wetland,Water,Wetland,Shrubland,Grassland,Forest
6419,Forest,Water,Wetland,Water,Wetland,Grassland,NULL,Wetland
6420,Forest,Water,Wetland,Water,Wetland,Grassland,NULL,Water
6421,Forest,Water,Wetland,Water,Wetland,Grassland,NULL,Forest
6422,Forest,Water,Wetland,Water,Wetland,Grassland,Shrubland,Water
6423,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
6424,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
6425,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
6426,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Water
6427,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
6428,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
6429,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
6430,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
6431,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
6432,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
6433,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
6434,Forest,Water,Wetland,Water,Wetland,Water,NULL,Grassland
6435,Forest,Water,Wetland,Water,Wetland,Water,NULL,Wetland
6436,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
6437,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
6438,Forest,Water,Wetland,Water,Wetland,Water,Water,NULL
6439,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
6440,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
6441,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
6442,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Forest
6443,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
6444,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
6445,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Wetland
6446,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
6447,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
6448,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6449,Forest,Water,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
6450,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
6451,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
6452,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
6453,Forest,Water,Water,NULL,Water,Shrubland,Grassland,Wetland
6454,Forest,Water,Water,NULL,Water,Shrubland,Grassland,Forest
6455,Forest,Water,Water,NULL,Water,Shrubland,Water,Forest
6456,Forest,Water,Water,NULL,Water,Grassland,NULL,Wetland
6457,Forest,Water,Water,NULL,Water,Grassland,NULL,Water
6458,Forest,Water,Water,NULL,Water,Grassland,Water,Wetland
6459,Forest,Water,Water,NULL,Water,Grassland,Water,Water
6460,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
6461,Forest,Water,Water,NULL,Water,Wetland,NULL,Wetland
6462,Forest,Water,Water,NULL,Water,Wetland,NULL,Water
6463,Forest,Water,Water,NULL,Water,Wetland,NULL,Forest
6464,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
6465,Forest,Water,Water,NULL,Water,Wetland,Water,Water
6466,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
6467,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
6468,Forest,Water,Water,Non_Water,Water,Shrubland,NULL,Forest
6469,Forest,Water,Water,Non_Water,Water,Shrubland,Water,Water
6470,Forest,Water,Water,Non_Water,Water,Grassland,NULL,Wetland
6471,Forest,Water,Water,Non_Water,Water,Grassland,NULL,Water
6472,Forest,Water,Water,Non_Water,Water,Grassland,NULL,Forest
6473,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Wetland
6474,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
6475,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
6476,Forest,Water,Water,Non_Water,Water,Wetland,NULL,Wetland
6477,Forest,Water,Water,Non_Water,Water,Wetland,NULL,Water
6478,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Wetland
6479,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
6480,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
6481,Forest,Water,Water,Non_Water,Water,Water,NULL,Wetland
6482,Forest,Water,Water,Non_Water,Water,Water,NULL,Water
6483,Forest,Water,Water,Non_Water,Water,Water,Grassland,Forest
6484,Forest,Water,Water,Non_Water,Water,Water,Water,Water
6485,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
6486,Forest,Water,Water,Non_Water,Water,Forest,NULL,Wetland
