Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQL_M_R
5526,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5527,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
5528,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5529,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
5530,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5531,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
5532,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5533,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5534,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
5535,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5536,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5537,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5538,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5539,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5540,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5541,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
5542,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
5543,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
5544,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5545,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5546,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
5547,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5548,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
5549,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5550,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
5551,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5552,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5553,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
5554,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
5555,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
5556,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
5557,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
5558,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
5559,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
5560,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
5561,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
5562,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
5563,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
5564,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
5565,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
5566,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
5567,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
5568,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
5569,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
5570,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
5571,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
5572,Forest,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
5573,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
5574,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
5575,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
5576,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5577,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5578,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5579,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5580,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5581,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5582,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5583,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
5584,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
5585,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
5586,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5587,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5588,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5589,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
5590,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5591,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
5592,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
5593,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
5594,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Bareland
5595,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5596,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
5597,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
5598,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
5599,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
5600,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
5601,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
5602,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
5603,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
5604,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
5605,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
5606,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
5607,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
5608,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5609,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5610,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5611,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
5612,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
5613,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
5614,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5615,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5616,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5617,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
5618,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
5619,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5620,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
5621,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
5622,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
5623,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
5624,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
5625,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
5626,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
5627,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
5628,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
5629,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
5630,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
5631,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
5632,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
5633,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
5634,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
5635,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
5636,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
5637,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
5638,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
5639,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
5640,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
5641,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5642,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
5643,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5644,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5645,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5646,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5647,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
5648,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5649,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
5650,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
5651,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
5652,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
5653,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
5654,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
5655,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
5656,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
5657,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
5658,Forest,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
5659,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
5660,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
5661,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
5662,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
5663,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
5664,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
5665,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
5666,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
5667,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
5668,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
5669,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5670,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
5671,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
5672,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
5673,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
5674,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
5675,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
5676,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
5677,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5678,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
5679,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
5680,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
5681,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
5682,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
5683,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
5684,Forest,Water,Water,NULL,Water,NULL,NULL,Water
5685,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
5686,Forest,Water,Water,NULL,Water,NULL,Grassland,Water
5687,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
5688,Forest,Water,Water,NULL,Water,NULL,Water,Water
5689,Forest,Water,Water,NULL,Water,NULL,Water,Forest
5690,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
5691,Forest,Water,Water,NULL,Water,Grassland,Grassland,NULL
5692,Forest,Water,Water,NULL,Water,Grassland,Grassland,Grassland
5693,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
5694,Forest,Water,Water,NULL,Water,Grassland,Water,Water
5695,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
5696,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
5697,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
5698,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
5699,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
5700,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
5701,Forest,Water,Water,NULL,Water,Water,Water,Forest
5702,Forest,Water,Water,NULL,Water,Water,Forest,Forest
5703,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
5704,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
5705,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
5706,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
5707,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
5708,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
5709,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
5710,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
5711,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
5712,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
5713,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
5714,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
5715,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
5716,Forest,Water,Water,Water,Water,NULL,NULL,Water
5717,Forest,Water,Water,Water,Water,NULL,NULL,Forest
5718,Forest,Water,Water,Water,Water,NULL,Grassland,Forest
5719,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
5720,Forest,Water,Water,Water,Water,NULL,Water,Water
5721,Forest,Water,Water,Water,Water,NULL,Water,Forest
5722,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
5723,Forest,Water,Water,Water,Water,Grassland,Water,Bareland
5724,Forest,Water,Water,Water,Water,Grassland,Water,Forest
5725,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
5726,Forest,Water,Water,Water,Water,Wetland,Water,Forest
5727,Forest,Water,Water,Water,Water,Water,Grassland,Forest
5728,Forest,Water,Water,Water,Water,Water,Wetland,Water
5729,Forest,Water,Water,Water,Water,Water,Water,Grassland
5730,Forest,Water,Water,Water,Water,Water,Water,Bareland
5731,Forest,Water,Water,Water,Water,Water,Water,Forest
5732,Forest,Water,Water,Water,Water,Forest,Water,Water
5733,Forest,Water,Water,Water,Water,Forest,Water,Forest
5734,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5735,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5736,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
5737,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
5738,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5739,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5740,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5741,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5742,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5743,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
5744,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5745,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5746,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5747,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5748,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5749,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5750,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5751,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5752,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5753,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
5754,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5755,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
5756,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
5757,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5758,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5759,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
5760,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5761,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5762,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
5763,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5764,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
5765,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5766,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
5767,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
5768,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5769,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
5770,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5771,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
5772,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
5773,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
5774,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
5775,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5776,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5777,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5778,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
5779,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
5780,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5781,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
5782,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5783,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5784,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
5785,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
5786,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5787,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
5788,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5789,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
5790,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
5791,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5792,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
5793,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5794,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5795,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
5796,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Bareland
5797,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
5798,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5799,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
5800,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
5801,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
5802,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5803,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
5804,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
5805,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
5806,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
5807,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
5808,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
5809,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
5810,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
5811,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
5812,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
5813,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
5814,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
5815,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
5816,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
5817,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
5818,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
5819,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
5820,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
5821,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
5822,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Bareland
5823,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
5824,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
5825,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
5826,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
5827,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
5828,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5829,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5830,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5831,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5832,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5833,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5834,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5835,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5836,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5837,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5838,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5839,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5840,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5841,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5842,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5843,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5844,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5845,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5846,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5847,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5848,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5849,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5850,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5851,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5852,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
5853,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5854,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5855,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5856,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5857,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5858,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5859,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
5860,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5861,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5862,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5863,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
5864,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5865,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5866,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5867,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5868,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5869,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5870,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5871,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5872,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5873,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5874,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5875,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5876,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5877,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5878,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5879,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
