Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNA_M_R
6503,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
6504,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
6505,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
6506,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Water
6507,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
6508,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
6509,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
6510,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
6511,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
6512,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Wetland
6513,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6514,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6515,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
6516,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
6517,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
6518,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
6519,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6520,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6521,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6522,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6523,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6524,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6525,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6526,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6527,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6528,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6529,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6530,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6531,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
6532,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6533,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
6534,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
6535,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
6536,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
6537,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6538,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
6539,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
6540,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
6541,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
6542,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
6543,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
6544,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6545,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
6546,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6547,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
6548,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
6549,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6550,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6551,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6552,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6553,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
6554,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6555,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6556,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6557,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
6558,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
6559,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
6560,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
6561,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6562,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
6563,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
6564,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
6565,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
6566,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
6567,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
6568,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
6569,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
6570,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
6571,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
6572,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
6573,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
6574,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
6575,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
6576,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
6577,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
6578,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
6579,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
6580,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
6581,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6582,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6583,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6584,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6585,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
6586,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6587,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6588,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6589,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6590,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6591,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6592,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
6593,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
6594,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6595,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6596,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
6597,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6598,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6599,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6600,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6601,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
6602,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
6603,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
6604,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
6605,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
6606,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
6607,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
6608,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
6609,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
6610,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
6611,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
6612,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
6613,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
6614,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
6615,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
6616,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
6617,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6618,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6619,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
6620,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6621,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6622,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
6623,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6624,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
6625,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
6626,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
6627,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
6628,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
6629,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6630,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6631,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6632,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
6633,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6634,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6635,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
6636,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
6637,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6638,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
6639,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
6640,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
6641,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
6642,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
6643,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
6644,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
6645,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
6646,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
6647,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
6648,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
6649,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6650,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
6651,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
6652,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
6653,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
6654,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
6655,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
6656,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
6657,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
6658,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
6659,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
6660,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
6661,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
6662,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
6663,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
6664,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
6665,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
6666,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
6667,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
6668,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
6669,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
6670,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
6671,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Grassland
6672,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
6673,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
6674,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
6675,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6676,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
6677,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
6678,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
6679,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
6680,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6681,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6682,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
6683,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
6684,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
6685,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
6686,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
6687,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6688,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
6689,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
6690,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6691,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6692,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
6693,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
6694,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
6695,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
6696,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
6697,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6698,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6699,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
6700,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6701,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
6702,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6703,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6704,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
6705,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6706,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
6707,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
6708,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Water
6709,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
6710,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
6711,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6712,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
6713,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6714,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6715,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
6716,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6717,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
6718,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
6719,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
6720,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
6721,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
6722,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Wetland
6723,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
6724,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
6725,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
6726,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
6727,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
6728,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
6729,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
6730,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
6731,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
6732,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Wetland
6733,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
6734,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
6735,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
6736,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Wetland
6737,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
6738,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
6739,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
6740,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
6741,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
6742,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
6743,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
6744,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
6745,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
6746,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
6747,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Wetland
6748,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
6749,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6750,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6751,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
6752,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
6753,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
6754,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
6755,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
6756,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
6757,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
6758,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Wetland
6759,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
6760,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
6761,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
6762,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
6763,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Grassland
6764,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Wetland
6765,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
6766,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
6767,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
6768,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
6769,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
6770,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
6771,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
6772,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
6773,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
6774,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Wetland
6775,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
6776,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
6777,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
6778,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
6779,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Grassland
6780,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
6781,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
6782,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
6783,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
6784,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Forest
6785,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
6786,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
6787,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
6788,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
6789,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
6790,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
6791,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
6792,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
6793,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
6794,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
6795,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
6796,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6797,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
6798,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6799,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
6800,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
6801,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
6802,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
6803,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
6804,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6805,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
6806,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
6807,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6808,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6809,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
6810,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6811,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6812,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
6813,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
6814,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Water
6815,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
6816,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
6817,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
6818,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6819,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
6820,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
6821,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
6822,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
6823,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
6824,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
6825,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Grassland
6826,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
6827,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
6828,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
6829,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
6830,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
6831,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
6832,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
6833,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
6834,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
6835,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
