Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCF_M_R
3517,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3518,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
3519,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3520,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
3521,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
3522,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
3523,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
3524,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
3525,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3526,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
3527,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3528,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3529,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
3530,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3531,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3532,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3533,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3534,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
3535,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3536,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
3537,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
3538,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3539,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
3540,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3541,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland,Forest
3542,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3543,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3544,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
3545,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
3546,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3547,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3548,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
3549,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
3550,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
3551,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
3552,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
3553,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
3554,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3555,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
3556,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
3557,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Bareland
3558,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3559,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3560,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3561,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3562,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3563,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3564,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
3565,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3566,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
3567,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3568,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
3569,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
3570,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3571,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3572,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3573,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3574,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3575,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3576,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3577,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3578,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3579,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3580,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
3581,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3582,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3583,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3584,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
3585,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3586,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3587,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3588,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3589,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
3590,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Bareland
3591,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3592,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3593,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
3594,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
3595,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3596,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3597,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3598,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3599,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3600,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3601,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3602,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3603,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3604,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
3605,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3606,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
3607,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3608,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3609,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3610,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
3611,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3612,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3613,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3614,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3615,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
3616,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3617,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3618,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3619,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3620,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
3621,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3622,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3623,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3624,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3625,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
3626,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3627,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3628,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3629,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3630,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3631,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3632,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3633,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3634,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3635,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3636,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3637,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3638,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3639,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
3640,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3641,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3642,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3643,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3644,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3645,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
3646,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3647,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3648,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3649,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3650,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3651,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3652,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3653,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
3654,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
3655,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3656,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3657,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3658,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
3659,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3660,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3661,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3662,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
3663,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3664,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3665,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
3666,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
3667,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3668,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
3669,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
3670,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3671,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3672,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3673,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
3674,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
3675,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
3676,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3677,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3678,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3679,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3680,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3681,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3682,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3683,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3684,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3685,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
3686,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
3687,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3688,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3689,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3690,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3691,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3692,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3693,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3694,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
3695,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
3696,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3697,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3698,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
3699,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3700,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
3701,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
3702,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3703,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
3704,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3705,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3706,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3707,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3708,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3709,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
3710,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
3711,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3712,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
3713,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3714,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3715,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3716,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3717,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
3718,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3719,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
3720,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3721,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
3722,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3723,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3724,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3725,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
3726,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3727,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3728,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3729,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3730,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3731,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3732,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
3733,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
3734,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3735,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3736,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3737,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3738,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3739,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3740,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3741,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
3742,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
3743,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
3744,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
3745,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
3746,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
3747,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3748,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
3749,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3750,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3751,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3752,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
3753,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3754,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
3755,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3756,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3757,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3758,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3759,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3760,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3761,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3762,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3763,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3764,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
3765,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3766,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3767,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3768,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3769,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3770,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3771,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3772,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3773,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Bareland
3774,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
3775,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
3776,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3777,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3778,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3779,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3780,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3781,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3782,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3783,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3784,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3785,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3786,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3787,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3788,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3789,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
3790,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3791,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
3792,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3793,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3794,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
3795,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3796,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3797,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
3798,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3799,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3800,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
3801,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
3802,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
3803,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
3804,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3805,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3806,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3807,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3808,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3809,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3810,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
3811,Forest,Forest,Wetland,NULL,Wetland,Cropland,Forest,Grassland
3812,Forest,Forest,Wetland,NULL,Wetland,Cropland,Forest,Forest
3813,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3814,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3815,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3816,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3817,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3818,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3819,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
3820,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3821,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
3822,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3823,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
3824,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3825,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3826,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3827,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3828,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3829,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3830,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Water
3831,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
