Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUA_M_R
3012,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3013,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
3014,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
3015,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
3016,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
3017,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
3018,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
3019,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
3020,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
3021,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
3022,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
3023,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3024,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
3025,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3026,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
3027,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
3028,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
3029,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
3030,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
3031,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3032,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
3033,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3034,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3035,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3036,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
3037,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
3038,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3039,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3040,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3041,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3042,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
3043,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
3044,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
3045,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
3046,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
3047,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
3048,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
3049,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
3050,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
3051,Forest,Water,Wetland,Water,Wetland,Water,NULL,Wetland
3052,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
3053,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
3054,Forest,Water,Wetland,Water,Wetland,Forest,Grassland,Wetland
3055,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3056,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
3057,Forest,Water,Water,NULL,Water,NULL,NULL,Water
3058,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
3059,Forest,Water,Water,NULL,Water,Water,Grassland,Wetland
3060,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
3061,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
3062,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Wetland
3063,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
3064,Forest,Water,Water,Water,Water,NULL,NULL,Water
3065,Forest,Water,Water,Water,Water,NULL,NULL,Forest
3066,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
3067,Forest,Water,Water,Water,Water,Wetland,Grassland,Wetland
3068,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
3069,Forest,Water,Water,Water,Water,Water,NULL,Wetland
3070,Forest,Water,Water,Water,Water,Water,Grassland,Wetland
3071,Forest,Water,Water,Water,Water,Water,Grassland,Water
3072,Forest,Water,Water,Water,Water,Water,Wetland,Water
3073,Forest,Water,Water,Water,Water,Water,Water,Wetland
3074,Forest,Water,Water,Water,Water,Water,Water,Water
3075,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
3076,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3077,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3078,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
3079,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3080,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3081,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3082,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3083,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3084,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3085,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3086,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
3087,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3088,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3089,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3090,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3091,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3092,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
3093,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3094,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
3095,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3096,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
3097,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3098,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3099,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3100,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
3101,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3102,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
3103,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3104,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
3105,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
3106,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3107,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
3108,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3109,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
3110,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3111,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
3112,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3113,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3114,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3115,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
3116,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
3117,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
3118,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3119,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3120,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3121,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
3122,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
3123,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3124,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3125,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3126,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3127,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3128,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
3129,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3130,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3131,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3132,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3133,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3134,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3135,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3136,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
3137,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3138,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
3139,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3140,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
3141,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3142,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3143,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3144,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3145,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3146,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3147,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
3148,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
3149,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3150,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
3151,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3152,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3153,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3154,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3155,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
3156,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
3157,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
3158,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3159,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
3160,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3161,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
3162,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3163,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
3164,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3165,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3166,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3167,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3168,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
3169,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
3170,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3171,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3172,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3173,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
3174,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
3175,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3176,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3177,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3178,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3179,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3180,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3181,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3182,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3183,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3184,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3185,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3186,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3187,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3188,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
3189,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3190,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
3191,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3192,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
3193,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3194,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3195,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3196,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3197,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3198,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
3199,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3200,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3201,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3202,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3203,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3204,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3205,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
3206,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3207,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
3208,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3209,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
3210,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3211,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3212,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3213,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3214,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
3215,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3216,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3217,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3218,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3219,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
3220,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3221,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
3222,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3223,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
3224,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3225,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
3226,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3227,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3228,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3229,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
3230,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
3231,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3232,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3233,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3234,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3235,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
3236,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
3237,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
3238,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
3239,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
3240,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3241,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
3242,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
3243,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
3244,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
3245,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
3246,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
3247,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
3248,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
3249,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
3250,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Wetland
3251,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
3252,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
3253,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
3254,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3255,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
3256,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3257,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
3258,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
3259,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
3260,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
3261,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
3262,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
3263,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
3264,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3265,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3266,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3267,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3268,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3269,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
3270,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
3271,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Wetland
3272,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Water
3273,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
3274,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
3275,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
3276,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
3277,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Wetland
3278,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
3279,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
3280,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
3281,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Wetland
3282,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
3283,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
3284,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
3285,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
3286,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3287,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
3288,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3289,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
3290,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
3291,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
3292,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
3293,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
3294,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
3295,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
3296,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
3297,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
3298,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
3299,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3300,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
3301,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
3302,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3303,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3304,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3305,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3306,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3307,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3308,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Wetland
3309,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3310,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3311,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3312,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
3313,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
3314,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
3315,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
3316,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
3317,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3318,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
3319,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
3320,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
3321,Forest,Forest,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
3322,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Wetland
3323,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Wetland
3324,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Wetland
3325,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
3326,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Wetland
3327,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Water
3328,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Wetland
3329,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Wetland
3330,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3331,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3332,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
3333,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
3334,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
3335,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
3336,Forest,Forest,Water,NULL,Water,Shrubland,NULL,Forest
3337,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Wetland
3338,Forest,Forest,Water,NULL,Water,Grassland,NULL,Wetland
3339,Forest,Forest,Water,NULL,Water,Grassland,NULL,Forest
3340,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Wetland
3341,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
3342,Forest,Forest,Water,NULL,Water,Wetland,NULL,Wetland
3343,Forest,Forest,Water,NULL,Water,Wetland,NULL,Forest
3344,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Wetland
3345,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
3346,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
3347,Forest,Forest,Water,NULL,Water,Forest,Grassland,Wetland
3348,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
3349,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
3350,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
3351,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
3352,Forest,Forest,Water,Non_Water,Water,Grassland,NULL,Wetland
3353,Forest,Forest,Water,Non_Water,Water,Grassland,Grassland,Wetland
3354,Forest,Forest,Water,Non_Water,Water,Grassland,Grassland,Forest
3355,Forest,Forest,Water,Non_Water,Water,Wetland,NULL,Wetland
