Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MER_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MER_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MER_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MER_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MER_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MER_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MER_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MER_M_R
4393,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
4394,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
4395,Forest,Water,Water,Water,Water,Bareland,Bareland,Grassland
4396,Forest,Water,Water,Water,Water,Bareland,Bareland,Bareland
4397,Forest,Water,Water,Water,Water,Bareland,Bareland,Water
4398,Forest,Water,Water,Water,Water,Bareland,Bareland,Forest
4399,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
4400,Forest,Water,Water,Water,Water,Bareland,Water,Water
4401,Forest,Water,Water,Water,Water,Bareland,Water,Forest
4402,Forest,Water,Water,Water,Water,Bareland,Forest,Water
4403,Forest,Water,Water,Water,Water,Bareland,Forest,Forest
4404,Forest,Water,Water,Water,Water,Water,Grassland,Grassland
4405,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
4406,Forest,Water,Water,Water,Water,Water,Wetland,Water
4407,Forest,Water,Water,Water,Water,Water,Wetland,Forest
4408,Forest,Water,Water,Water,Water,Water,Bareland,Grassland
4409,Forest,Water,Water,Water,Water,Water,Bareland,Bareland
4410,Forest,Water,Water,Water,Water,Water,Bareland,Water
4411,Forest,Water,Water,Water,Water,Water,Bareland,Forest
4412,Forest,Water,Water,Water,Water,Water,Water,Grassland
4413,Forest,Water,Water,Water,Water,Water,Water,Bareland
4414,Forest,Water,Water,Water,Water,Water,Water,Water
4415,Forest,Water,Water,Water,Water,Water,Water,Forest
4416,Forest,Water,Water,Water,Water,Water,Forest,Water
4417,Forest,Water,Water,Water,Water,Water,Forest,Forest
4418,Forest,Water,Water,Water,Water,Forest,Wetland,Water
4419,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
4420,Forest,Water,Water,Water,Water,Forest,Bareland,Water
4421,Forest,Water,Water,Water,Water,Forest,Bareland,Forest
4422,Forest,Water,Water,Water,Water,Forest,Water,Water
4423,Forest,Water,Water,Water,Water,Forest,Water,Forest
4424,Forest,Water,Water,Water,Water,Forest,Forest,Water
4425,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4426,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4427,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
4428,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
4429,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Water
4430,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4431,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
4432,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4433,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
4434,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4435,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4436,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4437,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4438,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4439,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4440,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
4441,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
4442,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4443,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4444,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4445,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
4446,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4447,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4448,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
4449,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
4450,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4451,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
4452,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
4453,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
4454,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
4455,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4456,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4457,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4458,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4459,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
4460,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
4461,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
4462,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
4463,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
4464,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4465,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4466,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
4467,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4468,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4469,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
4470,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4471,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Water
4472,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4473,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
4474,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4475,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
4476,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4477,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
4478,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4479,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
4480,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
4481,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4482,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
4483,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
4484,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4485,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4486,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
4487,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4488,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
4489,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
4490,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4491,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4492,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Grassland
4493,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
4494,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
4495,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4496,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4497,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
4498,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
4499,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
4500,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4501,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
4502,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
4503,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4504,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
4505,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
4506,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
4507,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4508,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland,Water
4509,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland,Forest
4510,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
4511,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
4512,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
4513,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
4514,Forest,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
4515,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4516,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
4517,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
4518,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
4519,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
4520,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
4521,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
4522,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
4523,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
4524,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
4525,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
4526,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
4527,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4528,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4529,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4530,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Grassland
4531,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
4532,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
4533,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
4534,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
4535,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4536,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
4537,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
4538,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
4539,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
4540,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
4541,Forest,Water,Forest,Water,Non_Wetland,Forest,Bareland,Water
4542,Forest,Water,Forest,Water,Non_Wetland,Forest,Bareland,Forest
4543,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
4544,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
4545,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
4546,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
4547,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4548,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
4549,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4550,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4551,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4552,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4553,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Water
4554,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4555,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
4556,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
4557,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
4558,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
4559,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4560,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4561,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4562,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4563,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
4564,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4565,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4566,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Water
4567,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4568,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4569,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4570,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4571,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
4572,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4573,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4574,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4575,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4576,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
4577,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
4578,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4579,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4580,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4581,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4582,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
4583,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4584,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4585,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4586,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
4587,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4588,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4589,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4590,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Water
4591,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4592,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4593,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
4594,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
4595,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4596,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
4597,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Water
4598,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
4599,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
4600,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
4601,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
4602,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
4603,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
4604,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4605,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
4606,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
4607,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4608,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Bareland
4609,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Water
4610,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4611,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
4612,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
4613,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
4614,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4615,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
4616,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4617,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4618,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4619,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
4620,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Water
4621,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4622,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
4623,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4624,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
4625,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
4626,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
4627,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4628,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4629,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
4630,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4631,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4632,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4633,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4634,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
4635,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
4636,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
4637,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
4638,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4639,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
4640,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
4641,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4642,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
4643,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4644,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
4645,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
4646,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4647,Forest,Forest,NULL,Water,Non_Wetland,NULL,Bareland,Forest
4648,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Water
4649,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
4650,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Water
4651,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
4652,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
4653,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
4654,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
4655,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Water
4656,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
4657,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
4658,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Water
4659,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
4660,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
4661,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
4662,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
4663,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
4664,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
4665,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
4666,Forest,Forest,NULL,Water,Non_Wetland,Water,Bareland,Grassland
4667,Forest,Forest,NULL,Water,Non_Wetland,Water,Bareland,Water
4668,Forest,Forest,NULL,Water,Non_Wetland,Water,Bareland,Forest
4669,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
4670,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Water
4671,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
4672,Forest,Forest,NULL,Water,Non_Wetland,Forest,Bareland,Forest
4673,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
4674,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4675,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4676,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4677,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
4678,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
4679,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4680,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
4681,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4682,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4683,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4684,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4685,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4686,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4687,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4688,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4689,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4690,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4691,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
4692,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
4693,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
4694,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4695,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4696,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4697,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
4698,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4699,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4700,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4701,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4702,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
4703,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4704,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4705,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4706,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4707,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4708,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
4709,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4710,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
4711,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
4712,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
4713,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4714,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4715,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4716,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
4717,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4718,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
4719,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
4720,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
4721,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
