Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDV_M_R
2435,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2436,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2437,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
2438,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
2439,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2440,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
2441,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
2442,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2443,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Water
2444,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
2445,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
2446,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2447,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2448,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
2449,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2450,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
2451,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Bareland
2452,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
2453,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2454,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
2455,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
2456,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
2457,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
2458,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2459,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2460,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2461,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2462,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2463,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2464,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2465,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2466,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2467,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
2468,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2469,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2470,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2471,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2472,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
2473,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2474,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2475,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2476,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
2477,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
2478,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2479,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2480,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2481,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
2482,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2483,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2484,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
2485,Forest,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Forest
2486,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2487,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
2488,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
2489,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2490,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2491,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2492,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2493,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
2494,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
2495,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
2496,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
2497,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
2498,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
2499,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
2500,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
2501,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Wetland,Forest
2502,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2503,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2504,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2505,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2506,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2507,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2508,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2509,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
2510,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2511,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2512,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2513,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2514,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2515,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2516,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2517,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2518,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2519,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2520,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2521,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2522,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2523,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
2524,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
2525,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
2526,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2527,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2528,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2529,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2530,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
2531,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2532,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2533,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2534,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
2535,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
2536,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2537,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2538,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2539,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2540,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2541,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
2542,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Water
2543,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2544,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
2545,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
2546,Forest,Forest,Bareland,Water,Non_Wetland,Water,Bareland,Forest
2547,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
2548,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
2549,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
2550,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
2551,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2552,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
2553,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2554,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2555,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2556,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2557,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2558,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2559,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2560,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2561,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2562,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
2563,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2564,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2565,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Bareland
2566,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2567,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
2568,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
2569,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2570,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Forest,Forest
2571,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
2572,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
2573,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
2574,Forest,Forest,Water,NULL,Water,NULL,Water,Water
2575,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
2576,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
2577,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
2578,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Bareland
2579,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
2580,Forest,Forest,Water,NULL,Water,Grassland,Bareland,Grassland
2581,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
2582,Forest,Forest,Water,NULL,Water,Grassland,Forest,Grassland
2583,Forest,Forest,Water,NULL,Water,Grassland,Forest,Bareland
2584,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
2585,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
2586,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2587,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
2588,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
2589,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Grassland
2590,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Forest
2591,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
2592,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
2593,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
2594,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
2595,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
2596,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
2597,Forest,Forest,Water,NULL,Water,Water,Bareland,Water
2598,Forest,Forest,Water,NULL,Water,Water,Water,Water
2599,Forest,Forest,Water,NULL,Water,Water,Water,Forest
2600,Forest,Forest,Water,NULL,Water,Water,Forest,Grassland
2601,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
2602,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
2603,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
2604,Forest,Forest,Water,NULL,Water,Forest,Water,Water
2605,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
2606,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
2607,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
2608,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
2609,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
2610,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
2611,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
2612,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
2613,Forest,Forest,Water,Non_Water,Water,Bareland,Shrubland,Forest
2614,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
2615,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
2616,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
2617,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
2618,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Grassland
2619,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
2620,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
2621,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
2622,Forest,Forest,Water,Water,Water,NULL,Water,Water
2623,Forest,Forest,Water,Water,Water,NULL,Water,Forest
2624,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
2625,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
2626,Forest,Forest,Water,Water,Water,Grassland,Bareland,Water
2627,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
2628,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
2629,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
2630,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
2631,Forest,Forest,Water,Water,Water,Bareland,Wetland,Forest
2632,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
2633,Forest,Forest,Water,Water,Water,Water,Grassland,Forest
2634,Forest,Forest,Water,Water,Water,Water,Wetland,Water
2635,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
2636,Forest,Forest,Water,Water,Water,Water,Bareland,Bareland
2637,Forest,Forest,Water,Water,Water,Water,Bareland,Forest
2638,Forest,Forest,Water,Water,Water,Water,Water,Water
2639,Forest,Forest,Water,Water,Water,Water,Water,Forest
2640,Forest,Forest,Water,Water,Water,Water,Forest,Forest
2641,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
2642,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
2643,Forest,Forest,Water,Water,Water,Forest,Water,Water
2644,Forest,Forest,Water,Water,Water,Forest,Water,Forest
2645,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
2646,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2647,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2648,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2649,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2650,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2651,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2652,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2653,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2654,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
2655,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2656,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2657,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2658,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2659,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2660,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2661,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2662,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2663,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2664,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2665,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
2666,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2667,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2668,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2669,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2670,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2671,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2672,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2673,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2674,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2675,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2676,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2677,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2678,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2679,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
2680,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2681,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2682,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2683,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Water
2684,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2685,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2686,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
2687,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2688,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2689,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2690,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2691,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2692,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2693,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2694,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2695,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2696,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2697,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2698,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
2699,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2700,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2701,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2702,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2703,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2704,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2705,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2706,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2707,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2708,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2709,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2710,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2711,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2712,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2713,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2714,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2715,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2716,Forest,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
2717,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2718,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2719,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Water
2720,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2721,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
2722,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2723,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
2724,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Water
2725,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2726,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
2727,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2728,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2729,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Bareland
2730,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
2731,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2732,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2733,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2734,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2735,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2736,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2737,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2738,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2739,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2740,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2741,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
2742,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2743,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
2744,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2745,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2746,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2747,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2748,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2749,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2750,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2751,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2752,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2753,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2754,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2755,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2756,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2757,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
2758,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2759,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
2760,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
2761,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Bareland
2762,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2763,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Bareland,Bareland
2764,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Bareland,Water
2765,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
2766,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
2767,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Bareland
2768,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
2769,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2770,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
2771,Forest,Forest,Forest,Water,Non_Wetland,Water,Grassland,Bareland
2772,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
2773,Forest,Forest,Forest,Water,Non_Wetland,Water,Bareland,Bareland
2774,Forest,Forest,Forest,Water,Non_Wetland,Water,Bareland,Forest
2775,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
2776,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
