Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLC_M_R
2629,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2630,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2631,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2632,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2633,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2634,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2635,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2636,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2637,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2638,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2639,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2640,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2641,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2642,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2643,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2644,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2645,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2646,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2647,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2648,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2649,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2650,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2651,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2652,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2653,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2654,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2655,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2656,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2657,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2658,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2659,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2660,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2661,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2662,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2663,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2664,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
2665,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2666,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
2667,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2668,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
2669,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2670,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2671,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2672,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2673,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2674,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2675,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2676,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2677,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2678,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2679,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2680,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
2681,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
2682,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2683,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2684,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2685,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2686,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
2687,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2688,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2689,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2690,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2691,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2692,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
2693,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2694,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2695,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2696,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2697,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2698,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
2699,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2700,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2701,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2702,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
2703,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2704,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2705,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2706,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2707,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2708,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2709,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2710,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2711,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2712,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
2713,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2714,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2715,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2716,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2717,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2718,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2719,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
2720,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2721,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2722,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
2723,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
2724,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2725,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2726,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
2727,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2728,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2729,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
2730,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
2731,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
2732,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2733,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2734,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2735,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2736,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2737,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2738,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2739,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2740,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2741,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
2742,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2743,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2744,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2745,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2746,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2747,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2748,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2749,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2750,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2751,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2752,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2753,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2754,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2755,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2756,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2757,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2758,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
2759,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2760,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
2761,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2762,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2763,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2764,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
2765,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2766,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
2767,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
2768,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2769,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2770,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
2771,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2772,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2773,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2774,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
2775,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
2776,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2777,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
2778,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
2779,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2780,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2781,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2782,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
2783,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2784,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2785,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
2786,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2787,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
2788,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
2789,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
2790,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2791,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
2792,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
2793,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
2794,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2795,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2796,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
2797,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
2798,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
2799,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
2800,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
2801,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
2802,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
2803,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
2804,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
2805,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2806,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
2807,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2808,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2809,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2810,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2811,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2812,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2813,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2814,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
2815,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2816,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2817,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2818,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2819,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2820,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2821,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2822,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2823,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2824,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
2825,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2826,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
2827,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2828,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2829,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2830,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2831,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2832,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2833,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2834,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
2835,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2836,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2837,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2838,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2839,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2840,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2841,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2842,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2843,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2844,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
2845,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2846,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
2847,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Water
2848,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2849,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2850,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2851,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2852,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2853,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2854,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
2855,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2856,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Wetland
2857,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2858,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2859,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2860,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
2861,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
2862,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2863,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2864,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
2865,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2866,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2867,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
2868,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
2869,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
2870,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
2871,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
2872,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
2873,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
2874,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2875,Forest,Forest,Water,NULL,Water,Wetland,Water,Grassland
2876,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
2877,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
2878,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
2879,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
2880,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
2881,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
2882,Forest,Forest,Water,NULL,Water,Water,Water,Water
2883,Forest,Forest,Water,NULL,Water,Water,Water,Forest
2884,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
2885,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
2886,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Grassland
2887,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
2888,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
2889,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
2890,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
2891,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
2892,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
2893,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
2894,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
2895,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
2896,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
2897,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
2898,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
2899,Forest,Forest,Water,Non_Water,Water,Water,Forest,Grassland
2900,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
2901,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
2902,Forest,Forest,Water,Water,Water,NULL,Water,Grassland
2903,Forest,Forest,Water,Water,Water,NULL,Water,Forest
2904,Forest,Forest,Water,Water,Water,Wetland,Grassland,Forest
2905,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
2906,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
2907,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
2908,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
2909,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
2910,Forest,Forest,Water,Water,Water,Wetland,Water,Wetland
2911,Forest,Forest,Water,Water,Water,Wetland,Water,Water
2912,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
2913,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
2914,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
2915,Forest,Forest,Water,Water,Water,Water,Wetland,Wetland
2916,Forest,Forest,Water,Water,Water,Water,Wetland,Water
2917,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
2918,Forest,Forest,Water,Water,Water,Water,Water,Grassland
2919,Forest,Forest,Water,Water,Water,Water,Water,Wetland
2920,Forest,Forest,Water,Water,Water,Water,Water,Water
2921,Forest,Forest,Water,Water,Water,Water,Water,Forest
2922,Forest,Forest,Water,Water,Water,Water,Forest,Forest
2923,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
2924,Forest,Forest,Water,Water,Water,Forest,Water,Forest
2925,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2926,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2927,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2928,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2929,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2930,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2931,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2932,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
2933,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2934,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2935,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2936,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2937,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2938,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2939,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2940,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2941,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2942,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2943,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2944,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2945,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2946,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2947,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2948,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2949,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2950,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2951,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2952,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2953,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2954,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2955,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
2956,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2957,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2958,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2959,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
