Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NXJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NXJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NXJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NXJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NXJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NXJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NXJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NXJ_M_R
2978,Forest,Cropland,Water,Water,Water,NULL,NULL,Bareland
2979,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
2980,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
2981,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2982,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2983,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2984,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2985,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2986,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2987,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2988,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2989,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2990,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2991,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2992,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2993,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2994,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2995,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2996,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2997,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2998,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2999,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
3000,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
3001,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3002,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3003,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3004,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3005,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3006,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3007,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3008,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3009,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3010,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3011,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
3012,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3013,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3014,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3015,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3016,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3017,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3018,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3019,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3020,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3021,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
3022,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3023,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3024,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3025,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
3026,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3027,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
3028,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3029,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
3030,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
3031,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
3032,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3033,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3034,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3035,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3036,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
3037,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3038,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
3039,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
3040,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
3041,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
3042,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
3043,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3044,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
3045,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
3046,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
3047,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
3048,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
3049,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
3050,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
3051,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
3052,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
3053,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
3054,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
3055,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
3056,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
3057,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3058,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3059,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3060,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3061,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3062,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3063,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3064,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3065,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3066,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3067,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
3068,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
3069,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3070,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3071,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3072,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3073,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3074,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3075,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
3076,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3077,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3078,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3079,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3080,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3081,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3082,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3083,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3084,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3085,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3086,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3087,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3088,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3089,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3090,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3091,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3092,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3093,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
3094,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
3095,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3096,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3097,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
3098,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
3099,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
3100,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3101,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3102,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3103,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
3104,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3105,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
3106,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
3107,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
3108,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
3109,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
3110,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
3111,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3112,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3113,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3114,Forest,Bareland,Water,NULL,Water,NULL,NULL,Grassland
3115,Forest,Bareland,Water,NULL,Water,NULL,NULL,Bareland
3116,Forest,Bareland,Water,NULL,Water,NULL,NULL,Water
3117,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
3118,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
3119,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
3120,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
3121,Forest,Bareland,Water,Water,Water,NULL,NULL,Grassland
3122,Forest,Bareland,Water,Water,Water,NULL,NULL,Wetland
3123,Forest,Bareland,Water,Water,Water,NULL,NULL,Bareland
3124,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
3125,Forest,Bareland,Water,Water,Water,NULL,NULL,Forest
3126,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3127,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3128,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3129,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3130,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3131,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3132,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3133,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3134,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3135,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
3136,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
3137,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3138,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3139,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3140,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3141,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3142,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3143,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3144,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3145,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3146,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3147,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3148,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3149,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
3150,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
3151,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3152,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3153,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
3154,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
3155,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
3156,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3157,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3158,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3159,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3160,Forest,Built-up,Water,NULL,Water,NULL,NULL,Bareland
3161,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
3162,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
3163,Forest,Built-up,Water,Water,Water,NULL,NULL,Bareland
3164,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
3165,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3166,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3167,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3168,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3169,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3170,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3171,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3172,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
3173,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3174,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3175,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3176,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3177,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3178,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3179,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3180,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3181,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3182,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3183,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3184,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3185,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3186,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3187,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3188,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
3189,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3190,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3191,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3192,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3193,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3194,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3195,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3196,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3197,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3198,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3199,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3200,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3201,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3202,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3203,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
3204,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3205,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
3206,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3207,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3208,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3209,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3210,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3211,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3212,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3213,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3214,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
3215,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
3216,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
3217,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
3218,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
3219,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3220,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3221,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3222,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
3223,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3224,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
3225,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
3226,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
3227,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
3228,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
3229,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3230,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3231,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3232,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3233,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3234,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3235,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3236,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3237,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3238,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3239,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3240,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
3241,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
3242,Forest,Water,Water,NULL,Water,NULL,NULL,Cropland
3243,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
3244,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
3245,Forest,Water,Water,NULL,Water,NULL,NULL,Built-up
3246,Forest,Water,Water,NULL,Water,NULL,NULL,Water
3247,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
3248,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
3249,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
3250,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
3251,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
3252,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
3253,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
3254,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
3255,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
3256,Forest,Water,Water,Water,Water,NULL,NULL,Water
3257,Forest,Water,Water,Water,Water,NULL,NULL,Forest
3258,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3259,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3260,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3261,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
3262,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3263,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3264,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3265,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3266,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3267,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3268,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3269,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3270,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3271,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
3272,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
3273,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3274,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3275,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3276,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3277,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3278,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
3279,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3280,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3281,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3282,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3283,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3284,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3285,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
3286,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
3287,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3288,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3289,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3290,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3291,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3292,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3293,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3294,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3295,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
3296,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3297,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3298,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3299,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3300,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3301,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
3302,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3303,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
3304,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
3305,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3306,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3307,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3308,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3309,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3310,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3311,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3312,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3313,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3314,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3315,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3316,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
3317,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3318,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3319,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3320,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3321,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3322,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3323,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
