Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQB_M_R
18577,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
18578,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
18579,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
18580,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
18581,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
18582,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
18583,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Grassland
18584,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
18585,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
18586,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
18587,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
18588,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
18589,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
18590,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
18591,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
18592,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
18593,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
18594,Forest,Water,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
18595,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
18596,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
18597,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
18598,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
18599,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
18600,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
18601,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
18602,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
18603,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
18604,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
18605,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
18606,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
18607,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
18608,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Bareland,Water
18609,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Bareland,Forest
18610,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
18611,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
18612,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Bareland
18613,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
18614,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
18615,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
18616,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Water
18617,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
18618,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Forest
18619,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
18620,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
18621,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
18622,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
18623,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
18624,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
18625,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
18626,Forest,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
18627,Forest,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
18628,Forest,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
18629,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
18630,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
18631,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
18632,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
18633,Forest,Water,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
18634,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
18635,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
18636,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
18637,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
18638,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Grassland
18639,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Wetland
18640,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
18641,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
18642,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
18643,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
18644,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
18645,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
18646,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
18647,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
18648,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
18649,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
18650,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
18651,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
18652,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
18653,Forest,Water,Built-up,NULL,Non_Wetland,Cropland,Wetland,Forest
18654,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
18655,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
18656,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
18657,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
18658,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
18659,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
18660,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Wetland
18661,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
18662,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
18663,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
18664,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
18665,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
18666,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
18667,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
18668,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
18669,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
18670,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
18671,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
18672,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
18673,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
18674,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
18675,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
18676,Forest,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
18677,Forest,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
18678,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
18679,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
18680,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
18681,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
18682,Forest,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
18683,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
18684,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
18685,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
18686,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
18687,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
18688,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
18689,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
18690,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
18691,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
18692,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
18693,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Forest
18694,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
18695,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Grassland,Forest
18696,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
18697,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Wetland
18698,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
18699,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
18700,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
18701,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
18702,Forest,Water,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
18703,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
18704,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
18705,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
18706,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Water,Forest
18707,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
18708,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Grassland,Wetland
18709,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
18710,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
18711,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
18712,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
18713,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
18714,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
18715,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
18716,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
18717,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
18718,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Forest,Forest
18719,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
18720,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
18721,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Water,Forest
18722,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Forest,Grassland
18723,Forest,Water,Built-up,Water,Non_Wetland,Water,Grassland,Grassland
18724,Forest,Water,Built-up,Water,Non_Wetland,Water,Grassland,Wetland
18725,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
18726,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
18727,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
18728,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
18729,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Wetland
18730,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
18731,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
18732,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
18733,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
18734,Forest,Water,Water,NULL,Water,NULL,Water,Water
18735,Forest,Water,Water,NULL,Water,NULL,Water,Forest
18736,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
18737,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
18738,Forest,Water,Water,NULL,Water,Grassland,Bareland,Forest
18739,Forest,Water,Water,NULL,Water,Grassland,Water,Water
18740,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
18741,Forest,Water,Water,NULL,Water,Wetland,Grassland,Grassland
18742,Forest,Water,Water,NULL,Water,Wetland,Grassland,Water
18743,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
18744,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
18745,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
18746,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
18747,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
18748,Forest,Water,Water,NULL,Water,Wetland,Bareland,Grassland
18749,Forest,Water,Water,NULL,Water,Wetland,Bareland,Forest
18750,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
18751,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
18752,Forest,Water,Water,NULL,Water,Wetland,Water,Water
18753,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
18754,Forest,Water,Water,NULL,Water,Wetland,Forest,Grassland
18755,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
18756,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
18757,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
18758,Forest,Water,Water,NULL,Water,Water,Grassland,Grassland
18759,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
18760,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
18761,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
18762,Forest,Water,Water,NULL,Water,Water,Wetland,Water
18763,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
18764,Forest,Water,Water,NULL,Water,Water,Bareland,Forest
18765,Forest,Water,Water,NULL,Water,Water,Water,Grassland
18766,Forest,Water,Water,NULL,Water,Water,Water,Wetland
18767,Forest,Water,Water,NULL,Water,Water,Water,Water
18768,Forest,Water,Water,NULL,Water,Water,Water,Forest
18769,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
18770,Forest,Water,Water,NULL,Water,Water,Forest,Water
18771,Forest,Water,Water,NULL,Water,Water,Forest,Forest
18772,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
18773,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
18774,Forest,Water,Water,NULL,Water,Forest,Water,Water
18775,Forest,Water,Water,NULL,Water,Forest,Water,Forest
18776,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
18777,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
18778,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
18779,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
18780,Forest,Water,Water,Non_Water,Water,Grassland,Water,Wetland
18781,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
18782,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Grassland
18783,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
18784,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
18785,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
18786,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
18787,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
18788,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
18789,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
18790,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
18791,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
18792,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Water
18793,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
18794,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Grassland
18795,Forest,Water,Water,Non_Water,Water,Water,Grassland,Forest
18796,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
18797,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
18798,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
18799,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
18800,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
18801,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
18802,Forest,Water,Water,Non_Water,Water,Water,Water,Water
18803,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
18804,Forest,Water,Water,Non_Water,Water,Water,Forest,Grassland
18805,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
18806,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
18807,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
18808,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
18809,Forest,Water,Water,Water,Water,NULL,Grassland,Forest
18810,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
18811,Forest,Water,Water,Water,Water,NULL,Wetland,Water
18812,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
18813,Forest,Water,Water,Water,Water,NULL,Water,Grassland
18814,Forest,Water,Water,Water,Water,NULL,Water,Wetland
18815,Forest,Water,Water,Water,Water,NULL,Water,Water
18816,Forest,Water,Water,Water,Water,NULL,Water,Forest
18817,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
18818,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
18819,Forest,Water,Water,Water,Water,Grassland,Wetland,Wetland
18820,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
18821,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
18822,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
18823,Forest,Water,Water,Water,Water,Grassland,Water,Wetland
18824,Forest,Water,Water,Water,Water,Grassland,Water,Water
18825,Forest,Water,Water,Water,Water,Grassland,Water,Forest
18826,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
18827,Forest,Water,Water,Water,Water,Wetland,Grassland,Grassland
18828,Forest,Water,Water,Water,Water,Wetland,Grassland,Wetland
18829,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
18830,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
18831,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
18832,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
18833,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
18834,Forest,Water,Water,Water,Water,Wetland,Bareland,Grassland
18835,Forest,Water,Water,Water,Water,Wetland,Bareland,Water
18836,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
18837,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
18838,Forest,Water,Water,Water,Water,Wetland,Water,Water
18839,Forest,Water,Water,Water,Water,Wetland,Water,Forest
18840,Forest,Water,Water,Water,Water,Wetland,Forest,Grassland
18841,Forest,Water,Water,Water,Water,Wetland,Forest,Wetland
18842,Forest,Water,Water,Water,Water,Wetland,Forest,Water
18843,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
18844,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
18845,Forest,Water,Water,Water,Water,Bareland,Water,Forest
18846,Forest,Water,Water,Water,Water,Bareland,Forest,Forest
18847,Forest,Water,Water,Water,Water,Water,Grassland,Grassland
18848,Forest,Water,Water,Water,Water,Water,Grassland,Wetland
18849,Forest,Water,Water,Water,Water,Water,Grassland,Forest
18850,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
18851,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
18852,Forest,Water,Water,Water,Water,Water,Wetland,Water
18853,Forest,Water,Water,Water,Water,Water,Wetland,Forest
18854,Forest,Water,Water,Water,Water,Water,Bareland,Grassland
18855,Forest,Water,Water,Water,Water,Water,Water,Grassland
18856,Forest,Water,Water,Water,Water,Water,Water,Wetland
18857,Forest,Water,Water,Water,Water,Water,Water,Bareland
18858,Forest,Water,Water,Water,Water,Water,Water,Water
18859,Forest,Water,Water,Water,Water,Water,Water,Forest
18860,Forest,Water,Water,Water,Water,Water,Forest,Grassland
18861,Forest,Water,Water,Water,Water,Water,Forest,Wetland
18862,Forest,Water,Water,Water,Water,Water,Forest,Water
18863,Forest,Water,Water,Water,Water,Water,Forest,Forest
18864,Forest,Water,Water,Water,Water,Forest,Wetland,Water
18865,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
18866,Forest,Water,Water,Water,Water,Forest,Water,Water
18867,Forest,Water,Water,Water,Water,Forest,Water,Forest
18868,Forest,Water,Water,Water,Water,Forest,Forest,Forest
18869,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
18870,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
18871,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
18872,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
18873,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
18874,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
18875,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
18876,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
18877,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
18878,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
18879,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
18880,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
18881,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
18882,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
18883,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
18884,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
18885,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
18886,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
18887,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
18888,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
18889,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
18890,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
18891,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
18892,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
18893,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
18894,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
18895,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
18896,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
18897,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
18898,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Water,Forest
18899,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
18900,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
18901,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
