Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LER_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LER_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LER_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LER_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LER_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LER_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LER_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LER_M_R
10747,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
10748,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
10749,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
10750,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
10751,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
10752,Forest,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Forest
10753,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
10754,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
10755,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10756,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
10757,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
10758,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10759,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
10760,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
10761,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
10762,Forest,Water,Water,NULL,Water,NULL,Water,Water
10763,Forest,Water,Water,NULL,Water,NULL,Water,Forest
10764,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
10765,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
10766,Forest,Water,Water,NULL,Water,Shrubland,Grassland,Grassland
10767,Forest,Water,Water,NULL,Water,Shrubland,Grassland,Water
10768,Forest,Water,Water,NULL,Water,Shrubland,Grassland,Forest
10769,Forest,Water,Water,NULL,Water,Shrubland,Wetland,Forest
10770,Forest,Water,Water,NULL,Water,Shrubland,Water,Water
10771,Forest,Water,Water,NULL,Water,Shrubland,Water,Forest
10772,Forest,Water,Water,NULL,Water,Shrubland,Forest,Water
10773,Forest,Water,Water,NULL,Water,Shrubland,Forest,Forest
10774,Forest,Water,Water,NULL,Water,Grassland,Grassland,Grassland
10775,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
10776,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
10777,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
10778,Forest,Water,Water,NULL,Water,Wetland,Grassland,Grassland
10779,Forest,Water,Water,NULL,Water,Wetland,Grassland,Wetland
10780,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
10781,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
10782,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
10783,Forest,Water,Water,NULL,Water,Bareland,Grassland,Grassland
10784,Forest,Water,Water,NULL,Water,Bareland,Grassland,Forest
10785,Forest,Water,Water,NULL,Water,Bareland,Bareland,Bareland
10786,Forest,Water,Water,NULL,Water,Bareland,Bareland,Water
10787,Forest,Water,Water,NULL,Water,Bareland,Bareland,Forest
10788,Forest,Water,Water,NULL,Water,Bareland,Water,Grassland
10789,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
10790,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
10791,Forest,Water,Water,NULL,Water,Water,Shrubland,Forest
10792,Forest,Water,Water,NULL,Water,Water,Grassland,Grassland
10793,Forest,Water,Water,NULL,Water,Water,Grassland,Wetland
10794,Forest,Water,Water,NULL,Water,Water,Grassland,Bareland
10795,Forest,Water,Water,NULL,Water,Water,Grassland,Water
10796,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
10797,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
10798,Forest,Water,Water,NULL,Water,Water,Wetland,Water
10799,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
10800,Forest,Water,Water,NULL,Water,Water,Bareland,Forest
10801,Forest,Water,Water,NULL,Water,Water,Water,Wetland
10802,Forest,Water,Water,NULL,Water,Water,Water,Water
10803,Forest,Water,Water,NULL,Water,Water,Water,Forest
10804,Forest,Water,Water,NULL,Water,Water,Forest,Forest
10805,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
10806,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
10807,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
10808,Forest,Water,Water,NULL,Water,Forest,Water,Forest
10809,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
10810,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
10811,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
10812,Forest,Water,Water,Non_Water,Water,Shrubland,Grassland,Grassland
10813,Forest,Water,Water,Non_Water,Water,Shrubland,Grassland,Forest
10814,Forest,Water,Water,Non_Water,Water,Shrubland,Water,Forest
10815,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Grassland
10816,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
10817,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
10818,Forest,Water,Water,Non_Water,Water,Water,Grassland,Grassland
10819,Forest,Water,Water,Non_Water,Water,Water,Grassland,Wetland
10820,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
10821,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
10822,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
10823,Forest,Water,Water,Non_Water,Water,Forest,Grassland,Water
10824,Forest,Water,Water,Non_Water,Water,Forest,Grassland,Forest
10825,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
10826,Forest,Water,Water,Water,Water,NULL,Grassland,Water
10827,Forest,Water,Water,Water,Water,NULL,Grassland,Forest
10828,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
10829,Forest,Water,Water,Water,Water,NULL,Water,Water
10830,Forest,Water,Water,Water,Water,NULL,Water,Forest
10831,Forest,Water,Water,Water,Water,NULL,Forest,Forest
10832,Forest,Water,Water,Water,Water,Shrubland,Grassland,Forest
10833,Forest,Water,Water,Water,Water,Shrubland,Wetland,Forest
10834,Forest,Water,Water,Water,Water,Shrubland,Water,Forest
10835,Forest,Water,Water,Water,Water,Shrubland,Forest,Forest
10836,Forest,Water,Water,Water,Water,Grassland,Grassland,Grassland
10837,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
10838,Forest,Water,Water,Water,Water,Bareland,Grassland,Forest
10839,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
10840,Forest,Water,Water,Water,Water,Bareland,Bareland,Bareland
10841,Forest,Water,Water,Water,Water,Bareland,Bareland,Water
10842,Forest,Water,Water,Water,Water,Bareland,Bareland,Forest
10843,Forest,Water,Water,Water,Water,Bareland,Water,Water
10844,Forest,Water,Water,Water,Water,Water,Grassland,Water
10845,Forest,Water,Water,Water,Water,Water,Grassland,Forest
10846,Forest,Water,Water,Water,Water,Water,Wetland,Water
10847,Forest,Water,Water,Water,Water,Water,Wetland,Forest
10848,Forest,Water,Water,Water,Water,Water,Bareland,Grassland
10849,Forest,Water,Water,Water,Water,Water,Bareland,Water
10850,Forest,Water,Water,Water,Water,Water,Bareland,Forest
10851,Forest,Water,Water,Water,Water,Water,Water,Wetland
10852,Forest,Water,Water,Water,Water,Water,Water,Water
10853,Forest,Water,Water,Water,Water,Water,Water,Forest
10854,Forest,Water,Water,Water,Water,Water,Forest,Water
10855,Forest,Water,Water,Water,Water,Water,Forest,Forest
10856,Forest,Water,Water,Water,Water,Forest,Grassland,Water
10857,Forest,Water,Water,Water,Water,Forest,Grassland,Forest
10858,Forest,Water,Water,Water,Water,Forest,Wetland,Water
10859,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
10860,Forest,Water,Water,Water,Water,Forest,Water,Water
10861,Forest,Water,Water,Water,Water,Forest,Water,Forest
10862,Forest,Water,Water,Water,Water,Forest,Forest,Forest
10863,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
10864,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10865,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
10866,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10867,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
10868,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
10869,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
10870,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10871,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10872,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
10873,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10874,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10875,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
10876,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10877,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10878,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
10879,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
10880,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Bareland,Water
10881,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
10882,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
10883,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
10884,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
10885,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
10886,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
10887,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
10888,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10889,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
10890,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10891,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
10892,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10893,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
10894,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
10895,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
10896,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
10897,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
10898,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10899,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
10900,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
10901,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
10902,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10903,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
10904,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
10905,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10906,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
10907,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
10908,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10909,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
10910,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
10911,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
10912,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
10913,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
10914,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
10915,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
10916,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
10917,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
10918,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
10919,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
10920,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
10921,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
10922,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
10923,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10924,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
10925,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,NULL
10926,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
10927,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
10928,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
10929,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
10930,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
10931,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
10932,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
10933,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
10934,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Wetland
10935,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
10936,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
10937,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
10938,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
10939,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
10940,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
10941,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
10942,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
10943,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
10944,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
10945,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
10946,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
10947,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
10948,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10949,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
10950,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
10951,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10952,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
10953,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10954,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
10955,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
10956,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
10957,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10958,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
10959,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
10960,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Water
10961,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
10962,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Water
10963,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
10964,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
10965,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10966,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
10967,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
10968,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
10969,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
10970,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
10971,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
10972,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
10973,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
10974,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
10975,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
10976,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
10977,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
10978,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
10979,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
10980,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
10981,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
10982,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
10983,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Grassland,Water
10984,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
10985,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
10986,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
10987,Forest,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
10988,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
10989,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
10990,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
10991,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
10992,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
10993,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
10994,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
10995,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
10996,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
10997,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
10998,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
10999,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
11000,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
11001,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
11002,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
11003,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
11004,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
11005,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11006,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11007,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
11008,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
11009,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
11010,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
11011,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11012,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11013,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
11014,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
11015,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
11016,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
11017,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
11018,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
11019,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
11020,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
11021,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
11022,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
11023,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11024,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
11025,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
11026,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
11027,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11028,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11029,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11030,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
11031,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11032,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11033,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
11034,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11035,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11036,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
11037,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
11038,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
11039,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
11040,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11041,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
11042,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
11043,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11044,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
11045,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
11046,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
11047,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
11048,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
11049,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
11050,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
11051,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11052,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
11053,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
11054,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11055,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
11056,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
11057,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11058,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
11059,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
11060,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
11061,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
11062,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11063,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
11064,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
11065,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
11066,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
11067,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
11068,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
11069,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
11070,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
11071,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
11072,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
11073,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
11074,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
11075,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
11076,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
