Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPA_M_R
7213,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
7214,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
7215,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
7216,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
7217,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
7218,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
7219,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
7220,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
7221,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
7222,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
7223,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
7224,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
7225,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
7226,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
7227,Forest,Wetland,Water,NULL,Water,Water,Water,Water
7228,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
7229,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
7230,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
7231,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
7232,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Grassland
7233,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Water
7234,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
7235,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Forest
7236,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Grassland
7237,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
7238,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
7239,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
7240,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
7241,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
7242,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
7243,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
7244,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
7245,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
7246,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
7247,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
7248,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
7249,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
7250,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
7251,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
7252,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
7253,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
7254,Forest,Wetland,Water,Water,Water,NULL,Wetland,Grassland
7255,Forest,Wetland,Water,Water,Water,NULL,Wetland,Water
7256,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
7257,Forest,Wetland,Water,Water,Water,NULL,Water,Grassland
7258,Forest,Wetland,Water,Water,Water,NULL,Water,Wetland
7259,Forest,Wetland,Water,Water,Water,NULL,Water,Water
7260,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
7261,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
7262,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
7263,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Water
7264,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
7265,Forest,Wetland,Water,Water,Water,Grassland,Water,Grassland
7266,Forest,Wetland,Water,Water,Water,Grassland,Water,Wetland
7267,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
7268,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
7269,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
7270,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
7271,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
7272,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
7273,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
7274,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
7275,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
7276,Forest,Wetland,Water,Water,Water,Bareland,Wetland,Grassland
7277,Forest,Wetland,Water,Water,Water,Water,Grassland,Wetland
7278,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
7279,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
7280,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
7281,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
7282,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
7283,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
7284,Forest,Wetland,Water,Water,Water,Water,Water,Water
7285,Forest,Wetland,Water,Water,Water,Water,Water,Forest
7286,Forest,Wetland,Water,Water,Water,Forest,Wetland,Grassland
7287,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
7288,Forest,Wetland,Water,Water,Water,Forest,Water,Water
7289,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
7290,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7291,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7292,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
7293,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
7294,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7295,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
7296,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7297,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7298,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7299,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7300,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
7301,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
7302,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7303,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7304,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7305,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7306,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7307,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7308,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7309,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
7310,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7311,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
7312,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
7313,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
7314,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7315,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
7316,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7317,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7318,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7319,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7320,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
7321,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
7322,Forest,Wetland,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
7323,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
7324,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
7325,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7326,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
7327,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
7328,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
7329,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7330,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7331,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
7332,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7333,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
7334,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
7335,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
7336,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Water
7337,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
7338,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7339,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7340,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7341,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
7342,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7343,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7344,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7345,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
7346,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7347,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
7348,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
7349,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
7350,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
7351,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
7352,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
7353,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
7354,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
7355,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
7356,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
7357,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
7358,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
7359,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
7360,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
7361,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
7362,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
7363,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
7364,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
7365,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
7366,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
7367,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
7368,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
7369,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
7370,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
7371,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
7372,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
7373,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
7374,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
7375,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
7376,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
7377,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
7378,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
7379,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
7380,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
7381,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7382,Forest,Bareland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
7383,Forest,Bareland,Water,Water,Water,Water,Water,Water
7384,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7385,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7386,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
7387,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7388,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
7389,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7390,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
7391,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
7392,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
7393,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
7394,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
7395,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
7396,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7397,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7398,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
7399,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
7400,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
7401,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
7402,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
7403,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
7404,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
7405,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
7406,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
7407,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
7408,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
7409,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7410,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
7411,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
7412,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
7413,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
7414,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7415,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
7416,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
7417,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
7418,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Forest
7419,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
7420,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
7421,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
7422,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
7423,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
7424,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
7425,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
7426,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7427,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
7428,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
7429,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7430,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7431,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7432,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
7433,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
7434,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7435,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7436,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
7437,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
7438,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
7439,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
7440,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7441,Forest,Built-up,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
7442,Forest,Built-up,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
7443,Forest,Built-up,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
7444,Forest,Built-up,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
7445,Forest,Built-up,NULL,Water,Non_Wetland,Grassland,Water,Forest
7446,Forest,Built-up,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
7447,Forest,Built-up,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
7448,Forest,Built-up,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
7449,Forest,Built-up,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
7450,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
7451,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
7452,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7453,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7454,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7455,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
7456,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7457,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
7458,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7459,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
7460,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
7461,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7462,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7463,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7464,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7465,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7466,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
7467,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7468,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7469,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
7470,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
7471,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
7472,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
7473,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
7474,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
7475,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
7476,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7477,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7478,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7479,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7480,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
7481,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7482,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7483,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7484,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7485,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
7486,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7487,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
7488,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
7489,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7490,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
7491,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
7492,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Bareland
7493,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
7494,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7495,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
7496,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7497,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7498,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
7499,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7500,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
7501,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
7502,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7503,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7504,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7505,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
7506,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7507,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7508,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7509,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
7510,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
7511,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
7512,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
7513,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
7514,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Wetland,Forest
7515,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
7516,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
7517,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
7518,Forest,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
7519,Forest,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
7520,Forest,Built-up,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
7521,Forest,Built-up,Shrubland,Water,Non_Wetland,Wetland,Bareland,Forest
7522,Forest,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
7523,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
7524,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
7525,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
7526,Forest,Built-up,Shrubland,Water,Non_Wetland,Built-up,Wetland,Forest
7527,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
7528,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
7529,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7530,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
7531,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
7532,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
7533,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7534,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
7535,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
