Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWV_M_R
9643,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
9644,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
9645,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
9646,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
9647,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
9648,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
9649,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
9650,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Water
9651,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
9652,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Wetland
9653,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
9654,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Water
9655,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
9656,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
9657,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
9658,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
9659,Forest,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Wetland
9660,Forest,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Water
9661,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
9662,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
9663,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
9664,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
9665,Forest,Wetland,Forest,Water,Non_Wetland,Water,Forest,Forest
9666,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
9667,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Forest
9668,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9669,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9670,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
9671,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
9672,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
9673,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9674,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9675,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
9676,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9677,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9678,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9679,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9680,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
9681,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9682,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9683,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9684,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9685,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9686,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9687,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9688,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9689,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9690,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9691,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9692,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9693,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9694,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9695,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9696,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
9697,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
9698,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
9699,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9700,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
9701,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9702,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9703,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9704,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9705,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9706,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9707,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9708,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
9709,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9710,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
9711,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
9712,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9713,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
9714,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
9715,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
9716,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9717,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9718,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9719,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
9720,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
9721,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
9722,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
9723,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9724,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9725,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9726,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9727,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9728,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9729,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9730,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
9731,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
9732,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
9733,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9734,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9735,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
9736,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9737,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9738,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9739,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9740,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9741,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
9742,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9743,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
9744,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
9745,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
9746,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
9747,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
9748,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Wetland
9749,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
9750,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9751,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
9752,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9753,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
9754,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9755,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9756,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
9757,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9758,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9759,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9760,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
9761,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9762,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9763,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
9764,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
9765,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
9766,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
9767,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
9768,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
9769,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
9770,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
9771,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
9772,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Bareland
9773,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
9774,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
9775,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
9776,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Wetland
9777,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
9778,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9779,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9780,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
9781,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9782,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9783,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9784,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
9785,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
9786,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9787,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9788,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
9789,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9790,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9791,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9792,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9793,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9794,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9795,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Bareland
9796,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
9797,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
9798,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
9799,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9800,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
9801,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
9802,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
9803,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
9804,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
9805,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
9806,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Bareland
9807,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
9808,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
9809,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
9810,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
9811,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
9812,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
9813,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Wetland
9814,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Bareland
9815,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
9816,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
9817,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
9818,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Forest,Wetland
9819,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Forest,Forest
9820,Forest,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
9821,Forest,Water,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
9822,Forest,Water,Cropland,Water,Non_Wetland,Water,Grassland,Forest
9823,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
9824,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
9825,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
9826,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
9827,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
9828,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
9829,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
9830,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Wetland
9831,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
9832,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
9833,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
9834,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
9835,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9836,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9837,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9838,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
9839,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
9840,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
9841,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
9842,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
9843,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
9844,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
9845,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
9846,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
9847,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
9848,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
9849,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
9850,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
9851,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
9852,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
9853,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
9854,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
9855,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
9856,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
9857,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Wetland
9858,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
9859,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
9860,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
9861,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
9862,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
9863,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
9864,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
9865,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
9866,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
9867,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
9868,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
9869,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
9870,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
9871,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
9872,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
9873,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
9874,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
9875,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9876,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9877,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
9878,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9879,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9880,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
9881,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
9882,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9883,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
9884,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
9885,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
9886,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
9887,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
9888,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
9889,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
9890,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9891,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
9892,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9893,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
9894,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
9895,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
9896,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
9897,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
9898,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
9899,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
9900,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Water
9901,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
9902,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
9903,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Wetland
9904,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
9905,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
9906,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
9907,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
9908,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
9909,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9910,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
9911,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
9912,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
9913,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
9914,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
9915,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
9916,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
9917,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
9918,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
9919,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
9920,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
9921,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
9922,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9923,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
9924,Forest,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
9925,Forest,Water,Water,NULL,Water,Grassland,Grassland,Wetland
9926,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
9927,Forest,Water,Water,NULL,Water,Grassland,Forest,Wetland
9928,Forest,Water,Water,NULL,Water,Wetland,Grassland,Wetland
9929,Forest,Water,Water,NULL,Water,Wetland,Grassland,Water
9930,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
9931,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
9932,Forest,Water,Water,NULL,Water,Water,Grassland,Wetland
9933,Forest,Water,Water,NULL,Water,Water,Grassland,Water
9934,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
9935,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
9936,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
9937,Forest,Water,Water,NULL,Water,Water,Water,Wetland
9938,Forest,Water,Water,NULL,Water,Water,Water,Water
9939,Forest,Water,Water,NULL,Water,Water,Water,Forest
9940,Forest,Water,Water,NULL,Water,Water,Forest,Forest
9941,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Wetland
9942,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
9943,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Wetland
9944,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Wetland
9945,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Wetland
9946,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Water
9947,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
9948,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
9949,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
9950,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
9951,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
9952,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
9953,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Wetland
9954,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
9955,Forest,Water,Water,Non_Water,Water,Water,Grassland,Wetland
9956,Forest,Water,Water,Non_Water,Water,Water,Grassland,Water
9957,Forest,Water,Water,Non_Water,Water,Water,Grassland,Forest
9958,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
9959,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
9960,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
9961,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
9962,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
9963,Forest,Water,Water,Non_Water,Water,Water,Water,Water
9964,Forest,Water,Water,Non_Water,Water,Water,Forest,Wetland
9965,Forest,Water,Water,Water,Water,Wetland,Grassland,Wetland
