Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPN_M_R
2755,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
2756,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL
2757,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
2758,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
2759,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Bareland
2760,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
2761,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
2762,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2763,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
2764,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
2765,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water
2766,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
2767,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
2768,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
2769,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Bareland
2770,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Water
2771,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
2772,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL
2773,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
2774,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland
2775,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Water
2776,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
2777,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2778,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland
2779,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
2780,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water
2781,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
2782,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
2783,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Bareland
2784,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Water
2785,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Forest
2786,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL
2787,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland
2788,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland
2789,Forest,Wetland,Wetland,NULL,Wetland,NULL,Bareland
2790,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water
2791,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest
2792,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
2793,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
2794,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland
2795,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water
2796,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
2797,Forest,Wetland,Wetland,Water,Wetland,NULL,Grassland
2798,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland
2799,Forest,Wetland,Wetland,Water,Wetland,NULL,Bareland
2800,Forest,Wetland,Wetland,Water,Wetland,NULL,Water
2801,Forest,Wetland,Wetland,Water,Wetland,NULL,Forest
2802,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
2803,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Bareland
2804,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest
2805,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
2806,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Grassland
2807,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Water
2808,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
2809,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest
2810,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
2811,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,Grassland
2812,Forest,Wetland,Water,NULL,Water,NULL,Grassland
2813,Forest,Wetland,Water,NULL,Water,NULL,Wetland
2814,Forest,Wetland,Water,NULL,Water,NULL,Bareland
2815,Forest,Wetland,Water,NULL,Water,NULL,Water
2816,Forest,Wetland,Water,NULL,Water,NULL,Forest
2817,Forest,Wetland,Water,Non_Water,Water,NULL,Grassland
2818,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland
2819,Forest,Wetland,Water,Non_Water,Water,NULL,Water
2820,Forest,Wetland,Water,Non_Water,Water,NULL,Forest
2821,Forest,Wetland,Water,Water,Water,NULL,NULL
2822,Forest,Wetland,Water,Water,Water,NULL,Grassland
2823,Forest,Wetland,Water,Water,Water,NULL,Wetland
2824,Forest,Wetland,Water,Water,Water,NULL,Bareland
2825,Forest,Wetland,Water,Water,Water,NULL,Water
2826,Forest,Wetland,Water,Water,Water,NULL,Forest
2827,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
2828,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
2829,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
2830,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
2831,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water
2832,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
2833,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
2834,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
2835,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Bareland
2836,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
2837,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
2838,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
2839,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
2840,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Bareland
2841,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water
2842,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Forest
2843,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland
2844,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland
2845,Forest,Bareland,NULL,Water,Non_Wetland,NULL,Grassland
2846,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2847,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
2848,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
2849,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
2850,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
2851,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2852,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
2853,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
2854,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2855,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
2856,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
2857,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,Water
2858,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
2859,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
2860,Forest,Bareland,Cropland,Water,Non_Wetland,NULL,Grassland
2861,Forest,Bareland,Cropland,Water,Non_Wetland,NULL,Water
2862,Forest,Bareland,Wetland,NULL,Wetland,NULL,Grassland
2863,Forest,Bareland,Wetland,NULL,Wetland,NULL,Forest
2864,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
2865,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
2866,Forest,Bareland,Wetland,Water,Wetland,NULL,Bareland
2867,Forest,Bareland,Wetland,Water,Wetland,NULL,Water
2868,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland
2869,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland
2870,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,Forest
2871,Forest,Bareland,Water,Water,Water,NULL,Grassland
2872,Forest,Bareland,Water,Water,Water,NULL,Water
2873,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
2874,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,Water
2875,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
2876,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,Grassland
2877,Forest,Bareland,Forest,Water,Non_Wetland,NULL,Forest
2878,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
2879,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland
2880,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest
2881,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Forest
2882,Forest,Built-up,NULL,Water,Non_Wetland,NULL,Water
2883,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL
2884,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
2885,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland
2886,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
2887,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
2888,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water
2889,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
2890,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2891,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
2892,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
2893,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2894,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,Grassland
2895,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,Bareland
2896,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
2897,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL
2898,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
2899,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland
2900,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
2901,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up
2902,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
2903,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2904,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,Water
2905,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,Forest
2906,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
2907,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
2908,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up
2909,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water
2910,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
2911,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2912,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,Grassland
2913,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,Bareland
2914,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,Water
2915,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,Forest
2916,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL
2917,Forest,Built-up,Wetland,NULL,Wetland,NULL,Grassland
2918,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland
2919,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest
2920,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland
2921,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Wetland
2922,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Forest
2923,Forest,Built-up,Wetland,Water,Wetland,NULL,Grassland
2924,Forest,Built-up,Wetland,Water,Wetland,NULL,Water
2925,Forest,Built-up,Wetland,Water,Wetland,NULL,Forest
2926,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
2927,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest
2928,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Grassland
2929,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
2930,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water
2931,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
2932,Forest,Built-up,Built-up,Water,Non_Wetland,NULL,Grassland
2933,Forest,Built-up,Water,NULL,Water,NULL,Grassland
2934,Forest,Built-up,Water,NULL,Water,NULL,Water
2935,Forest,Built-up,Water,NULL,Water,NULL,Forest
2936,Forest,Built-up,Water,Non_Water,Water,NULL,Forest
2937,Forest,Built-up,Water,Water,Water,NULL,Grassland
2938,Forest,Built-up,Water,Water,Water,NULL,Water
2939,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL
2940,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
2941,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland
2942,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland
2943,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up
2944,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water
2945,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
2946,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland
2947,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
2948,Forest,Built-up,Forest,Water,Non_Wetland,NULL,Grassland
2949,Forest,Built-up,Forest,Water,Non_Wetland,NULL,Bareland
2950,Forest,Built-up,Forest,Water,Non_Wetland,NULL,Water
2951,Forest,Built-up,Forest,Water,Non_Wetland,NULL,Forest
2952,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland
2953,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland
2954,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water
2955,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest
2956,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest
2957,Forest,Water,NULL,Water,Non_Wetland,NULL,Grassland
2958,Forest,Water,NULL,Water,Non_Wetland,NULL,Bareland
2959,Forest,Water,NULL,Water,Non_Wetland,NULL,Water
2960,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest
2961,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL
2962,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
2963,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
2964,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
2965,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water
2966,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
2967,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL
2968,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2969,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
2970,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
2971,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
2972,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2973,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
2974,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
2975,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
2976,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water
2977,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest
2978,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
2979,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
2980,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
2981,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water
2982,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest
2983,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2984,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
2985,Forest,Water,Grassland,Water,Non_Wetland,NULL,Grassland
2986,Forest,Water,Grassland,Water,Non_Wetland,NULL,Bareland
2987,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water
2988,Forest,Water,Grassland,Water,Non_Wetland,NULL,Forest
2989,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
2990,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
2991,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water
2992,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest
2993,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2994,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
2995,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest
2996,Forest,Water,Cropland,Water,Non_Wetland,NULL,Grassland
2997,Forest,Water,Cropland,Water,Non_Wetland,NULL,Bareland
2998,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water
2999,Forest,Water,Cropland,Water,Non_Wetland,NULL,Forest
3000,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland
3001,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland
3002,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland
3003,Forest,Water,Wetland,NULL,Wetland,NULL,Water
3004,Forest,Water,Wetland,NULL,Wetland,NULL,Forest
3005,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland
3006,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland
3007,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water
3008,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest
3009,Forest,Water,Wetland,Water,Wetland,NULL,Grassland
3010,Forest,Water,Wetland,Water,Wetland,NULL,Wetland
3011,Forest,Water,Wetland,Water,Wetland,NULL,Bareland
3012,Forest,Water,Wetland,Water,Wetland,NULL,Water
3013,Forest,Water,Wetland,Water,Wetland,NULL,Forest
3014,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
3015,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Bareland
3016,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland
3017,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
3018,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest
3019,Forest,Water,Water,NULL,Water,NULL,Grassland
3020,Forest,Water,Water,NULL,Water,NULL,Wetland
3021,Forest,Water,Water,NULL,Water,NULL,Bareland
3022,Forest,Water,Water,NULL,Water,NULL,Water
3023,Forest,Water,Water,NULL,Water,NULL,Forest
3024,Forest,Water,Water,Non_Water,Water,NULL,Grassland
3025,Forest,Water,Water,Non_Water,Water,NULL,Wetland
3026,Forest,Water,Water,Non_Water,Water,NULL,Water
3027,Forest,Water,Water,Non_Water,Water,NULL,Forest
3028,Forest,Water,Water,Water,Water,NULL,Grassland
3029,Forest,Water,Water,Water,Water,NULL,Wetland
3030,Forest,Water,Water,Water,Water,NULL,Bareland
3031,Forest,Water,Water,Water,Water,NULL,Water
3032,Forest,Water,Water,Water,Water,NULL,Forest
3033,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL
3034,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland
3035,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland
3036,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland
3037,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water
3038,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest
3039,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
3040,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
3041,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland
3042,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water
3043,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
3044,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland
3045,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland
3046,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland
3047,Forest,Water,Forest,Water,Non_Wetland,NULL,Water
3048,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest
3049,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
3050,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water
3051,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest
3052,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water
3053,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest
3054,Forest,Forest,NULL,Water,Non_Wetland,NULL,Grassland
3055,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water
3056,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest
3057,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
3058,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
3059,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
3060,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
3061,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up
3062,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
3063,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
3064,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
3065,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
3066,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
3067,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water
3068,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
3069,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
3070,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland
3071,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland
3072,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water
3073,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
3074,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL
3075,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
3076,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
3077,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
3078,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up
3079,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water
3080,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
3081,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
3082,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
3083,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
3084,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water
3085,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest
3086,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL
3087,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
3088,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
3089,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up
3090,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water
3091,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
3092,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
3093,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland
3094,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water
3095,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
3096,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
3097,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Bareland
3098,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water
3099,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest
3100,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland
3101,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland
3102,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland
3103,Forest,Forest,Wetland,NULL,Wetland,NULL,Water
3104,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest
3105,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
3106,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
3107,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water
3108,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest
3109,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland
3110,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland
3111,Forest,Forest,Wetland,Water,Wetland,NULL,Water
3112,Forest,Forest,Wetland,Water,Wetland,NULL,Forest
3113,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
3114,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
3115,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland
3116,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
3117,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland
3118,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up
3119,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water
3120,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
3121,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Grassland
3122,Forest,Forest,Water,NULL,Water,NULL,Grassland
3123,Forest,Forest,Water,NULL,Water,NULL,Wetland
3124,Forest,Forest,Water,NULL,Water,NULL,Water
3125,Forest,Forest,Water,NULL,Water,NULL,Forest
3126,Forest,Forest,Water,Non_Water,Water,NULL,Grassland
3127,Forest,Forest,Water,Non_Water,Water,NULL,Water
3128,Forest,Forest,Water,Non_Water,Water,NULL,Forest
3129,Forest,Forest,Water,Water,Water,NULL,Grassland
3130,Forest,Forest,Water,Water,Water,NULL,Wetland
3131,Forest,Forest,Water,Water,Water,NULL,Water
3132,Forest,Forest,Water,Water,Water,NULL,Forest
3133,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL
3134,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
3135,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
3136,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
3137,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Built-up
3138,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water
3139,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest
3140,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
3141,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland
