Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKA_M_R
3429,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3430,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3431,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3432,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3433,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3434,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3435,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
3436,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3437,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3438,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3439,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3440,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3441,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3442,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3443,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3444,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3445,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3446,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3447,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3448,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3449,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3450,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3451,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3452,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3453,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3454,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
3455,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
3456,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3457,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3458,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3459,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
3460,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3461,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
3462,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
3463,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
3464,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3465,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3466,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3467,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3468,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3469,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3470,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3471,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3472,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3473,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3474,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3475,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3476,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3477,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3478,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3479,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3480,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3481,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3482,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3483,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3484,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3485,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3486,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3487,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3488,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3489,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3490,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3491,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3492,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3493,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3494,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3495,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
3496,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3497,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3498,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3499,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
3500,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3501,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3502,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3503,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3504,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3505,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3506,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3507,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3508,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3509,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
3510,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3511,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3512,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3513,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3514,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
3515,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3516,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
3517,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3518,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3519,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3520,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3521,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3522,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
3523,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3524,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3525,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3526,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3527,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3528,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3529,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
3530,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3531,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3532,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3533,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3534,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3535,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3536,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
3537,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3538,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3539,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3540,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3541,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
3542,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3543,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3544,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
3545,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3546,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3547,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3548,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3549,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3550,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3551,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3552,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3553,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3554,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
3555,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3556,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3557,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
3558,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
3559,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3560,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
3561,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3562,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3563,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3564,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3565,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3566,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
3567,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3568,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3569,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
3570,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3571,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
3572,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3573,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3574,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3575,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
3576,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3577,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3578,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3579,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
3580,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3581,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3582,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3583,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
3584,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3585,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3586,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
3587,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
3588,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3589,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
3590,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3591,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3592,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
3593,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
3594,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3595,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3596,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3597,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3598,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3599,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3600,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3601,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3602,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3603,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3604,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3605,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3606,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3607,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3608,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
3609,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
3610,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
3611,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3612,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3613,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3614,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3615,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
3616,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3617,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3618,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
3619,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3620,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3621,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3622,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
3623,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
3624,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3625,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
3626,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3627,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
3628,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
3629,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
3630,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
3631,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
3632,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3633,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3634,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3635,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3636,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3637,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
3638,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
3639,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3640,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
3641,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
3642,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
3643,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3644,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3645,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3646,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3647,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3648,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
3649,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3650,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
3651,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3652,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
3653,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
3654,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
3655,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3656,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
3657,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3658,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3659,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
3660,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3661,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
3662,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Water
3663,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
3664,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
3665,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
3666,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
3667,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3668,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
3669,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
3670,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
3671,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
3672,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
3673,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
3674,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
3675,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
3676,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
3677,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
3678,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
3679,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
3680,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
3681,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
3682,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3683,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
3684,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
3685,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3686,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3687,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3688,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
3689,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3690,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
3691,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3692,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3693,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3694,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3695,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
3696,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3697,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
3698,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
3699,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3700,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3701,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
3702,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3703,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3704,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3705,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3706,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3707,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3708,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
3709,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3710,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3711,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3712,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
3713,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3714,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
3715,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
3716,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3717,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3718,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
3719,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3720,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
3721,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
3722,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
3723,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
3724,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
3725,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
3726,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
3727,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
3728,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3729,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
3730,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3731,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
3732,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
3733,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
3734,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
3735,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
3736,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
3737,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
3738,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3739,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
3740,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
3741,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
3742,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
3743,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Grassland
3744,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
3745,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3746,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
3747,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
