Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGB_M_R
9246,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Grassland
9247,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Water
9248,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Forest
9249,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
9250,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
9251,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
9252,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
9253,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
9254,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
9255,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
9256,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Wetland
9257,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
9258,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
9259,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
9260,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Forest
9261,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
9262,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Grassland
9263,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
9264,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
9265,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
9266,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Forest
9267,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
9268,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Water,Forest
9269,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
9270,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
9271,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
9272,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
9273,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Forest
9274,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Forest
9275,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
9276,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland,Grassland,Forest
9277,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
9278,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
9279,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
9280,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
9281,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
9282,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
9283,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
9284,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
9285,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
9286,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
9287,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
9288,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
9289,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9290,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9291,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
9292,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9293,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
9294,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9295,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
9296,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
9297,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
9298,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
9299,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
9300,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9301,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9302,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
9303,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9304,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9305,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
9306,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
9307,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
9308,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
9309,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
9310,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
9311,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
9312,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9313,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
9314,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9315,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
9316,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
9317,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
9318,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Forest
9319,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
9320,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
9321,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Water
9322,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
9323,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
9324,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
9325,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
9326,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Wetland
9327,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
9328,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
9329,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
9330,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
9331,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
9332,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
9333,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
9334,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
9335,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
9336,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
9337,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
9338,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
9339,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9340,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9341,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9342,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
9343,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9344,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Forest
9345,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9346,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9347,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9348,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9349,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
9350,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
9351,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
9352,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9353,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9354,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9355,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9356,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
9357,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9358,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
9359,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
9360,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
9361,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
9362,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
9363,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Forest
9364,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
9365,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
9366,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
9367,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
9368,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Grassland,Forest
9369,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
9370,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
9371,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,NULL,Forest
9372,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
9373,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
9374,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Water
9375,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
9376,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
9377,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
9378,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
9379,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
9380,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
9381,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
9382,Forest,Forest,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
9383,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
9384,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
9385,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
9386,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
9387,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
9388,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
9389,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
9390,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
9391,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
9392,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
9393,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
9394,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
9395,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
9396,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
9397,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
9398,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
9399,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9400,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9401,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
9402,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
9403,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
9404,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
9405,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
9406,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
9407,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
9408,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
9409,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
9410,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
9411,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
9412,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
9413,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
9414,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
9415,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
9416,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9417,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
9418,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
9419,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
9420,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
9421,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
9422,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9423,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
9424,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
9425,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
9426,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
9427,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
9428,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9429,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
9430,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
9431,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Water,Forest
9432,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
9433,Forest,Forest,Water,NULL,Water,NULL,Grassland,Forest
9434,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
9435,Forest,Forest,Water,NULL,Water,NULL,Water,Water
9436,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
9437,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
9438,Forest,Forest,Water,NULL,Water,Grassland,NULL,Forest
9439,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
9440,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Water
9441,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
9442,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Grassland
9443,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
9444,Forest,Forest,Water,NULL,Water,Grassland,Bareland,Forest
9445,Forest,Forest,Water,NULL,Water,Grassland,Water,Grassland
9446,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
9447,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
9448,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
9449,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
9450,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
9451,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
9452,Forest,Forest,Water,NULL,Water,Wetland,Forest,Grassland
9453,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
9454,Forest,Forest,Water,NULL,Water,Water,Grassland,Grassland
9455,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
9456,Forest,Forest,Water,NULL,Water,Water,Wetland,Wetland
9457,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
9458,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
9459,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
9460,Forest,Forest,Water,NULL,Water,Water,Water,Wetland
9461,Forest,Forest,Water,NULL,Water,Water,Water,Forest
9462,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
9463,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
9464,Forest,Forest,Water,NULL,Water,Forest,Grassland,Grassland
9465,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
9466,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
9467,Forest,Forest,Water,NULL,Water,Forest,Water,Water
9468,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
9469,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
9470,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
9471,Forest,Forest,Water,Non_Water,Water,NULL,Grassland,Grassland
9472,Forest,Forest,Water,Non_Water,Water,NULL,Grassland,Forest
9473,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
9474,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
9475,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
9476,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
9477,Forest,Forest,Water,Non_Water,Water,Grassland,NULL,Forest
9478,Forest,Forest,Water,Non_Water,Water,Grassland,Grassland,Grassland
9479,Forest,Forest,Water,Non_Water,Water,Grassland,Grassland,Forest
9480,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Water
9481,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
9482,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Grassland
9483,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
9484,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Grassland
9485,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
9486,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
9487,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
9488,Forest,Forest,Water,Non_Water,Water,Water,NULL,Forest
9489,Forest,Forest,Water,Non_Water,Water,Water,Grassland,Forest
9490,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
9491,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
9492,Forest,Forest,Water,Non_Water,Water,Water,Forest,Water
9493,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
9494,Forest,Forest,Water,Non_Water,Water,Forest,NULL,Grassland
9495,Forest,Forest,Water,Non_Water,Water,Forest,Grassland,Forest
9496,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
9497,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
9498,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
9499,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
9500,Forest,Forest,Water,Water,Water,NULL,Grassland,Forest
9501,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
9502,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
9503,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
9504,Forest,Forest,Water,Water,Water,NULL,Water,Grassland
9505,Forest,Forest,Water,Water,Water,NULL,Water,Water
9506,Forest,Forest,Water,Water,Water,NULL,Water,Forest
9507,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
9508,Forest,Forest,Water,Water,Water,Grassland,NULL,Forest
9509,Forest,Forest,Water,Water,Water,Grassland,Grassland,Grassland
9510,Forest,Forest,Water,Water,Water,Grassland,Grassland,Forest
9511,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
9512,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
9513,Forest,Forest,Water,Water,Water,Grassland,Water,Grassland
9514,Forest,Forest,Water,Water,Water,Grassland,Water,Water
9515,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
9516,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
9517,Forest,Forest,Water,Water,Water,Wetland,NULL,Grassland
9518,Forest,Forest,Water,Water,Water,Wetland,NULL,Forest
9519,Forest,Forest,Water,Water,Water,Wetland,Grassland,Forest
9520,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
9521,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
9522,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
9523,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
9524,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
9525,Forest,Forest,Water,Water,Water,Wetland,Water,Wetland
9526,Forest,Forest,Water,Water,Water,Wetland,Water,Water
9527,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
9528,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
9529,Forest,Forest,Water,Water,Water,Bareland,Grassland,Grassland
9530,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
9531,Forest,Forest,Water,Water,Water,Bareland,Forest,Forest
9532,Forest,Forest,Water,Water,Water,Water,NULL,Forest
9533,Forest,Forest,Water,Water,Water,Water,Grassland,Wetland
9534,Forest,Forest,Water,Water,Water,Water,Grassland,Water
9535,Forest,Forest,Water,Water,Water,Water,Grassland,Forest
9536,Forest,Forest,Water,Water,Water,Water,Wetland,Wetland
9537,Forest,Forest,Water,Water,Water,Water,Wetland,Water
9538,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
9539,Forest,Forest,Water,Water,Water,Water,Water,Grassland
9540,Forest,Forest,Water,Water,Water,Water,Water,Wetland
9541,Forest,Forest,Water,Water,Water,Water,Water,Water
9542,Forest,Forest,Water,Water,Water,Water,Water,Forest
9543,Forest,Forest,Water,Water,Water,Water,Forest,Wetland
9544,Forest,Forest,Water,Water,Water,Water,Forest,Forest
9545,Forest,Forest,Water,Water,Water,Forest,NULL,Forest
9546,Forest,Forest,Water,Water,Water,Forest,Grassland,Forest
9547,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
9548,Forest,Forest,Water,Water,Water,Forest,Water,Forest
9549,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
9550,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9551,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9552,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9553,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9554,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9555,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9556,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
9557,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9558,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
9559,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
9560,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9561,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
9562,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
9563,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9564,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
9565,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
9566,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
9567,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9568,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
9569,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9570,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
9571,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9572,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
9573,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9574,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9575,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9576,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9577,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9578,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
