Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKP_M_R
7426,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
7427,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
7428,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7429,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7430,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
7431,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
7432,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7433,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
7434,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
7435,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
7436,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Water
7437,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
7438,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
7439,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Forest
7440,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
7441,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
7442,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
7443,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,Grassland
7444,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,Wetland
7445,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,Water
7446,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,Forest
7447,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Forest,Grassland
7448,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Forest,Wetland
7449,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Forest,Forest
7450,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7451,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Bareland
7452,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
7453,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7454,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7455,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7456,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
7457,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
7458,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7459,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
7460,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
7461,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7462,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
7463,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
7464,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
7465,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
7466,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7467,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7468,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
7469,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
7470,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
7471,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
7472,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
7473,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Wetland
7474,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Built-up
7475,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Forest
7476,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
7477,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
7478,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
7479,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
7480,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
7481,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
7482,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
7483,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
7484,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
7485,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
7486,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
7487,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
7488,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
7489,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
7490,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Water
7491,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
7492,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
7493,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Cropland
7494,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
7495,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Forest
7496,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Built-up,Forest
7497,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
7498,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
7499,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
7500,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
7501,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
7502,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
7503,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
7504,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
7505,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
7506,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Built-up
7507,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
7508,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
7509,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
7510,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
7511,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
7512,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Water
7513,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Forest
7514,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
7515,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
7516,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
7517,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
7518,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
7519,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Bareland
7520,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Water
7521,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Forest
7522,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
7523,Forest,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
7524,Forest,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Water
7525,Forest,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Forest
7526,Forest,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Forest
7527,Forest,NULL,Cropland,Water,Non_Wetland,Cropland,Water,Grassland
7528,Forest,NULL,Cropland,Water,Non_Wetland,Cropland,Water,Forest
7529,Forest,NULL,Cropland,Water,Non_Wetland,Cropland,Forest,Water
7530,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
7531,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Water
7532,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
7533,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Water
7534,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Forest,Water
7535,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
7536,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
7537,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
7538,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Bareland
7539,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
7540,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Forest
7541,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Forest,Water
7542,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Forest,Forest
7543,Forest,NULL,Cropland,Water,Non_Wetland,Built-up,NULL,Grassland
7544,Forest,NULL,Cropland,Water,Non_Wetland,Built-up,NULL,Built-up
7545,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
7546,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
7547,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Forest
7548,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
7549,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
7550,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
7551,Forest,NULL,Cropland,Water,Non_Wetland,Water,Forest,Grassland
7552,Forest,NULL,Cropland,Water,Non_Wetland,Water,Forest,Water
7553,Forest,NULL,Cropland,Water,Non_Wetland,Water,Forest,Forest
7554,Forest,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
7555,Forest,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Water
7556,Forest,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Forest
7557,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Built-up,Forest
7558,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Water,Grassland
7559,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Water,Water
7560,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Water,Forest
7561,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Forest,Grassland
7562,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Forest,Water
7563,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Forest,Forest
7564,Forest,NULL,Wetland,NULL,NULL,NULL,NULL,Forest
7565,Forest,NULL,Wetland,NULL,NULL,NULL,Water,Forest
7566,Forest,NULL,Wetland,NULL,NULL,Bareland,Water,Bareland
7567,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
7568,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
7569,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
7570,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
7571,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
7572,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
7573,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
7574,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
7575,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
7576,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
7577,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
7578,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
7579,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland,Wetland
7580,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland,Forest
7581,Forest,NULL,Wetland,NULL,Wetland,NULL,Built-up,Grassland
7582,Forest,NULL,Wetland,NULL,Wetland,NULL,Built-up,Wetland
7583,Forest,NULL,Wetland,NULL,Wetland,NULL,Built-up,Forest
7584,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
7585,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
7586,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Bareland
7587,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Water
7588,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
7589,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
7590,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Cropland
7591,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Water
7592,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
7593,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
7594,Forest,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
7595,Forest,NULL,Wetland,NULL,Wetland,Cropland,NULL,Cropland
7596,Forest,NULL,Wetland,NULL,Wetland,Cropland,NULL,Water
7597,Forest,NULL,Wetland,NULL,Wetland,Cropland,NULL,Forest
7598,Forest,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
7599,Forest,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
7600,Forest,NULL,Wetland,NULL,Wetland,Cropland,Water,Water
7601,Forest,NULL,Wetland,NULL,Wetland,Cropland,Water,Forest
7602,Forest,NULL,Wetland,NULL,Wetland,Cropland,Forest,Water
7603,Forest,NULL,Wetland,NULL,Wetland,Cropland,Forest,Forest
7604,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
7605,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
7606,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Water
7607,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
7608,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
7609,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7610,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
7611,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7612,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
7613,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
7614,Forest,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
7615,Forest,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Forest
7616,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
7617,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
7618,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
7619,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
7620,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
7621,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
7622,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
7623,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
7624,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
7625,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
7626,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
7627,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
7628,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
7629,Forest,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Wetland
7630,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
7631,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
7632,Forest,NULL,Wetland,NULL,Wetland,Built-up,NULL,Grassland
7633,Forest,NULL,Wetland,NULL,Wetland,Built-up,NULL,Forest
7634,Forest,NULL,Wetland,NULL,Wetland,Built-up,Wetland,Wetland
7635,Forest,NULL,Wetland,NULL,Wetland,Built-up,Wetland,Forest
7636,Forest,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
7637,Forest,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
7638,Forest,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Forest
7639,Forest,NULL,Wetland,NULL,Wetland,Built-up,Water,Forest
7640,Forest,NULL,Wetland,NULL,Wetland,Built-up,Forest,Forest
7641,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
7642,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
7643,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Water
7644,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
7645,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
7646,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
7647,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
7648,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
7649,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
7650,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
7651,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
7652,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
7653,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
7654,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
7655,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
7656,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Water
7657,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
7658,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
7659,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Water
7660,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
7661,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
7662,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Water
7663,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
7664,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Water
7665,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
7666,Forest,NULL,Wetland,NULL,Wetland,Forest,Bareland,Forest
7667,Forest,NULL,Wetland,NULL,Wetland,Forest,Built-up,Forest
7668,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Grassland
7669,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Water
7670,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
7671,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
7672,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Bareland
7673,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
7674,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
7675,Forest,NULL,Wetland,Non_Water,NULL,NULL,NULL,Grassland
7676,Forest,NULL,Wetland,Non_Water,NULL,NULL,NULL,Wetland
7677,Forest,NULL,Wetland,Non_Water,NULL,NULL,NULL,Water
7678,Forest,NULL,Wetland,Non_Water,NULL,NULL,NULL,Forest
7679,Forest,NULL,Wetland,Non_Water,NULL,NULL,Water,Forest
7680,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
7681,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
7682,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
7683,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
7684,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
7685,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
7686,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
7687,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
7688,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Water
7689,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
7690,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
7691,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Built-up,Water
7692,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Built-up,Forest
7693,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
7694,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
7695,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
7696,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
7697,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
7698,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
7699,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
7700,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Water
7701,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
7702,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
7703,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
7704,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
7705,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
7706,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
7707,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Wetland
7708,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Water
7709,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
7710,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Water
7711,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
7712,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
7713,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Water
7714,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Forest
7715,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,Forest,Water
7716,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,Forest,Forest
7717,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
7718,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
7719,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
7720,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
7721,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
7722,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7723,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
7724,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
7725,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
7726,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7727,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
7728,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7729,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
7730,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Water
7731,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
7732,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Water
7733,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
7734,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
7735,Forest,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
7736,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
7737,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
7738,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
7739,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
7740,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7741,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
7742,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
7743,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
7744,Forest,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
7745,Forest,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Water
7746,Forest,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Forest
7747,Forest,NULL,Wetland,Non_Water,Wetland,Water,Built-up,Grassland
7748,Forest,NULL,Wetland,Non_Water,Wetland,Water,Built-up,Water
7749,Forest,NULL,Wetland,Non_Water,Wetland,Water,Built-up,Forest
7750,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
7751,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
7752,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
7753,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
7754,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
7755,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
7756,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
7757,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
7758,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
7759,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Water
7760,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
7761,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
7762,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Water
7763,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
7764,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
7765,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Built-up,Grassland
7766,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
7767,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
7768,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
7769,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
7770,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Water
