Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDS_M_R
7658,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
7659,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
7660,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
7661,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
7662,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Water
7663,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
7664,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Grassland
7665,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Water
7666,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
7667,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
7668,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
7669,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
7670,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
7671,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Bareland,Forest
7672,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
7673,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Water
7674,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
7675,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
7676,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
7677,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
7678,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
7679,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
7680,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
7681,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
7682,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Water
7683,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
7684,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
7685,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
7686,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
7687,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
7688,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
7689,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
7690,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Water
7691,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Forest
7692,Forest,Forest,Bareland,Water,Non_Wetland,Built-up,Bareland,Grassland
7693,Forest,Forest,Bareland,Water,Non_Wetland,Built-up,Water,Forest
7694,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
7695,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
7696,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
7697,Forest,Forest,Bareland,Water,Non_Wetland,Water,Bareland,Water
7698,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
7699,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
7700,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
7701,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Water
7702,Forest,Forest,Bareland,Water,Non_Wetland,Forest,NULL,Forest
7703,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
7704,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
7705,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
7706,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7707,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
7708,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
7709,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
7710,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
7711,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
7712,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
7713,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
7714,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
7715,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
7716,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
7717,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7718,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
7719,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
7720,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
7721,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
7722,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
7723,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
7724,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
7725,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
7726,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
7727,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
7728,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
7729,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
7730,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
7731,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
7732,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
7733,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
7734,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
7735,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
7736,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
7737,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7738,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
7739,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
7740,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
7741,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7742,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
7743,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
7744,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
7745,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
7746,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
7747,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
7748,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
7749,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
7750,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
7751,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
7752,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
7753,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
7754,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7755,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
7756,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
7757,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
7758,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
7759,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
7760,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
7761,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
7762,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Forest
7763,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
7764,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
7765,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
7766,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
7767,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
7768,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
7769,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
7770,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
7771,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
7772,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
7773,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
7774,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
7775,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7776,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
7777,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
7778,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
7779,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7780,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7781,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
7782,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
7783,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7784,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7785,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
7786,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
7787,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
7788,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
7789,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
7790,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
7791,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
7792,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
7793,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
7794,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Water,Water
7795,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Water,Forest
7796,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
7797,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Water
7798,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
7799,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
7800,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
7801,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
7802,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
7803,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Forest,Grassland
7804,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Forest
7805,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
7806,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
7807,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
7808,Forest,Forest,Water,NULL,Water,NULL,Wetland,Grassland
7809,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
7810,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
7811,Forest,Forest,Water,NULL,Water,NULL,Bareland,Forest
7812,Forest,Forest,Water,NULL,Water,NULL,Water,Water
7813,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
7814,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
7815,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
7816,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Grassland
7817,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
7818,Forest,Forest,Water,NULL,Water,Grassland,Bareland,Forest
7819,Forest,Forest,Water,NULL,Water,Grassland,Water,Grassland
7820,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
7821,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
7822,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
7823,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
7824,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
7825,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
7826,Forest,Forest,Water,NULL,Water,Wetland,Bareland,Forest
7827,Forest,Forest,Water,NULL,Water,Wetland,Water,Grassland
7828,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
7829,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
7830,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
7831,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Grassland
7832,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Grassland
7833,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Water
7834,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
7835,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Forest
7836,Forest,Forest,Water,NULL,Water,Bareland,Water,Grassland
7837,Forest,Forest,Water,NULL,Water,Bareland,Water,Water
7838,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
7839,Forest,Forest,Water,NULL,Water,Built-up,Grassland,Forest
7840,Forest,Forest,Water,NULL,Water,Built-up,Wetland,Grassland
7841,Forest,Forest,Water,NULL,Water,Built-up,Wetland,Forest
7842,Forest,Forest,Water,NULL,Water,Built-up,Bareland,Grassland
7843,Forest,Forest,Water,NULL,Water,Built-up,Bareland,Forest
7844,Forest,Forest,Water,NULL,Water,Built-up,Forest,Forest
7845,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
7846,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
7847,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
7848,Forest,Forest,Water,NULL,Water,Water,Bareland,Forest
7849,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
7850,Forest,Forest,Water,NULL,Water,Water,Water,Bareland
7851,Forest,Forest,Water,NULL,Water,Water,Water,Water
7852,Forest,Forest,Water,NULL,Water,Water,Water,Forest
7853,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
7854,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
7855,Forest,Forest,Water,NULL,Water,Forest,Wetland,Grassland
7856,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
7857,Forest,Forest,Water,NULL,Water,Forest,Bareland,Forest
7858,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
7859,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
7860,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
7861,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
7862,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
7863,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Grassland
7864,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
7865,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
7866,Forest,Forest,Water,Non_Water,Water,NULL,Bareland,Forest
7867,Forest,Forest,Water,Non_Water,Water,NULL,Water,Grassland
7868,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
7869,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
7870,Forest,Forest,Water,Non_Water,Water,Grassland,NULL,Forest
7871,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Grassland
7872,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Water
7873,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
7874,Forest,Forest,Water,Non_Water,Water,Grassland,Bareland,Forest
7875,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Grassland
7876,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Water
7877,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
7878,Forest,Forest,Water,Non_Water,Water,Wetland,NULL,Water
7879,Forest,Forest,Water,Non_Water,Water,Wetland,NULL,Forest
7880,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
7881,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
7882,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
7883,Forest,Forest,Water,Non_Water,Water,Wetland,Bareland,Forest
7884,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
7885,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
7886,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
7887,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Grassland
7888,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Bareland
7889,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Water
7890,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
7891,Forest,Forest,Water,Non_Water,Water,Bareland,Bareland,Grassland
7892,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Grassland
7893,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Water
7894,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Forest
7895,Forest,Forest,Water,Non_Water,Water,Built-up,Wetland,Grassland
7896,Forest,Forest,Water,Non_Water,Water,Water,NULL,Forest
7897,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
7898,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
7899,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
7900,Forest,Forest,Water,Non_Water,Water,Water,Bareland,Forest
7901,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
7902,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
7903,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
7904,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
7905,Forest,Forest,Water,Non_Water,Water,Forest,NULL,Forest
7906,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Grassland
7907,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
7908,Forest,Forest,Water,Non_Water,Water,Forest,Bareland,Forest
7909,Forest,Forest,Water,Non_Water,Water,Forest,Water,Grassland
7910,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
7911,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
7912,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
7913,Forest,Forest,Water,Water,Water,NULL,NULL,Water
7914,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
7915,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
7916,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
7917,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
7918,Forest,Forest,Water,Water,Water,NULL,Bareland,Forest
7919,Forest,Forest,Water,Water,Water,NULL,Water,Grassland
7920,Forest,Forest,Water,Water,Water,NULL,Water,Water
7921,Forest,Forest,Water,Water,Water,NULL,Water,Forest
7922,Forest,Forest,Water,Water,Water,NULL,Forest,Water
7923,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
7924,Forest,Forest,Water,Water,Water,Grassland,NULL,Forest
7925,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
7926,Forest,Forest,Water,Water,Water,Grassland,Wetland,Wetland
7927,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
7928,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
7929,Forest,Forest,Water,Water,Water,Grassland,Water,Grassland
7930,Forest,Forest,Water,Water,Water,Grassland,Water,Water
7931,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
7932,Forest,Forest,Water,Water,Water,Wetland,NULL,Water
7933,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
7934,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
7935,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
7936,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
7937,Forest,Forest,Water,Water,Water,Wetland,Bareland,Forest
7938,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
7939,Forest,Forest,Water,Water,Water,Wetland,Water,Wetland
7940,Forest,Forest,Water,Water,Water,Wetland,Water,Water
7941,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
7942,Forest,Forest,Water,Water,Water,Wetland,Forest,Grassland
7943,Forest,Forest,Water,Water,Water,Bareland,Wetland,Grassland
7944,Forest,Forest,Water,Water,Water,Bareland,Wetland,Water
7945,Forest,Forest,Water,Water,Water,Bareland,Wetland,Forest
7946,Forest,Forest,Water,Water,Water,Bareland,Bareland,Grassland
7947,Forest,Forest,Water,Water,Water,Bareland,Water,Grassland
7948,Forest,Forest,Water,Water,Water,Bareland,Water,Water
7949,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
7950,Forest,Forest,Water,Water,Water,Built-up,Water,Grassland
7951,Forest,Forest,Water,Water,Water,Built-up,Water,Forest
7952,Forest,Forest,Water,Water,Water,Water,NULL,Grassland
7953,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
7954,Forest,Forest,Water,Water,Water,Water,Wetland,Wetland
7955,Forest,Forest,Water,Water,Water,Water,Wetland,Water
7956,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
7957,Forest,Forest,Water,Water,Water,Water,Bareland,Forest
7958,Forest,Forest,Water,Water,Water,Water,Water,Grassland
7959,Forest,Forest,Water,Water,Water,Water,Water,Wetland
7960,Forest,Forest,Water,Water,Water,Water,Water,Water
7961,Forest,Forest,Water,Water,Water,Water,Water,Forest
7962,Forest,Forest,Water,Water,Water,Water,Forest,Grassland
7963,Forest,Forest,Water,Water,Water,Water,Forest,Forest
7964,Forest,Forest,Water,Water,Water,Forest,NULL,Forest
7965,Forest,Forest,Water,Water,Water,Forest,Wetland,Grassland
7966,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
7967,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
7968,Forest,Forest,Water,Water,Water,Forest,Bareland,Forest
7969,Forest,Forest,Water,Water,Water,Forest,Water,Grassland
7970,Forest,Forest,Water,Water,Water,Forest,Water,Water
7971,Forest,Forest,Water,Water,Water,Forest,Water,Forest
7972,Forest,Forest,Water,Water,Water,Forest,Forest,Water
7973,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
7974,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7975,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7976,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
7977,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
7978,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7979,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7980,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7981,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
7982,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
7983,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
7984,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7985,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
7986,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
7987,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
7988,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
7989,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
7990,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
7991,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7992,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
7993,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7994,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7995,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7996,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7997,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7998,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
7999,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8000,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
