Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFD_M_R
15942,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
15943,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
15944,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
15945,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
15946,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
15947,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
15948,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
15949,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
15950,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Water
15951,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
15952,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
15953,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
15954,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
15955,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
15956,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
15957,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Water
15958,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
15959,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15960,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
15961,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
15962,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15963,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
15964,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
15965,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
15966,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
15967,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
15968,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
15969,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
15970,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
15971,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
15972,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15973,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15974,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
15975,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
15976,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
15977,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15978,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
15979,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
15980,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15981,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
15982,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
15983,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
15984,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
15985,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
15986,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
15987,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
15988,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
15989,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
15990,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
15991,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
15992,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
15993,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
15994,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
15995,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
15996,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
15997,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
15998,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
15999,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
16000,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
16001,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
16002,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
16003,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
16004,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
16005,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
16006,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
16007,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
16008,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
16009,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
16010,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
16011,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
16012,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
16013,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
16014,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
16015,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
16016,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
16017,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
16018,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
16019,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
16020,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
16021,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
16022,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
16023,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
16024,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
16025,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
16026,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
16027,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Water
16028,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
16029,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
16030,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Forest,Forest
16031,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Forest
16032,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
16033,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
16034,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
16035,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
16036,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
16037,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
16038,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
16039,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Cropland
16040,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
16041,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
16042,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
16043,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
16044,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
16045,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Cropland
16046,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
16047,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,NULL
16048,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
16049,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
16050,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
16051,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
16052,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
16053,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
16054,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
16055,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
16056,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
16057,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Grassland
16058,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
16059,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
16060,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
16061,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
16062,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Cropland
16063,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
16064,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
16065,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
16066,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
16067,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
16068,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
16069,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
16070,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
16071,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Wetland
16072,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
16073,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
16074,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
16075,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Cropland
16076,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
16077,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
16078,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
16079,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Cropland
16080,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
16081,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
16082,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
16083,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
16084,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
16085,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
16086,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
16087,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Cropland
16088,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
16089,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
16090,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
16091,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
16092,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
16093,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
16094,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
16095,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
16096,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
16097,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
16098,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
16099,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
16100,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
16101,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,NULL
16102,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Grassland
16103,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
16104,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
16105,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
16106,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
16107,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
16108,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
16109,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
16110,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
16111,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
16112,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Cropland
16113,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
16114,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
16115,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
16116,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
16117,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
16118,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
16119,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Cropland
16120,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
16121,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
16122,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
16123,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
16124,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
16125,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
16126,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
16127,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
16128,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
16129,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
16130,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
16131,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
16132,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
16133,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
16134,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
16135,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
16136,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
16137,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Cropland
16138,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
16139,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
16140,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Cropland
16141,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
16142,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
16143,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
16144,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
16145,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
16146,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
16147,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
16148,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
16149,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
16150,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
16151,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
16152,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
16153,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
16154,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
16155,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
16156,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
16157,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
16158,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
16159,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
16160,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
16161,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
16162,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
16163,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
16164,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
16165,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
16166,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
16167,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Water
16168,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
16169,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
16170,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
16171,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
16172,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
16173,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
16174,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
16175,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
16176,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
16177,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
16178,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
16179,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
16180,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
16181,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
16182,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
16183,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
16184,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Cropland
16185,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Water
16186,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
16187,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
16188,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
16189,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
16190,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,NULL
16191,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
16192,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
16193,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
16194,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
16195,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,NULL
16196,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
16197,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Cropland
16198,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
16199,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
16200,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
16201,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
16202,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
16203,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
16204,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
16205,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
16206,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
16207,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
16208,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
16209,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
16210,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
16211,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Grassland
16212,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
16213,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
16214,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
16215,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
16216,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
16217,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
16218,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Forest
16219,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
16220,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
16221,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Water
16222,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
16223,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
16224,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
16225,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Wetland
16226,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
16227,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
16228,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
16229,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
16230,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
16231,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
16232,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
16233,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
16234,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
16235,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
16236,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
16237,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
16238,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
16239,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
16240,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
16241,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
16242,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
16243,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
16244,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
16245,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
16246,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
16247,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
16248,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
16249,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
16250,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
16251,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
16252,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
16253,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
16254,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
16255,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
16256,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
16257,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
16258,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
16259,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16260,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
16261,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
16262,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
16263,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
16264,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
16265,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16266,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
