Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKP_M_R
13385,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13386,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
13387,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
13388,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
13389,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
13390,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13391,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
13392,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,NULL
13393,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
13394,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
13395,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
13396,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
13397,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
13398,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,NULL
13399,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13400,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13401,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13402,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
13403,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
13404,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
13405,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
13406,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,NULL
13407,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
13408,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
13409,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
13410,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
13411,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
13412,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
13413,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
13414,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
13415,Forest,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
13416,Forest,NULL,NULL,Water,Non_Wetland,NULL,Forest,Forest
13417,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
13418,Forest,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
13419,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
13420,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
13421,Forest,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
13422,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
13423,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
13424,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Forest
13425,Forest,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
13426,Forest,NULL,NULL,Water,Non_Wetland,Forest,NULL,Forest
13427,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
13428,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13429,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
13430,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
13431,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
13432,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
13433,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
13434,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13435,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
13436,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
13437,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
13438,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
13439,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
13440,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
13441,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
13442,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
13443,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
13444,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
13445,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
13446,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
13447,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
13448,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
13449,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
13450,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
13451,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
13452,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
13453,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
13454,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
13455,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
13456,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13457,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
13458,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
13459,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
13460,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13461,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13462,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13463,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13464,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13465,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
13466,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13467,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13468,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13469,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
13470,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
13471,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
13472,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13473,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
13474,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13475,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
13476,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
13477,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13478,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13479,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
13480,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13481,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
13482,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
13483,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
13484,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
13485,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13486,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
13487,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
13488,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
13489,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
13490,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13491,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
13492,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
13493,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
13494,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
13495,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
13496,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13497,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13498,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13499,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13500,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
13501,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
13502,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13503,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
13504,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13505,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13506,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
13507,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13508,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
13509,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
13510,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
13511,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
13512,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13513,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
13514,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13515,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
13516,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
13517,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
13518,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13519,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
13520,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
13521,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
13522,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
13523,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
13524,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
13525,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
13526,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
13527,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
13528,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
13529,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
13530,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
13531,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
13532,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
13533,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
13534,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
13535,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
13536,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
13537,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
13538,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
13539,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13540,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
13541,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
13542,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
13543,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
13544,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
13545,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
13546,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13547,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
13548,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
13549,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
13550,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
13551,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13552,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
13553,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
13554,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
13555,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
13556,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
13557,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
13558,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
13559,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
13560,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
13561,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
13562,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
13563,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
13564,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
13565,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
13566,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
13567,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
13568,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13569,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13570,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13571,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13572,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
13573,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
13574,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13575,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
13576,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13577,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
13578,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
13579,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
13580,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13581,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
13582,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13583,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13584,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
13585,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
13586,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
13587,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
13588,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
13589,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
13590,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
13591,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
13592,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
13593,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
13594,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
13595,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
13596,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
13597,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
13598,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
13599,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
13600,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
13601,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
13602,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
13603,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
13604,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
13605,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
13606,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13607,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13608,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
13609,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
13610,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
13611,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
13612,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
13613,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
13614,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
13615,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
13616,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
13617,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
13618,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
13619,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
13620,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
13621,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
13622,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
13623,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
13624,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
13625,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
13626,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
13627,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
13628,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
13629,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
13630,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
13631,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
13632,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
13633,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
13634,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
13635,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
13636,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
13637,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
13638,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
13639,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
13640,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
13641,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
13642,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
13643,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
13644,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Bareland
13645,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Water
13646,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
13647,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
13648,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
13649,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
13650,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
13651,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13652,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
13653,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
13654,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
13655,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
13656,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
13657,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13658,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
13659,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13660,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
13661,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
13662,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
13663,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
13664,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
13665,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
13666,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
13667,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13668,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
13669,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
13670,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
13671,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
13672,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
13673,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13674,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
13675,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
13676,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
13677,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
13678,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
13679,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
13680,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
13681,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13682,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
13683,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
13684,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
13685,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
13686,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
13687,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
13688,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
13689,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
13690,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
13691,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
13692,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
13693,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
13694,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
13695,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
13696,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
13697,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
13698,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
13699,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13700,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13701,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
