Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXH_M_R
10499,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10500,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
10501,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10502,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
10503,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
10504,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
10505,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
10506,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
10507,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
10508,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
10509,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
10510,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
10511,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
10512,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10513,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
10514,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10515,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10516,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10517,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
10518,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
10519,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
10520,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
10521,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
10522,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Forest
10523,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
10524,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
10525,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
10526,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
10527,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
10528,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
10529,Forest,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
10530,Forest,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Bareland
10531,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
10532,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
10533,Forest,Cropland,Wetland,NULL,Wetland,Water,Wetland,Forest
10534,Forest,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
10535,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
10536,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
10537,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
10538,Forest,Cropland,Wetland,Water,Wetland,Grassland,NULL,Grassland
10539,Forest,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
10540,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
10541,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Forest
10542,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
10543,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10544,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
10545,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10546,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
10547,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
10548,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
10549,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
10550,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10551,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10552,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
10553,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
10554,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
10555,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
10556,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
10557,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
10558,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
10559,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
10560,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,Forest,Grassland
10561,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,Forest,Forest
10562,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
10563,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
10564,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
10565,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
10566,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
10567,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
10568,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
10569,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
10570,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10571,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
10572,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
10573,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
10574,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
10575,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10576,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
10577,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
10578,Forest,Cropland,Built-up,Water,Non_Wetland,Grassland,Bareland,Forest
10579,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
10580,Forest,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
10581,Forest,Cropland,Water,NULL,Water,Grassland,NULL,Forest
10582,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
10583,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
10584,Forest,Cropland,Water,NULL,Water,Grassland,Forest,Grassland
10585,Forest,Cropland,Water,NULL,Water,Grassland,Forest,Forest
10586,Forest,Cropland,Water,NULL,Water,Cropland,NULL,Forest
10587,Forest,Cropland,Water,NULL,Water,Cropland,Grassland,Grassland
10588,Forest,Cropland,Water,NULL,Water,Cropland,Wetland,Cropland
10589,Forest,Cropland,Water,NULL,Water,Cropland,Forest,Grassland
10590,Forest,Cropland,Water,NULL,Water,Cropland,Forest,Forest
10591,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Forest
10592,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
10593,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,Forest
10594,Forest,Cropland,Water,NULL,Water,Wetland,Water,Grassland
10595,Forest,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
10596,Forest,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
10597,Forest,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
10598,Forest,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
10599,Forest,Cropland,Water,NULL,Water,Bareland,Forest,Grassland
10600,Forest,Cropland,Water,NULL,Water,Bareland,Forest,Bareland
10601,Forest,Cropland,Water,NULL,Water,Bareland,Forest,Forest
10602,Forest,Cropland,Water,NULL,Water,Water,Wetland,Forest
10603,Forest,Cropland,Water,Non_Water,Water,Grassland,Grassland,Forest
10604,Forest,Cropland,Water,Non_Water,Water,Wetland,Water,Forest
10605,Forest,Cropland,Water,Water,Water,NULL,Grassland,Forest
10606,Forest,Cropland,Water,Water,Water,Grassland,Grassland,Forest
10607,Forest,Cropland,Water,Water,Water,Bareland,Grassland,Forest
10608,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10609,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10610,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10611,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10612,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
10613,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10614,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
10615,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10616,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10617,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
10618,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
10619,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10620,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
10621,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10622,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
10623,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
10624,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
10625,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10626,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
10627,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
10628,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
10629,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
10630,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
10631,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
10632,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10633,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
10634,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
10635,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10636,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
10637,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
10638,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
10639,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
10640,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
10641,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
10642,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
10643,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
10644,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
10645,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Water,Grassland
10646,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
10647,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
10648,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
10649,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
10650,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
10651,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
10652,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
10653,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
10654,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10655,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
10656,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10657,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10658,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
10659,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
10660,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
10661,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10662,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10663,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
10664,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
10665,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
10666,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
10667,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
10668,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
10669,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10670,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
10671,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Cropland
10672,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
10673,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
10674,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
10675,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
10676,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
10677,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
10678,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10679,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
10680,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
10681,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
10682,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
10683,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10684,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10685,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
10686,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
10687,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10688,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10689,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10690,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10691,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10692,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10693,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10694,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Water,Forest
10695,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10696,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10697,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
10698,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
10699,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10700,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
10701,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
10702,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
10703,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
10704,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
10705,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
10706,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
10707,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
10708,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
10709,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10710,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
10711,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
10712,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
10713,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
10714,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
10715,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
10716,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
10717,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
10718,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
10719,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
10720,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
10721,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
10722,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
10723,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
10724,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
10725,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10726,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
10727,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10728,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
10729,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10730,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
10731,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
10732,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
10733,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
10734,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
10735,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Water
10736,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
10737,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
10738,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Water
10739,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
10740,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
10741,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
10742,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10743,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10744,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
10745,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
10746,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10747,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10748,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10749,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
10750,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10751,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
10752,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
10753,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10754,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
10755,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10756,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
10757,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10758,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10759,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
10760,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
10761,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
10762,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10763,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
10764,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
10765,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
10766,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
10767,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
10768,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
10769,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10770,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
10771,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
10772,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
10773,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10774,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10775,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10776,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
10777,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10778,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10779,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
10780,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
10781,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
10782,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
10783,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
10784,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
10785,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
10786,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
10787,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
10788,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
10789,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
10790,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
10791,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10792,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
10793,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
10794,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10795,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10796,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
10797,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10798,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
10799,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
10800,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
10801,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Wetland,Water
10802,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Forest,Wetland
10803,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
10804,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
10805,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10806,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
10807,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10808,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
10809,Forest,Wetland,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
10810,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Wetland
10811,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
