Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVG_M_R
6968,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6969,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
6970,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6971,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6972,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
6973,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
6974,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6975,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
6976,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
6977,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
6978,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
6979,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
6980,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6981,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6982,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6983,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6984,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6985,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6986,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6987,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6988,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6989,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6990,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6991,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6992,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
6993,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
6994,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
6995,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
6996,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
6997,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
6998,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
6999,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
7000,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
7001,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
7002,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
7003,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
7004,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
7005,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
7006,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7007,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
7008,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
7009,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
7010,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
7011,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7012,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
7013,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7014,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7015,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7016,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7017,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
7018,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7019,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
7020,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7021,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7022,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
7023,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
7024,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
7025,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7026,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
7027,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7028,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
7029,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7030,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
7031,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
7032,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
7033,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7034,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
7035,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7036,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
7037,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
7038,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7039,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7040,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7041,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7042,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7043,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7044,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7045,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7046,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7047,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
7048,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
7049,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7050,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
7051,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
7052,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
7053,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
7054,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7055,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
7056,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7057,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7058,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7059,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7060,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7061,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7062,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7063,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7064,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7065,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7066,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7067,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7068,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
7069,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
7070,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
7071,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
7072,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7073,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
7074,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
7075,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7076,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7077,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7078,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
7079,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7080,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7081,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7082,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7083,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7084,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7085,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7086,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7087,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7088,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7089,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7090,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
7091,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
7092,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
7093,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7094,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7095,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7096,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
7097,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7098,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
7099,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
7100,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7101,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
7102,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
7103,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
7104,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7105,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7106,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7107,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
7108,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
7109,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7110,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7111,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
7112,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
7113,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
7114,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
7115,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
7116,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
7117,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
7118,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
7119,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7120,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
7121,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7122,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
7123,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7124,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
7125,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7126,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
7127,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7128,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7129,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
7130,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
7131,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
7132,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
7133,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Built-up
7134,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
7135,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7136,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7137,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7138,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7139,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7140,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7141,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7142,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7143,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7144,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7145,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7146,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7147,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7148,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7149,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7150,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
7151,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7152,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7153,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7154,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
7155,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
7156,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
7157,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
7158,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
7159,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
7160,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
7161,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
7162,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7163,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
7164,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7165,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
7166,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7167,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
7168,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
7169,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
7170,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7171,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
7172,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
7173,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
7174,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
7175,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
7176,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
7177,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
7178,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7179,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7180,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
7181,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
7182,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
7183,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7184,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7185,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
7186,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
7187,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Forest
7188,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Forest
7189,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
7190,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
7191,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
7192,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
7193,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
7194,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
7195,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
7196,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
7197,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
7198,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
7199,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
7200,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
7201,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
7202,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
7203,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
7204,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
7205,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
7206,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
7207,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
7208,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
7209,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
7210,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
7211,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
7212,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
7213,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
7214,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7215,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
7216,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
7217,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
7218,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
7219,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
7220,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
7221,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
7222,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
7223,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
7224,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
7225,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
7226,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
7227,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
7228,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
7229,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
7230,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
7231,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7232,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
7233,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7234,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
7235,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
7236,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
7237,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
7238,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
7239,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
7240,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
7241,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
7242,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
7243,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
7244,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
7245,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
7246,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Forest
7247,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
7248,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
7249,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
7250,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
7251,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
7252,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
7253,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
7254,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
7255,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
7256,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
7257,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
7258,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
7259,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
7260,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
7261,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
7262,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Water
7263,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
7264,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
7265,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
7266,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
7267,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
7268,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
7269,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
7270,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
7271,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
7272,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
7273,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
7274,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
7275,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
7276,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
7277,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
7278,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
7279,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
7280,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
7281,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
7282,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
7283,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
7284,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
7285,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
7286,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7287,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
7288,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7289,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
7290,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
7291,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
7292,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
7293,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
7294,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
7295,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
7296,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
7297,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
7298,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
7299,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
7300,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
