Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZK_M_R
3577,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3578,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3579,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
3580,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3581,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3582,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3583,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3584,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3585,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3586,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3587,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3588,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3589,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
3590,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3591,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3592,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3593,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
3594,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3595,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3596,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3597,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3598,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3599,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3600,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
3601,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3602,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3603,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3604,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3605,Forest,Forest,NULL,Water,Non_Wetland,NULL,Grassland,Forest
3606,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3607,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3608,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
3609,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
3610,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
3611,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3612,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3613,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3614,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3615,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3616,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3617,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3618,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3619,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3620,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3621,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3622,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3623,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3624,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3625,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3626,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3627,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3628,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3629,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3630,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3631,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3632,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3633,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3634,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3635,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3636,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3637,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3638,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3639,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3640,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3641,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3642,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3643,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3644,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3645,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3646,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3647,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3648,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3649,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3650,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3651,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3652,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3653,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3654,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3655,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3656,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3657,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3658,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3659,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3660,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3661,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3662,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3663,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3664,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3665,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3666,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3667,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3668,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3669,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3670,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
3671,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
3672,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3673,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3674,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3675,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3676,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3677,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3678,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3679,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3680,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3681,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3682,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3683,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
3684,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3685,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3686,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3687,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3688,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3689,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3690,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3691,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3692,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3693,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3694,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3695,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3696,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3697,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3698,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3699,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
3700,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3701,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3702,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3703,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3704,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3705,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3706,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3707,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
3708,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3709,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3710,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3711,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3712,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
3713,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3714,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
3715,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3716,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3717,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
3718,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3719,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3720,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
3721,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3722,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
3723,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3724,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3725,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3726,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3727,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3728,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3729,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3730,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3731,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3732,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3733,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3734,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3735,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3736,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
3737,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3738,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3739,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3740,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3741,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3742,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3743,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3744,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3745,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
3746,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3747,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3748,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3749,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3750,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3751,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3752,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3753,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3754,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3755,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3756,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3757,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3758,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3759,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3760,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3761,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3762,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
3763,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3764,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3765,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
3766,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3767,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3768,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3769,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3770,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3771,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3772,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3773,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3774,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3775,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3776,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
3777,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3778,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3779,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
3780,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3781,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3782,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3783,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3784,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3785,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
3786,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3787,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3788,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3789,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3790,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3791,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3792,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3793,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3794,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
3795,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
3796,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
3797,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
3798,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3799,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3800,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3801,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3802,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3803,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3804,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3805,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
3806,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3807,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3808,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3809,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3810,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3811,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3812,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3813,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3814,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3815,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3816,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3817,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
3818,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3819,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3820,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3821,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
3822,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3823,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3824,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3825,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
3826,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3827,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
3828,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
3829,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3830,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3831,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3832,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3833,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
3834,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3835,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3836,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3837,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
3838,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3839,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3840,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3841,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3842,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3843,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3844,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3845,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3846,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3847,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3848,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3849,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3850,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3851,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3852,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3853,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3854,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3855,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3856,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3857,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3858,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3859,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3860,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3861,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3862,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3863,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3864,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3865,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3866,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3867,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3868,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
3869,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3870,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3871,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
3872,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3873,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3874,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
3875,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3876,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3877,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3878,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3879,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3880,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3881,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3882,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3883,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3884,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
3885,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3886,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3887,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3888,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3889,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
3890,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
3891,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
