Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKU_M_R
12848,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
12849,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
12850,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
12851,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
12852,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
12853,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
12854,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
12855,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
12856,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
12857,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
12858,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
12859,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
12860,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
12861,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
12862,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
12863,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12864,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12865,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12866,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12867,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
12868,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12869,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
12870,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
12871,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12872,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
12873,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
12874,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12875,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
12876,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
12877,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
12878,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
12879,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
12880,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
12881,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12882,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12883,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Wetland
12884,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
12885,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
12886,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
12887,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
12888,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
12889,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
12890,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
12891,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
12892,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12893,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
12894,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
12895,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
12896,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
12897,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12898,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12899,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
12900,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
12901,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
12902,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
12903,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
12904,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
12905,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
12906,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
12907,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
12908,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12909,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12910,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
12911,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12912,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12913,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
12914,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12915,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12916,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12917,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12918,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
12919,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12920,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
12921,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
12922,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
12923,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
12924,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
12925,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
12926,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12927,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
12928,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
12929,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
12930,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
12931,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12932,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12933,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
12934,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
12935,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
12936,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
12937,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
12938,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
12939,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Forest,Forest
12940,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
12941,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
12942,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
12943,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
12944,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
12945,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
12946,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
12947,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
12948,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
12949,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
12950,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12951,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12952,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
12953,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12954,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
12955,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
12956,Forest,Cropland,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
12957,Forest,Cropland,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
12958,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
12959,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Wetland
12960,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
12961,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,NULL
12962,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
12963,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Cropland
12964,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
12965,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
12966,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
12967,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water,Cropland
12968,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water,Wetland
12969,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest,Grassland
12970,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest,Wetland
12971,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest,Forest
12972,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
12973,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
12974,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
12975,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
12976,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
12977,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
12978,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
12979,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
12980,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
12981,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
12982,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
12983,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Water,Wetland
12984,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
12985,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Wetland
12986,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
12987,Forest,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Grassland
12988,Forest,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Wetland
12989,Forest,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
12990,Forest,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
12991,Forest,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
12992,Forest,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
12993,Forest,Cropland,Wetland,NULL,Wetland,Cropland,Forest,Grassland
12994,Forest,Cropland,Wetland,NULL,Wetland,Cropland,Forest,Forest
12995,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
12996,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
12997,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
12998,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
12999,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
13000,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
13001,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
13002,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
13003,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
13004,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
13005,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
13006,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
13007,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
13008,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
13009,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,Forest
13010,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
13011,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
13012,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Forest
13013,Forest,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
13014,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
13015,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
13016,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
13017,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
13018,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
13019,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
13020,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
13021,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Water,Forest
13022,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
13023,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Forest
13024,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
13025,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Cropland
13026,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
13027,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
13028,Forest,Cropland,Wetland,NULL,Wetland,Water,Wetland,Grassland
13029,Forest,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
13030,Forest,Cropland,Wetland,NULL,Wetland,Water,Wetland,Forest
13031,Forest,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
13032,Forest,Cropland,Wetland,NULL,Wetland,Water,Water,Cropland
13033,Forest,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
13034,Forest,Cropland,Wetland,NULL,Wetland,Water,Water,Forest
13035,Forest,Cropland,Wetland,NULL,Wetland,Water,Forest,Wetland
13036,Forest,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Grassland
13037,Forest,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
13038,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Grassland
13039,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
13040,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
13041,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
13042,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
13043,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
13044,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
13045,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
13046,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
13047,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
13048,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
13049,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
13050,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
13051,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
13052,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
13053,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
13054,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland,Grassland,Wetland
13055,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
13056,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
13057,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
13058,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
13059,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
13060,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
13061,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
13062,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
13063,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
13064,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
13065,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Cropland
13066,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
13067,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
13068,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
13069,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
13070,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
13071,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
13072,Forest,Cropland,Wetland,Water,Wetland,NULL,Grassland,Wetland
13073,Forest,Cropland,Wetland,Water,Wetland,NULL,Wetland,Wetland
13074,Forest,Cropland,Wetland,Water,Wetland,NULL,Water,Wetland
13075,Forest,Cropland,Wetland,Water,Wetland,Grassland,NULL,Grassland
13076,Forest,Cropland,Wetland,Water,Wetland,Grassland,NULL,Forest
13077,Forest,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
13078,Forest,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
13079,Forest,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
13080,Forest,Cropland,Wetland,Water,Wetland,Grassland,Water,Wetland
13081,Forest,Cropland,Wetland,Water,Wetland,Cropland,NULL,Grassland
13082,Forest,Cropland,Wetland,Water,Wetland,Cropland,Wetland,Grassland
13083,Forest,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
13084,Forest,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Cropland
13085,Forest,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
13086,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
13087,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
13088,Forest,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
13089,Forest,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Wetland
13090,Forest,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
13091,Forest,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
13092,Forest,Cropland,Wetland,Water,Wetland,Water,Water,Water
13093,Forest,Cropland,Wetland,Water,Wetland,Forest,Grassland,Forest
13094,Forest,Cropland,Wetland,Water,Wetland,Forest,Water,Wetland
13095,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
13096,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
13097,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
13098,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
13099,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
13100,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
13101,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Wetland
13102,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
13103,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
13104,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
13105,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
13106,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
13107,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13108,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
13109,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
13110,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13111,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13112,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
13113,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
13114,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
13115,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13116,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
13117,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
13118,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13119,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
13120,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
13121,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
13122,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
13123,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
13124,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
13125,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13126,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13127,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
13128,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13129,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
13130,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
13131,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
13132,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Water
13133,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
13134,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
13135,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
13136,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
13137,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
13138,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
13139,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Forest
13140,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland,Bareland,Forest
13141,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
13142,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
13143,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
13144,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
13145,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
13146,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
13147,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
13148,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
13149,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
13150,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
13151,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
13152,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
13153,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
13154,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
13155,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
13156,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
13157,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
13158,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
