Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXP_M_R
9328,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
9329,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
9330,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
9331,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Forest
9332,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
9333,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
9334,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
9335,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
9336,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
9337,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
9338,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
9339,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
9340,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
9341,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9342,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9343,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9344,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9345,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
9346,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
9347,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
9348,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
9349,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
9350,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
9351,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
9352,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
9353,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,NULL
9354,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Water
9355,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Forest
9356,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9357,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,NULL
9358,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9359,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
9360,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Grassland
9361,Forest,Wetland,Water,NULL,Water,NULL,Water,Water
9362,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
9363,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
9364,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
9365,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
9366,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
9367,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Forest
9368,Forest,Wetland,Water,NULL,Water,Bareland,Wetland,NULL
9369,Forest,Wetland,Water,NULL,Water,Bareland,Wetland,Grassland
9370,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
9371,Forest,Wetland,Water,NULL,Water,Water,Water,Water
9372,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
9373,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
9374,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
9375,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
9376,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Water
9377,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
9378,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Forest
9379,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,NULL
9380,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
9381,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
9382,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
9383,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
9384,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
9385,Forest,Wetland,Water,Non_Water,Water,Wetland,Forest,Forest
9386,Forest,Wetland,Water,Non_Water,Water,Bareland,Water,Bareland
9387,Forest,Wetland,Water,Non_Water,Water,Bareland,Water,Built-up
9388,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
9389,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
9390,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
9391,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
9392,Forest,Wetland,Water,Non_Water,Water,Water,Forest,Forest
9393,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,Forest
9394,Forest,Wetland,Water,Water,Water,NULL,Wetland,Wetland
9395,Forest,Wetland,Water,Water,Water,NULL,Wetland,Water
9396,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
9397,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
9398,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
9399,Forest,Wetland,Water,Water,Water,Wetland,NULL,Forest
9400,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
9401,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
9402,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
9403,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
9404,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
9405,Forest,Wetland,Water,Water,Water,Bareland,Water,Water
9406,Forest,Wetland,Water,Water,Water,Water,NULL,Forest
9407,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
9408,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
9409,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
9410,Forest,Wetland,Water,Water,Water,Water,Water,Water
9411,Forest,Wetland,Water,Water,Water,Water,Water,Forest
9412,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
9413,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
9414,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9415,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
9416,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
9417,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
9418,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9419,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9420,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9421,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Bareland
9422,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
9423,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9424,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9425,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9426,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9427,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9428,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
9429,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9430,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
9431,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
9432,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9433,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9434,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9435,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
9436,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9437,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9438,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
9439,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9440,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9441,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
9442,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9443,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
9444,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9445,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
9446,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9447,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
9448,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9449,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9450,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9451,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
9452,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
9453,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9454,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
9455,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9456,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9457,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9458,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
9459,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
9460,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9461,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
9462,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
9463,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9464,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9465,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
9466,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9467,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
9468,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
9469,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
9470,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
9471,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
9472,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9473,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
9474,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
9475,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
9476,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
9477,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
9478,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
9479,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
9480,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
9481,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
9482,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
9483,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
9484,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
9485,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
9486,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
9487,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Grassland
9488,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Water
9489,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
9490,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
9491,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9492,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
9493,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
9494,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9495,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9496,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9497,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
9498,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
9499,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
9500,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
9501,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9502,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9503,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
9504,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9505,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9506,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9507,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9508,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9509,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9510,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
9511,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
9512,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9513,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9514,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9515,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9516,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9517,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9518,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9519,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
9520,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9521,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
9522,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
9523,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9524,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9525,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
9526,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9527,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9528,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9529,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
9530,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
9531,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
9532,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9533,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
9534,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9535,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9536,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
9537,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
9538,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9539,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
9540,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
9541,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9542,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9543,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9544,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9545,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9546,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9547,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9548,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
9549,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
9550,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9551,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9552,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9553,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
9554,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9555,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9556,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9557,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
9558,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9559,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9560,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9561,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
9562,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
9563,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9564,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9565,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
9566,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9567,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
9568,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9569,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9570,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9571,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9572,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9573,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
9574,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
9575,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
9576,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9577,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9578,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9579,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9580,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9581,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9582,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9583,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9584,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9585,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
9586,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
9587,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9588,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
9589,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
9590,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
9591,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
9592,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9593,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
9594,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9595,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9596,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9597,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
9598,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9599,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9600,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9601,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9602,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
9603,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9604,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
9605,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9606,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9607,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9608,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
9609,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9610,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
9611,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
9612,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
9613,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9614,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9615,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9616,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9617,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9618,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9619,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
9620,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9621,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
9622,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
9623,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
9624,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
9625,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
9626,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
9627,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
9628,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
9629,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
9630,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9631,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9632,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
9633,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
9634,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9635,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
9636,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9637,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9638,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
9639,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
9640,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9641,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
9642,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9643,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
9644,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
9645,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
9646,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
9647,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
9648,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
9649,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
9650,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
9651,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
9652,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
9653,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
9654,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
9655,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
9656,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
9657,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
9658,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
9659,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9660,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
9661,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
