Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NXC_M_R
2718,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2719,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2720,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2721,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2722,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2723,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2724,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2725,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2726,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2727,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2728,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2729,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2730,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2731,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2732,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2733,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
2734,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2735,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
2736,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2737,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2738,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2739,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2740,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2741,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2742,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2743,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2744,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2745,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2746,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2747,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
2748,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2749,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2750,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2751,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2752,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2753,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2754,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2755,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2756,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2757,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2758,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2759,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2760,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2761,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2762,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2763,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2764,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
2765,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
2766,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2767,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2768,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2769,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2770,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
2771,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2772,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2773,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
2774,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2775,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2776,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2777,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2778,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2779,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2780,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
2781,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
2782,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2783,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2784,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2785,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2786,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2787,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
2788,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2789,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2790,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2791,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
2792,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2793,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2794,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2795,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2796,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2797,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2798,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2799,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2800,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2801,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2802,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2803,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2804,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2805,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
2806,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2807,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2808,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2809,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2810,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
2811,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2812,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
2813,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2814,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,NULL
2815,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
2816,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
2817,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
2818,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
2819,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
2820,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
2821,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
2822,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2823,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
2824,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
2825,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2826,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
2827,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
2828,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
2829,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
2830,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,NULL
2831,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2832,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
2833,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
2834,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
2835,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
2836,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
2837,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2838,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2839,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2840,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2841,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2842,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2843,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2844,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2845,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2846,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
2847,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2848,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2849,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
2850,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2851,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2852,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
2853,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
2854,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
2855,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
2856,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2857,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2858,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2859,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2860,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2861,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2862,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2863,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2864,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2865,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
2866,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2867,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2868,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2869,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
2870,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,NULL
2871,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
2872,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
2873,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
2874,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2875,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2876,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
2877,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2878,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
2879,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
2880,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,NULL
2881,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
2882,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
2883,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
2884,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
2885,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2886,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
2887,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2888,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2889,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2890,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2891,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
2892,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2893,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
2894,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
2895,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2896,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2897,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2898,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2899,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2900,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
2901,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2902,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2903,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2904,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2905,Forest,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Forest
2906,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
2907,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
2908,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
2909,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2910,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2911,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2912,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2913,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2914,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2915,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
2916,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2917,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
2918,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
2919,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
2920,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
2921,Forest,Forest,Water,NULL,Water,Shrubland,Wetland,Forest
2922,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
2923,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
2924,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
2925,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2926,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
2927,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
2928,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
2929,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
2930,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
2931,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
2932,Forest,Forest,Water,Non_Water,Water,Shrubland,Wetland,Forest
2933,Forest,Forest,Water,Non_Water,Water,Shrubland,Water,Forest
2934,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
2935,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
2936,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
2937,Forest,Forest,Water,Water,Water,NULL,Water,Forest
2938,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
2939,Forest,Forest,Water,Water,Water,Shrubland,Water,Forest
2940,Forest,Forest,Water,Water,Water,Shrubland,Forest,Forest
2941,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
2942,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
2943,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
2944,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
2945,Forest,Forest,Water,Water,Water,Water,Water,Water
2946,Forest,Forest,Water,Water,Water,Water,Water,Forest
2947,Forest,Forest,Water,Water,Water,Water,Forest,Forest
2948,Forest,Forest,Water,Water,Water,Forest,Water,Forest
2949,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
2950,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2951,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2952,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2953,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2954,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2955,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2956,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2957,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2958,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2959,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2960,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2961,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2962,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2963,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2964,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2965,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
2966,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2967,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2968,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2969,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2970,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2971,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2972,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2973,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2974,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2975,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2976,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2977,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2978,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2979,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2980,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2981,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2982,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2983,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2984,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2985,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2986,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2987,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2988,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2989,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2990,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2991,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2992,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2993,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2994,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2995,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2996,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2997,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2998,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2999,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3000,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3001,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3002,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3003,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3004,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
3005,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3006,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3007,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
3008,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3009,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
3010,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3011,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3012,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3013,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3014,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3015,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3016,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3017,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
3018,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
3019,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3020,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3021,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3022,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
3023,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3024,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
3025,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3026,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3027,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3028,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3029,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3030,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
3031,Forest,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
3032,Forest,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
3033,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3034,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
3035,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3036,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3037,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
3038,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
3039,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3040,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3041,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
3042,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3043,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3044,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
3045,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3046,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3047,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
3048,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
3049,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3050,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
3051,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
3052,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
