Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMJ_M_R
2870,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2871,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Grassland
2872,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Water
2873,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
2874,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
2875,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2876,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
2877,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2878,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
2879,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
2880,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2881,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,NULL
2882,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Grassland
2883,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
2884,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
2885,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2886,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
2887,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
2888,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2889,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2890,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2891,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2892,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2893,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
2894,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2895,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2896,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2897,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
2898,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2899,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2900,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2901,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
2902,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
2903,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2904,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
2905,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2906,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2907,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2908,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland,Forest
2909,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2910,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Grassland
2911,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
2912,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
2913,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
2914,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2915,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Forest
2916,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
2917,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
2918,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
2919,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
2920,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2921,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2922,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
2923,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
2924,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
2925,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
2926,Forest,Forest,Wetland,Water,Wetland,Forest,Bareland,Forest
2927,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
2928,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
2929,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2930,Forest,Forest,Water,NULL,Water,NULL,Wetland,Bareland
2931,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
2932,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
2933,Forest,Forest,Water,NULL,Water,NULL,Bareland,Grassland
2934,Forest,Forest,Water,NULL,Water,NULL,Bareland,Water
2935,Forest,Forest,Water,NULL,Water,NULL,Bareland,Forest
2936,Forest,Forest,Water,NULL,Water,NULL,Water,Grassland
2937,Forest,Forest,Water,NULL,Water,NULL,Water,Water
2938,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
2939,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
2940,Forest,Forest,Water,NULL,Water,Shrubland,Bareland,Water
2941,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Water
2942,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
2943,Forest,Forest,Water,NULL,Water,Grassland,Bareland,Grassland
2944,Forest,Forest,Water,NULL,Water,Grassland,Bareland,Forest
2945,Forest,Forest,Water,NULL,Water,Grassland,Water,Water
2946,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
2947,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
2948,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
2949,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
2950,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Water
2951,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Forest
2952,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
2953,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
2954,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
2955,Forest,Forest,Water,NULL,Water,Water,Bareland,Water
2956,Forest,Forest,Water,NULL,Water,Water,Bareland,Forest
2957,Forest,Forest,Water,NULL,Water,Water,Water,Water
2958,Forest,Forest,Water,NULL,Water,Water,Water,Forest
2959,Forest,Forest,Water,NULL,Water,Water,Forest,Water
2960,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
2961,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
2962,Forest,Forest,Water,NULL,Water,Forest,Bareland,Grassland
2963,Forest,Forest,Water,NULL,Water,Forest,Bareland,Water
2964,Forest,Forest,Water,NULL,Water,Forest,Bareland,Forest
2965,Forest,Forest,Water,NULL,Water,Forest,Water,Grassland
2966,Forest,Forest,Water,NULL,Water,Forest,Water,Bareland
2967,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
2968,Forest,Forest,Water,NULL,Water,Forest,Forest,Grassland
2969,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
2970,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
2971,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
2972,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
2973,Forest,Forest,Water,Non_Water,Water,NULL,Bareland,Forest
2974,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
2975,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
2976,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Water
2977,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
2978,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
2979,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
2980,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
2981,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
2982,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
2983,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
2984,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
2985,Forest,Forest,Water,Non_Water,Water,Forest,Water,Water
2986,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
2987,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
2988,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
2989,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
2990,Forest,Forest,Water,Water,Water,NULL,Bareland,Grassland
2991,Forest,Forest,Water,Water,Water,NULL,Bareland,Water
2992,Forest,Forest,Water,Water,Water,NULL,Bareland,Forest
2993,Forest,Forest,Water,Water,Water,NULL,Water,Grassland
2994,Forest,Forest,Water,Water,Water,NULL,Water,Water
2995,Forest,Forest,Water,Water,Water,NULL,Water,Forest
2996,Forest,Forest,Water,Water,Water,NULL,Forest,Grassland
2997,Forest,Forest,Water,Water,Water,NULL,Forest,Water
2998,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
2999,Forest,Forest,Water,Water,Water,Shrubland,Wetland,Water
3000,Forest,Forest,Water,Water,Water,Shrubland,Forest,Water
3001,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
3002,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
3003,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
3004,Forest,Forest,Water,Water,Water,Grassland,Bareland,Grassland
3005,Forest,Forest,Water,Water,Water,Grassland,Bareland,Water
3006,Forest,Forest,Water,Water,Water,Grassland,Bareland,Forest
3007,Forest,Forest,Water,Water,Water,Grassland,Water,Water
3008,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
3009,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
3010,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
3011,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
3012,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
3013,Forest,Forest,Water,Water,Water,Bareland,Wetland,Water
3014,Forest,Forest,Water,Water,Water,Bareland,Wetland,Forest
3015,Forest,Forest,Water,Water,Water,Bareland,Bareland,Forest
3016,Forest,Forest,Water,Water,Water,Bareland,Water,Water
3017,Forest,Forest,Water,Water,Water,Bareland,Forest,Forest
3018,Forest,Forest,Water,Water,Water,Water,Wetland,Water
3019,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
3020,Forest,Forest,Water,Water,Water,Water,Bareland,Grassland
3021,Forest,Forest,Water,Water,Water,Water,Bareland,Forest
3022,Forest,Forest,Water,Water,Water,Water,Water,Water
3023,Forest,Forest,Water,Water,Water,Water,Water,Forest
3024,Forest,Forest,Water,Water,Water,Water,Forest,Bareland
3025,Forest,Forest,Water,Water,Water,Water,Forest,Forest
3026,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
3027,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
3028,Forest,Forest,Water,Water,Water,Forest,Bareland,Grassland
3029,Forest,Forest,Water,Water,Water,Forest,Bareland,Water
3030,Forest,Forest,Water,Water,Water,Forest,Bareland,Forest
3031,Forest,Forest,Water,Water,Water,Forest,Water,Water
3032,Forest,Forest,Water,Water,Water,Forest,Water,Forest
3033,Forest,Forest,Water,Water,Water,Forest,Forest,Water
3034,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
3035,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3036,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3037,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
3038,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3039,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Bareland
3040,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3041,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3042,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
3043,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
3044,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Water
3045,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3046,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Bareland
3047,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
3048,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
3049,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3050,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3051,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
3052,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
3053,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3054,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3055,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3056,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3057,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3058,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Bareland
3059,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3060,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3061,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
3062,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
3063,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3064,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3065,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3066,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3067,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3068,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3069,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3070,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3071,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3072,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3073,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3074,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3075,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
3076,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3077,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3078,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3079,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
3080,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
3081,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3082,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3083,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Water
3084,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3085,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3086,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3087,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
3088,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Water
3089,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3090,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3091,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3092,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3093,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3094,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3095,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3096,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3097,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3098,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3099,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3100,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
3101,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3102,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3103,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3104,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3105,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
3106,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3107,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3108,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
3109,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Water
3110,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3111,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
3112,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3113,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3114,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
3115,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
3116,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3117,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3118,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
3119,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Water
3120,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3121,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
3122,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Bareland
3123,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
3124,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
3125,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3126,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Bareland
3127,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
3128,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
3129,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3130,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3131,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3132,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3133,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
3134,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3135,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
3136,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3137,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3138,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
3139,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
3140,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Water
3141,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3142,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Grassland
3143,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Bareland
3144,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
3145,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
3146,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3147,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3148,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
3149,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
3150,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3151,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3152,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3153,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
3154,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3155,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3156,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
3157,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Water
3158,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3159,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3160,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3161,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
3162,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Water
3163,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3164,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
3165,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3166,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3167,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3168,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3169,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
3170,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
3171,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3172,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3173,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
3174,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3175,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
3176,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3177,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3178,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3179,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
3180,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3181,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
3182,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
3183,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3184,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
3185,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3186,Forest,Forest,Forest,Water,Non_Wetland,NULL,Bareland,Forest
3187,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
3188,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
3189,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Grassland
3190,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Water
3191,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
3192,Forest,Forest,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
3193,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Water
3194,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
3195,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
3196,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Bareland,Bareland
3197,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
3198,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Grassland
3199,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
3200,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
3201,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Water
3202,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
3203,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3204,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
3205,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
3206,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
3207,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
3208,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Water
3209,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Forest
3210,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Forest,Forest
3211,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
3212,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
3213,Forest,Forest,Forest,Water,Non_Wetland,Water,Bareland,Forest
3214,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Water
