Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCC_M_R
8749,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
8750,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
8751,Forest,Water,Water,Non_Water,Water,NULL,Water,Wetland
8752,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
8753,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
8754,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
8755,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Grassland
8756,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Wetland
8757,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
8758,Forest,Water,Water,Non_Water,Water,Grassland,Water,Grassland
8759,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
8760,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
8761,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
8762,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
8763,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
8764,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
8765,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
8766,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
8767,Forest,Water,Water,Non_Water,Water,Water,Grassland,Grassland
8768,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
8769,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
8770,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
8771,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
8772,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
8773,Forest,Water,Water,Non_Water,Water,Water,Water,Water
8774,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
8775,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
8776,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
8777,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
8778,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
8779,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
8780,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
8781,Forest,Water,Water,Water,Water,NULL,Grassland,Wetland
8782,Forest,Water,Water,Water,Water,NULL,Grassland,Water
8783,Forest,Water,Water,Water,Water,NULL,Wetland,Wetland
8784,Forest,Water,Water,Water,Water,NULL,Wetland,Water
8785,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
8786,Forest,Water,Water,Water,Water,NULL,Water,Grassland
8787,Forest,Water,Water,Water,Water,NULL,Water,Wetland
8788,Forest,Water,Water,Water,Water,NULL,Water,Water
8789,Forest,Water,Water,Water,Water,NULL,Water,Forest
8790,Forest,Water,Water,Water,Water,NULL,Forest,Water
8791,Forest,Water,Water,Water,Water,NULL,Forest,Forest
8792,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
8793,Forest,Water,Water,Water,Water,Grassland,Wetland,Wetland
8794,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
8795,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
8796,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
8797,Forest,Water,Water,Water,Water,Grassland,Water,Wetland
8798,Forest,Water,Water,Water,Water,Grassland,Water,Water
8799,Forest,Water,Water,Water,Water,Grassland,Water,Forest
8800,Forest,Water,Water,Water,Water,Wetland,Grassland,Water
8801,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
8802,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
8803,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
8804,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
8805,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
8806,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
8807,Forest,Water,Water,Water,Water,Wetland,Water,Water
8808,Forest,Water,Water,Water,Water,Wetland,Water,Forest
8809,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
8810,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
8811,Forest,Water,Water,Water,Water,Bareland,Water,Water
8812,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
8813,Forest,Water,Water,Water,Water,Water,Wetland,Water
8814,Forest,Water,Water,Water,Water,Water,Wetland,Forest
8815,Forest,Water,Water,Water,Water,Water,Water,Grassland
8816,Forest,Water,Water,Water,Water,Water,Water,Wetland
8817,Forest,Water,Water,Water,Water,Water,Water,Water
8818,Forest,Water,Water,Water,Water,Water,Water,Forest
8819,Forest,Water,Water,Water,Water,Water,Forest,Forest
8820,Forest,Water,Water,Water,Water,Forest,Wetland,Water
8821,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
8822,Forest,Water,Water,Water,Water,Forest,Water,Water
8823,Forest,Water,Water,Water,Water,Forest,Water,Forest
8824,Forest,Water,Water,Water,Water,Forest,Forest,Forest
8825,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8826,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8827,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
8828,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
8829,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8830,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
8831,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
8832,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
8833,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8834,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
8835,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8836,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
8837,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8838,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
8839,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
8840,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8841,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
8842,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
8843,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8844,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
8845,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8846,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8847,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8848,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8849,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8850,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
8851,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8852,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
8853,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8854,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
8855,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
8856,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8857,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8858,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8859,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
8860,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8861,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8862,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
8863,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
8864,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8865,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
8866,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
8867,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
8868,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
8869,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8870,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
8871,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8872,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
8873,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
8874,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8875,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
8876,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
8877,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
8878,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
8879,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
8880,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
8881,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
8882,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8883,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
8884,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8885,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
8886,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
8887,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8888,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8889,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
8890,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8891,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
8892,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
8893,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
8894,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
8895,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
8896,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
8897,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
8898,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
8899,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
8900,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
8901,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
8902,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
8903,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
8904,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
8905,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8906,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
8907,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
8908,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
8909,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
8910,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
8911,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
8912,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
8913,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
8914,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
8915,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
8916,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
8917,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
8918,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
8919,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
8920,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
8921,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
8922,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
8923,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
8924,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
8925,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
8926,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
8927,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
8928,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
8929,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
8930,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
8931,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
8932,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
8933,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
8934,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8935,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8936,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8937,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
8938,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
8939,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
8940,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
8941,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8942,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
8943,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
8944,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8945,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8946,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8947,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8948,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8949,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8950,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
8951,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
8952,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
8953,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
8954,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8955,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
8956,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
8957,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
8958,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8959,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8960,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
8961,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8962,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
8963,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8964,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8965,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8966,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
8967,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8968,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
8969,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
8970,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
8971,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
8972,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8973,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
8974,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
8975,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
8976,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8977,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8978,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
8979,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
8980,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
8981,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
8982,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
8983,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
8984,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
8985,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
8986,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
8987,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Wetland
8988,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
8989,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Wetland
8990,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
8991,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
8992,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8993,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8994,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8995,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
8996,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
8997,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
8998,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
8999,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9000,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9001,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
9002,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
9003,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
9004,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
9005,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9006,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9007,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9008,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9009,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
9010,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
9011,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
9012,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
9013,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9014,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9015,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9016,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9017,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
9018,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
9019,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
9020,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9021,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
9022,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
9023,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
9024,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
9025,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
9026,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
9027,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
9028,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
9029,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
9030,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
9031,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
9032,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
9033,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
9034,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
9035,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
9036,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
9037,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Wetland
9038,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
9039,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Wetland
9040,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
9041,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9042,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9043,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
9044,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
9045,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9046,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
9047,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
9048,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
9049,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
9050,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9051,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9052,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9053,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9054,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9055,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9056,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9057,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9058,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9059,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9060,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9061,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
9062,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9063,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
9064,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9065,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
9066,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9067,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9068,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
9069,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
9070,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
9071,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9072,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9073,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9074,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9075,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9076,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9077,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9078,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
9079,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
9080,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9081,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
9082,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
