Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCR_M_R
9953,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
9954,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
9955,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
9956,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9957,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Forest
9958,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9959,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
9960,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9961,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9962,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9963,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
9964,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
9965,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
9966,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Water
9967,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
9968,Forest,Forest,Bareland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
9969,Forest,Forest,Bareland,Non_Water,Non_Wetland,Built-up,Wetland,Forest
9970,Forest,Forest,Bareland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
9971,Forest,Forest,Bareland,Non_Water,Non_Wetland,Built-up,Water,Grassland
9972,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
9973,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
9974,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
9975,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
9976,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9977,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
9978,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
9979,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
9980,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
9981,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
9982,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
9983,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
9984,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
9985,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,NULL,Grassland
9986,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,NULL,Water
9987,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
9988,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
9989,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
9990,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
9991,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
9992,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
9993,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
9994,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
9995,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
9996,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
9997,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
9998,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,NULL,Grassland
9999,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,NULL,Water
10000,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,NULL,Forest
10001,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
10002,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
10003,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
10004,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
10005,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
10006,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
10007,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
10008,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Water
10009,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
10010,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
10011,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
10012,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,NULL,Grassland
10013,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,NULL,Water
10014,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,NULL,Forest
10015,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
10016,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
10017,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
10018,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
10019,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
10020,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
10021,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Water
10022,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Forest
10023,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Forest,Grassland
10024,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Forest,Water
10025,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Forest,Forest
10026,Forest,Forest,Bareland,Water,Non_Wetland,Water,NULL,Grassland
10027,Forest,Forest,Bareland,Water,Non_Wetland,Water,NULL,Water
10028,Forest,Forest,Bareland,Water,Non_Wetland,Water,NULL,Forest
10029,Forest,Forest,Bareland,Water,Non_Wetland,Water,Grassland,Forest
10030,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
10031,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
10032,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
10033,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
10034,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Wetland
10035,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
10036,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
10037,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Grassland
10038,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
10039,Forest,Forest,Bareland,Water,Non_Wetland,Forest,NULL,Water
10040,Forest,Forest,Bareland,Water,Non_Wetland,Forest,NULL,Forest
10041,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
10042,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
10043,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10044,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
10045,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
10046,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10047,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
10048,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
10049,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
10050,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
10051,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
10052,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
10053,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
10054,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
10055,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
10056,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10057,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10058,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
10059,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
10060,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
10061,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
10062,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
10063,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
10064,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
10065,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
10066,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
10067,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
10068,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
10069,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
10070,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
10071,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
10072,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
10073,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
10074,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
10075,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
10076,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
10077,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
10078,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
10079,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
10080,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
10081,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
10082,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
10083,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
10084,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
10085,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
10086,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
10087,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10088,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10089,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
10090,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
10091,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
10092,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
10093,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
10094,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
10095,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
10096,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
10097,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Water
10098,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
10099,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
10100,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
10101,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
10102,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
10103,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
10104,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
10105,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
10106,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
10107,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10108,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
10109,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
10110,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
10111,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
10112,Forest,Forest,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
10113,Forest,Forest,Built-up,NULL,Non_Wetland,Water,NULL,Water
10114,Forest,Forest,Built-up,NULL,Non_Wetland,Water,NULL,Forest
10115,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
10116,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
10117,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
10118,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
10119,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
10120,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
10121,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
10122,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Grassland
10123,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Water
10124,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Forest
10125,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
10126,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
10127,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
10128,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
10129,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
10130,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Grassland
10131,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
10132,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
10133,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
10134,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
10135,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
10136,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
10137,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
10138,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
10139,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
10140,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
10141,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
10142,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10143,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10144,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
10145,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
10146,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Grassland
10147,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Water
10148,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Forest
10149,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10150,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10151,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10152,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Water
10153,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10154,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
10155,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
10156,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
10157,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Grassland
10158,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Forest
10159,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
10160,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
10161,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Forest
10162,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Forest
10163,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
10164,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Water
10165,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
10166,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10167,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
10168,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
10169,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
10170,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
10171,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Forest
10172,Forest,Forest,Built-up,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
10173,Forest,Forest,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
10174,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
10175,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,NULL,Built-up
10176,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,NULL,Water
10177,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,NULL,Forest
10178,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
10179,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
10180,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
10181,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
10182,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Water
10183,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
10184,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Forest,Grassland
10185,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
10186,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,NULL,Forest
10187,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
10188,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
10189,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
10190,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
10191,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Water,Forest
10192,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,NULL,Grassland
10193,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,NULL,Forest
10194,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
10195,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
10196,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
10197,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
10198,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
10199,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
10200,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Water
10201,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Forest
10202,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
10203,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,NULL,Water
10204,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,NULL,Forest
10205,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
10206,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
10207,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
10208,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
10209,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
10210,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Water,Water
10211,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Forest,Water
10212,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Forest,Forest
10213,Forest,Forest,Built-up,Water,Non_Wetland,Water,NULL,Grassland
10214,Forest,Forest,Built-up,Water,Non_Wetland,Water,NULL,Water
10215,Forest,Forest,Built-up,Water,Non_Wetland,Water,NULL,Forest
10216,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
10217,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Water
10218,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Forest
10219,Forest,Forest,Built-up,Water,Non_Wetland,Water,Bareland,Grassland
10220,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Grassland
10221,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Water
10222,Forest,Forest,Built-up,Water,Non_Wetland,Water,Forest,Grassland
10223,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
10224,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
10225,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
10226,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
10227,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
10228,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
10229,Forest,Forest,Water,NULL,Water,NULL,Water,Water
10230,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
10231,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
10232,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
10233,Forest,Forest,Water,NULL,Water,Grassland,NULL,Grassland
10234,Forest,Forest,Water,NULL,Water,Grassland,NULL,Forest
10235,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
10236,Forest,Forest,Water,NULL,Water,Wetland,NULL,Grassland
10237,Forest,Forest,Water,NULL,Water,Wetland,NULL,Water
10238,Forest,Forest,Water,NULL,Water,Wetland,NULL,Forest
10239,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
10240,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
10241,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
10242,Forest,Forest,Water,NULL,Water,Wetland,Water,Grassland
10243,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
10244,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
10245,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
10246,Forest,Forest,Water,NULL,Water,Bareland,NULL,Grassland
10247,Forest,Forest,Water,NULL,Water,Bareland,NULL,Water
10248,Forest,Forest,Water,NULL,Water,Bareland,NULL,Forest
10249,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Bareland
10250,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Grassland
10251,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Water
10252,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
10253,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Grassland
10254,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Forest
10255,Forest,Forest,Water,NULL,Water,Bareland,Water,Grassland
10256,Forest,Forest,Water,NULL,Water,Bareland,Water,Water
10257,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
10258,Forest,Forest,Water,NULL,Water,Bareland,Forest,Grassland
10259,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
10260,Forest,Forest,Water,NULL,Water,Built-up,Bareland,Grassland
10261,Forest,Forest,Water,NULL,Water,Built-up,Bareland,Forest
10262,Forest,Forest,Water,NULL,Water,Water,NULL,Grassland
10263,Forest,Forest,Water,NULL,Water,Water,NULL,Water
10264,Forest,Forest,Water,NULL,Water,Water,NULL,Forest
10265,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
10266,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
10267,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
10268,Forest,Forest,Water,NULL,Water,Water,Bareland,Grassland
10269,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
10270,Forest,Forest,Water,NULL,Water,Water,Water,Water
10271,Forest,Forest,Water,NULL,Water,Water,Water,Forest
10272,Forest,Forest,Water,NULL,Water,Water,Forest,Grassland
10273,Forest,Forest,Water,NULL,Water,Water,Forest,Water
10274,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
10275,Forest,Forest,Water,NULL,Water,Forest,NULL,Water
