Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWA_M_R
5644,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
5645,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
5646,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
5647,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
5648,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
5649,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
5650,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Forest
5651,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
5652,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Water
5653,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
5654,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
5655,Forest,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Wetland
5656,Forest,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Forest
5657,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Grassland,Forest
5658,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
5659,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5660,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5661,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5662,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5663,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5664,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5665,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5666,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5667,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5668,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5669,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5670,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5671,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5672,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5673,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5674,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5675,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5676,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
5677,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
5678,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5679,Forest,Built-up,Wetland,NULL,Wetland,Water,Grassland,Forest
5680,Forest,Built-up,Water,NULL,Water,Wetland,Grassland,Forest
5681,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5682,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5683,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5684,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5685,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5686,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5687,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5688,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5689,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5690,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
5691,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
5692,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5693,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
5694,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
5695,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
5696,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
5697,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Water
5698,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
5699,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
5700,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
5701,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5702,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
5703,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
5704,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
5705,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
5706,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
5707,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
5708,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5709,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
5710,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
5711,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
5712,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
5713,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
5714,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
5715,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5716,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5717,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5718,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
5719,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5720,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
5721,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
5722,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
5723,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5724,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5725,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
5726,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5727,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
5728,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5729,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5730,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5731,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
5732,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5733,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
5734,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
5735,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
5736,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
5737,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5738,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
5739,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5740,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5741,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5742,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
5743,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Water
5744,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5745,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5746,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Water
5747,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5748,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
5749,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
5750,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
5751,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
5752,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
5753,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
5754,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
5755,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
5756,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
5757,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
5758,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5759,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
5760,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
5761,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5762,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
5763,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
5764,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
5765,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
5766,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
5767,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Water
5768,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
5769,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5770,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5771,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
5772,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5773,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5774,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
5775,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5776,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
5777,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
5778,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
5779,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
5780,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
5781,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
5782,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
5783,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
5784,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
5785,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
5786,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
5787,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
5788,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
5789,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
5790,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
5791,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
5792,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
5793,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
5794,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
5795,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Water
5796,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
5797,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
5798,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
5799,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
5800,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
5801,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
5802,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
5803,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
5804,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
5805,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
5806,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Water
5807,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
5808,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
5809,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5810,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
5811,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
5812,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5813,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
5814,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
5815,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5816,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Water
5817,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
5818,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
5819,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
5820,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
5821,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
5822,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5823,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5824,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5825,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5826,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5827,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
5828,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5829,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
5830,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
5831,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
5832,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
5833,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
5834,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5835,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
5836,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5837,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
5838,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
5839,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5840,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
5841,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
5842,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
5843,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
5844,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
5845,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Water
5846,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
5847,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
5848,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
5849,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
5850,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
5851,Forest,Water,Wetland,Water,Wetland,Grassland,Shrubland,Forest
5852,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Wetland
5853,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
5854,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
5855,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
5856,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
5857,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
5858,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Water
5859,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
5860,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
5861,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
5862,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
5863,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5864,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
5865,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
5866,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
5867,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
5868,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
5869,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
5870,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
5871,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
5872,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
5873,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
5874,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
5875,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
5876,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
5877,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
5878,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
5879,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
5880,Forest,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
5881,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
5882,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
5883,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
5884,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
5885,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
5886,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
5887,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
5888,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
5889,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
5890,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
5891,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
5892,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
5893,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
5894,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
5895,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
5896,Forest,Water,Water,NULL,Water,Grassland,Grassland,Water
5897,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
5898,Forest,Water,Water,NULL,Water,Grassland,Wetland,Wetland
5899,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
5900,Forest,Water,Water,NULL,Water,Grassland,Water,Water
5901,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
5902,Forest,Water,Water,NULL,Water,Grassland,Forest,Water
5903,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
5904,Forest,Water,Water,NULL,Water,Wetland,Grassland,Water
5905,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
5906,Forest,Water,Water,NULL,Water,Wetland,Water,Water
5907,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
5908,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
5909,Forest,Water,Water,NULL,Water,Water,Grassland,Water
5910,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
5911,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
5912,Forest,Water,Water,NULL,Water,Water,Wetland,Water
5913,Forest,Water,Water,NULL,Water,Water,Water,Wetland
5914,Forest,Water,Water,NULL,Water,Water,Water,Water
5915,Forest,Water,Water,NULL,Water,Water,Water,Forest
5916,Forest,Water,Water,NULL,Water,Water,Forest,Water
5917,Forest,Water,Water,NULL,Water,Water,Forest,Forest
5918,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
5919,Forest,Water,Water,NULL,Water,Forest,Water,Wetland
5920,Forest,Water,Water,NULL,Water,Forest,Water,Water
5921,Forest,Water,Water,NULL,Water,Forest,Water,Forest
5922,Forest,Water,Water,NULL,Water,Forest,Forest,Water
5923,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
5924,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Water
5925,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
5926,Forest,Water,Water,Non_Water,Water,Grassland,Water,Wetland
5927,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
5928,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
5929,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Water
5930,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Forest
5931,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Water
5932,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
5933,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
5934,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
5935,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
5936,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
5937,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
5938,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Water
5939,Forest,Water,Water,Non_Water,Water,Water,Grassland,Wetland
5940,Forest,Water,Water,Non_Water,Water,Water,Grassland,Water
5941,Forest,Water,Water,Non_Water,Water,Water,Grassland,Forest
5942,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
5943,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
5944,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
5945,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
5946,Forest,Water,Water,Non_Water,Water,Water,Water,Water
5947,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
5948,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
5949,Forest,Water,Water,Water,Water,Grassland,Grassland,Water
5950,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
5951,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
5952,Forest,Water,Water,Water,Water,Grassland,Water,Wetland
5953,Forest,Water,Water,Water,Water,Grassland,Water,Water
5954,Forest,Water,Water,Water,Water,Grassland,Water,Forest
5955,Forest,Water,Water,Water,Water,Wetland,Shrubland,Forest
5956,Forest,Water,Water,Water,Water,Wetland,Grassland,Wetland
5957,Forest,Water,Water,Water,Water,Wetland,Grassland,Water
5958,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
5959,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
5960,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
5961,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
5962,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
5963,Forest,Water,Water,Water,Water,Wetland,Water,Water
5964,Forest,Water,Water,Water,Water,Wetland,Water,Forest
5965,Forest,Water,Water,Water,Water,Wetland,Forest,Water
5966,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
5967,Forest,Water,Water,Water,Water,Water,Shrubland,Forest
5968,Forest,Water,Water,Water,Water,Water,Grassland,Water
5969,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
5970,Forest,Water,Water,Water,Water,Water,Wetland,Water
5971,Forest,Water,Water,Water,Water,Water,Water,Wetland
5972,Forest,Water,Water,Water,Water,Water,Water,Water
5973,Forest,Water,Water,Water,Water,Water,Water,Forest
5974,Forest,Water,Water,Water,Water,Water,Forest,Water
5975,Forest,Water,Water,Water,Water,Water,Forest,Forest
5976,Forest,Water,Water,Water,Water,Forest,Grassland,Forest
5977,Forest,Water,Water,Water,Water,Forest,Water,Water
5978,Forest,Water,Water,Water,Water,Forest,Water,Forest
5979,Forest,Water,Water,Water,Water,Forest,Forest,Forest
5980,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
5981,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5982,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5983,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
5984,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5985,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
5986,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
