Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLQ_M_R
8597,Forest,NULL,Water,Water,Water,Water,Grassland,Water
8598,Forest,NULL,Water,Water,Water,Water,Water,Forest
8599,Forest,NULL,Water,Water,Water,Water,Forest,Bareland
8600,Forest,NULL,Water,Water,Water,Forest,NULL,Wetland
8601,Forest,NULL,Water,Water,Water,Forest,Grassland,Wetland
8602,Forest,NULL,Water,Water,Water,Forest,Grassland,Water
8603,Forest,NULL,Water,Water,Water,Forest,Grassland,Forest
8604,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8605,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8606,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
8607,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8608,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8609,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8610,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
8611,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8612,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8613,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8614,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
8615,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8616,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
8617,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8618,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
8619,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
8620,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8621,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
8622,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Water
8623,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8624,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8625,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8626,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8627,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8628,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8629,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8630,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8631,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
8632,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8633,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8634,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8635,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
8636,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8637,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
8638,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
8639,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
8640,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
8641,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
8642,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
8643,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8644,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8645,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8646,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8647,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
8648,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8649,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8650,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8651,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
8652,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8653,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
8654,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8655,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8656,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8657,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8658,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
8659,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
8660,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8661,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8662,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8663,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8664,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8665,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
8666,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
8667,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
8668,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
8669,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
8670,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8671,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
8672,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
8673,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8674,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
8675,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8676,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
8677,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
8678,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
8679,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
8680,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
8681,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
8682,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Wetland
8683,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
8684,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8685,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
8686,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8687,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
8688,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8689,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8690,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8691,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
8692,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8693,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
8694,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8695,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
8696,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8697,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8698,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8699,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
8700,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
8701,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
8702,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
8703,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
8704,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Water
8705,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8706,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
8707,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8708,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
8709,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
8710,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8711,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
8712,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8713,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
8714,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8715,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
8716,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8717,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
8718,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
8719,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8720,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
8721,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
8722,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8723,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8724,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8725,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
8726,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
8727,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
8728,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
8729,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
8730,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
8731,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
8732,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
8733,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
8734,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
8735,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
8736,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8737,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
8738,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
8739,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
8740,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
8741,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
8742,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
8743,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
8744,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
8745,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
8746,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
8747,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Built-up
8748,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
8749,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8750,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
8751,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
8752,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
8753,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
8754,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
8755,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8756,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
8757,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8758,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
8759,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
8760,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
8761,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Built-up
8762,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8763,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
8764,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8765,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
8766,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
8767,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8768,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
8769,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8770,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8771,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
8772,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
8773,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8774,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
8775,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
8776,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
8777,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
8778,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8779,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
8780,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
8781,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
8782,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
8783,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
8784,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8785,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
8786,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8787,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
8788,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
8789,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
8790,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8791,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8792,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8793,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8794,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
8795,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
8796,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
8797,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8798,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
8799,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
8800,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
8801,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
8802,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
8803,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
8804,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
8805,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Wetland
8806,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
8807,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
8808,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
8809,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
8810,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
8811,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
8812,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8813,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
8814,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
8815,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
8816,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
8817,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
8818,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Forest
8819,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
8820,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
8821,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Water
8822,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
8823,Forest,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
8824,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
8825,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8826,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8827,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8828,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8829,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8830,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
8831,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8832,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8833,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8834,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8835,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8836,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8837,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8838,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8839,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
8840,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8841,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8842,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
8843,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
8844,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
8845,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
8846,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
8847,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
8848,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8849,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
8850,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8851,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
8852,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
8853,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
8854,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8855,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
8856,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
8857,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8858,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
8859,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
8860,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
8861,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
8862,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8863,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8864,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8865,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8866,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8867,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
8868,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8869,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8870,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8871,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8872,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8873,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8874,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8875,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8876,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8877,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8878,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8879,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8880,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8881,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8882,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8883,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8884,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8885,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
8886,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8887,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
8888,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8889,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8890,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8891,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
8892,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
8893,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8894,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8895,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
8896,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
8897,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
8898,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8899,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8900,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
8901,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8902,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
8903,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8904,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8905,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8906,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8907,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8908,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8909,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8910,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
8911,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
8912,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8913,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8914,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8915,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8916,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
8917,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8918,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8919,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8920,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
8921,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
8922,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8923,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8924,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8925,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
8926,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
