Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMP_M_R
6441,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
6442,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6443,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6444,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6445,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6446,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6447,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
6448,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Built-up
6449,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
6450,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
6451,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
6452,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
6453,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
6454,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
6455,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6456,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
6457,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Water
6458,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
6459,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6460,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6461,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6462,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
6463,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
6464,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Water
6465,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
6466,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
6467,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
6468,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
6469,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6470,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
6471,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
6472,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
6473,Forest,Wetland,Water,Water,Water,Water,Water,Water
6474,Forest,Wetland,Water,Water,Water,Water,Forest,Water
6475,Forest,Wetland,Water,Water,Water,Forest,Water,Water
6476,Forest,Wetland,Water,Water,Water,Forest,Forest,Water
6477,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6478,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
6479,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6480,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6481,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6482,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
6483,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6484,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
6485,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Water
6486,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
6487,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6488,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6489,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6490,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
6491,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6492,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6493,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6494,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6495,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6496,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6497,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6498,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
6499,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6500,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6501,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6502,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Water
6503,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
6504,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6505,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6506,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
6507,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Water
6508,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6509,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
6510,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6511,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
6512,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
6513,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
6514,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
6515,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Cropland
6516,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Water
6517,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Forest
6518,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6519,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6520,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6521,Forest,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6522,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6523,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
6524,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
6525,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
6526,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6527,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6528,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
6529,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6530,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
6531,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6532,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
6533,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
6534,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
6535,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
6536,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
6537,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6538,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6539,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6540,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6541,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6542,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6543,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6544,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
6545,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
6546,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6547,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6548,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Wetland
6549,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
6550,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6551,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6552,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
6553,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
6554,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
6555,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
6556,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Bareland
6557,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
6558,Forest,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Forest
6559,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Forest
6560,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6561,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6562,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6563,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6564,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
6565,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Forest
6566,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6567,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6568,Forest,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Forest,Forest
6569,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
6570,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6571,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
6572,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
6573,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6574,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6575,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6576,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6577,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
6578,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6579,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
6580,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
6581,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
6582,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
6583,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
6584,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6585,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
6586,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6587,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6588,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6589,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6590,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6591,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6592,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
6593,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6594,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
6595,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6596,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6597,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
6598,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
6599,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6600,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
6601,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
6602,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6603,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
6604,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
6605,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
6606,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6607,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
6608,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6609,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6610,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6611,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
6612,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
6613,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
6614,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
6615,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6616,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
6617,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
6618,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6619,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
6620,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6621,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6622,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
6623,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6624,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6625,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6626,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
6627,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
6628,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Built-up
6629,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
6630,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
6631,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Forest
6632,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
6633,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
6634,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
6635,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
6636,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6637,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6638,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6639,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
6640,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6641,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6642,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
6643,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6644,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6645,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
6646,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6647,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6648,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6649,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6650,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6651,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
6652,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
6653,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6654,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
6655,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
6656,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6657,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
6658,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
6659,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
6660,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
6661,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
6662,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6663,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6664,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6665,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
6666,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6667,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6668,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6669,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6670,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6671,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6672,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6673,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6674,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6675,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
6676,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6677,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6678,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6679,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6680,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6681,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6682,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6683,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
6684,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6685,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6686,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Wetland
6687,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
6688,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6689,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6690,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6691,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6692,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6693,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6694,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
6695,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
6696,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
6697,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
6698,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
6699,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6700,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6701,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
6702,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
6703,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6704,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6705,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6706,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
6707,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
6708,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
6709,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
6710,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6711,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
6712,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Forest
6713,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Forest,Forest
6714,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6715,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6716,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6717,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
6718,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Forest
6719,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6720,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
6721,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
6722,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6723,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6724,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
6725,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6726,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
6727,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
6728,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
6729,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6730,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Forest
6731,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
6732,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
6733,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
6734,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
6735,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Forest
6736,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
6737,Forest,Built-up,Cropland,Water,Non_Wetland,Water,Forest,Forest
6738,Forest,Built-up,Wetland,NULL,NULL,NULL,NULL,Forest
6739,Forest,Built-up,Wetland,NULL,NULL,NULL,Water,Forest
6740,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
6741,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
6742,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
6743,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
6744,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
6745,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Grassland
6746,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Forest
6747,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Grassland
6748,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Built-up
6749,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
6750,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Grassland
6751,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Bareland
6752,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Water
6753,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
6754,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest,Grassland
6755,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest,Forest
6756,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Grassland
6757,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Built-up
6758,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Forest
6759,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
6760,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6761,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
6762,Forest,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Forest
6763,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
6764,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
6765,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Built-up
6766,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
6767,Forest,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Forest
6768,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
6769,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Forest,Forest
