Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDD_M_R
4247,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
4248,Forest,Water,Water,Water,Water,Water,Wetland,Water
4249,Forest,Water,Water,Water,Water,Water,Wetland,Forest
4250,Forest,Water,Water,Water,Water,Water,Water,Grassland
4251,Forest,Water,Water,Water,Water,Water,Water,Wetland
4252,Forest,Water,Water,Water,Water,Water,Water,Water
4253,Forest,Water,Water,Water,Water,Water,Water,Forest
4254,Forest,Water,Water,Water,Water,Water,Forest,Grassland
4255,Forest,Water,Water,Water,Water,Water,Forest,Wetland
4256,Forest,Water,Water,Water,Water,Water,Forest,Water
4257,Forest,Water,Water,Water,Water,Water,Forest,Forest
4258,Forest,Water,Water,Water,Water,Forest,Wetland,Water
4259,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
4260,Forest,Water,Water,Water,Water,Forest,Water,Grassland
4261,Forest,Water,Water,Water,Water,Forest,Water,Wetland
4262,Forest,Water,Water,Water,Water,Forest,Water,Water
4263,Forest,Water,Water,Water,Water,Forest,Water,Forest
4264,Forest,Water,Water,Water,Water,Forest,Forest,Wetland
4265,Forest,Water,Water,Water,Water,Forest,Forest,Water
4266,Forest,Water,Water,Water,Water,Forest,Forest,Forest
4267,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
4268,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4269,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4270,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
4271,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
4272,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4273,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4274,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
4275,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4276,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4277,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4278,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4279,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4280,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4281,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4282,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4283,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4284,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4285,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4286,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4287,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4288,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
4289,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4290,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4291,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
4292,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4293,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4294,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4295,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4296,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4297,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4298,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4299,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4300,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
4301,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4302,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4303,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4304,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4305,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
4306,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4307,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
4308,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4309,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
4310,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4311,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
4312,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4313,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
4314,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
4315,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4316,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
4317,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
4318,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
4319,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4320,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4321,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4322,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4323,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4324,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
4325,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
4326,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
4327,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4328,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4329,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4330,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4331,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4332,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4333,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
4334,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
4335,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
4336,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4337,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
4338,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4339,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
4340,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
4341,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
4342,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
4343,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4344,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
4345,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
4346,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
4347,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4348,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4349,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4350,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
4351,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
4352,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
4353,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4354,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4355,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4356,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4357,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
4358,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
4359,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4360,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
4361,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
4362,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
4363,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
4364,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
4365,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
4366,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
4367,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4368,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4369,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4370,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4371,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4372,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
4373,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4374,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4375,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Wetland
4376,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
4377,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4378,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
4379,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4380,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4381,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4382,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4383,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4384,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4385,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
4386,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4387,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4388,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4389,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4390,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4391,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4392,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4393,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4394,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4395,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
4396,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4397,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4398,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4399,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4400,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
4401,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4402,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4403,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
4404,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
4405,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4406,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4407,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
4408,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4409,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4410,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4411,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4412,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4413,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4414,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4415,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4416,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
4417,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4418,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
4419,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
4420,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4421,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4422,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4423,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
4424,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
4425,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4426,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4427,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
4428,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
4429,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4430,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
4431,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4432,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4433,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
4434,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4435,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Water
4436,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4437,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
4438,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4439,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4440,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
4441,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
4442,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4443,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4444,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
4445,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4446,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
4447,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
4448,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4449,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4450,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
4451,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
4452,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4453,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4454,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Water
4455,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4456,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Water
4457,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
4458,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
4459,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
4460,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4461,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
4462,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
4463,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
4464,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
4465,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
4466,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4467,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4468,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
4469,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4470,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4471,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
4472,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
4473,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4474,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
4475,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4476,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4477,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4478,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4479,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4480,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4481,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4482,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4483,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4484,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4485,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4486,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4487,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4488,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4489,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
4490,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4491,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4492,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
4493,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4494,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4495,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4496,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4497,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4498,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4499,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4500,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4501,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
4502,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4503,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
4504,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
4505,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4506,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4507,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
4508,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4509,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4510,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4511,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4512,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4513,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4514,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4515,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4516,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4517,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4518,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
4519,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4520,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4521,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4522,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4523,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4524,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4525,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
4526,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4527,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
4528,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
4529,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4530,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4531,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4532,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4533,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
4534,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
4535,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4536,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
4537,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4538,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4539,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4540,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4541,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
4542,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4543,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4544,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
4545,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4546,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
4547,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
4548,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
4549,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
4550,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
4551,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
4552,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4553,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4554,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4555,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4556,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
4557,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4558,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
4559,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
4560,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
4561,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4562,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
4563,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4564,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4565,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4566,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4567,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4568,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4569,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4570,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4571,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4572,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
