Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGM_M_R
4239,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
4240,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
4241,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
4242,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
4243,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
4244,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
4245,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
4246,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
4247,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
4248,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4249,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Water
4250,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
4251,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
4252,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Bareland,Forest
4253,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
4254,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Water
4255,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
4256,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
4257,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
4258,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
4259,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Water
4260,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
4261,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
4262,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
4263,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
4264,Forest,Forest,NULL,Water,Non_Wetland,Built-up,Wetland,Grassland
4265,Forest,Forest,NULL,Water,Non_Wetland,Water,Grassland,Grassland
4266,Forest,Forest,NULL,Water,Non_Wetland,Water,Grassland,Water
4267,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
4268,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
4269,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
4270,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
4271,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Wetland
4272,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
4273,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
4274,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
4275,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
4276,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
4277,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4278,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4279,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4280,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4281,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4282,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4283,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4284,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4285,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4286,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4287,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4288,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4289,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4290,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4291,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
4292,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4293,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
4294,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4295,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
4296,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4297,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4298,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4299,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4300,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4301,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4302,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4303,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4304,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4305,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4306,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
4307,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
4308,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4309,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4310,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
4311,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
4312,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4313,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
4314,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
4315,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Water
4316,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4317,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4318,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4319,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4320,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4321,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
4322,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4323,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4324,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4325,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
4326,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4327,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4328,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
4329,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4330,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4331,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
4332,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4333,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4334,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
4335,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4336,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
4337,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4338,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4339,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4340,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4341,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
4342,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4343,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
4344,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4345,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
4346,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4347,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
4348,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4349,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4350,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
4351,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
4352,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4353,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4354,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4355,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4356,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4357,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4358,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4359,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4360,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4361,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4362,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
4363,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4364,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4365,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4366,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
4367,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Bareland,Grassland
4368,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Water
4369,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
4370,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
4371,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Water
4372,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
4373,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4374,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4375,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
4376,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
4377,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
4378,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
4379,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Water
4380,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
4381,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
4382,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Water
4383,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4384,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
4385,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
4386,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
4387,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
4388,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
4389,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
4390,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
4391,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Forest
4392,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4393,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4394,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
4395,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4396,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4397,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4398,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4399,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4400,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4401,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4402,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4403,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
4404,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4405,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4406,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
4407,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4408,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4409,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4410,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4411,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4412,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
4413,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4414,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4415,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
4416,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
4417,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
4418,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
4419,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
4420,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
4421,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4422,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
4423,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4424,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4425,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
4426,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
4427,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4428,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4429,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
4430,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4431,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
4432,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
4433,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
4434,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
4435,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
4436,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4437,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
4438,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4439,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4440,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4441,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
4442,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
4443,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4444,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4445,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4446,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4447,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
4448,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4449,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
4450,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4451,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4452,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4453,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4454,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
4455,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
4456,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4457,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
4458,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
4459,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4460,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4461,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4462,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4463,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4464,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4465,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
4466,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
4467,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4468,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
4469,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
4470,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4471,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
4472,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
4473,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
4474,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
4475,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
4476,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Bareland,Forest
4477,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
4478,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Water
4479,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
4480,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
4481,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Grassland,Forest
4482,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
4483,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Bareland
4484,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
4485,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
4486,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Bareland,Grassland
4487,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Bareland,Forest
4488,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
4489,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Water
4490,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Forest
4491,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Forest,Grassland
4492,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Forest,Forest
4493,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
4494,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
4495,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
4496,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
4497,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
4498,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
4499,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Water
4500,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Forest
4501,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
4502,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Water
4503,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
4504,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
4505,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
4506,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4507,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
4508,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
4509,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
4510,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
4511,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
4512,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
4513,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
4514,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
4515,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
4516,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
4517,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4518,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Water
4519,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4520,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
4521,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4522,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
4523,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4524,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
4525,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4526,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
4527,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
4528,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4529,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
4530,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4531,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
4532,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
4533,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4534,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Water
4535,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4536,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4537,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4538,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4539,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
4540,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4541,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
4542,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Water
4543,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
4544,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
4545,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
4546,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
4547,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
4548,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4549,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
4550,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
4551,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
