Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LNM_M_R
10381,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10382,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10383,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
10384,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10385,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
10386,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10387,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
10388,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10389,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10390,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
10391,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
10392,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
10393,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
10394,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
10395,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
10396,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
10397,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
10398,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10399,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10400,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
10401,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10402,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
10403,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
10404,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
10405,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
10406,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
10407,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
10408,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
10409,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
10410,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
10411,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
10412,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
10413,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
10414,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
10415,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
10416,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10417,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
10418,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10419,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
10420,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
10421,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
10422,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
10423,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
10424,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10425,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
10426,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
10427,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
10428,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
10429,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
10430,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
10431,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
10432,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10433,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10434,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10435,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10436,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
10437,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10438,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10439,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
10440,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
10441,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
10442,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
10443,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
10444,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
10445,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
10446,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Grassland,Water
10447,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
10448,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
10449,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
10450,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
10451,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
10452,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
10453,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
10454,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
10455,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
10456,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
10457,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
10458,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
10459,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
10460,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10461,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
10462,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10463,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10464,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10465,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10466,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10467,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10468,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10469,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10470,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10471,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
10472,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10473,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
10474,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10475,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
10476,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
10477,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
10478,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
10479,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10480,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
10481,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
10482,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
10483,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
10484,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
10485,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
10486,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10487,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10488,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10489,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
10490,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10491,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
10492,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10493,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10494,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10495,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10496,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10497,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
10498,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
10499,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10500,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
10501,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
10502,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
10503,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
10504,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10505,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
10506,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
10507,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
10508,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
10509,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
10510,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
10511,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
10512,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
10513,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
10514,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
10515,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
10516,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10517,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10518,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
10519,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10520,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
10521,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
10522,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
10523,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10524,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10525,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
10526,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
10527,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
10528,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
10529,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
10530,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
10531,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
10532,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
10533,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10534,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10535,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10536,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10537,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
10538,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10539,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
10540,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10541,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
10542,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
10543,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
10544,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
10545,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
10546,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
10547,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
10548,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
10549,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
10550,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
10551,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
10552,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
10553,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10554,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
10555,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
10556,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
10557,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
10558,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
10559,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
10560,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
10561,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
10562,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
10563,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
10564,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
10565,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
10566,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
10567,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10568,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10569,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10570,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10571,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10572,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
10573,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10574,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
10575,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
10576,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
10577,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Grassland,Grassland
10578,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Grassland,Forest
10579,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10580,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10581,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10582,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
10583,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
10584,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
10585,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10586,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
10587,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
10588,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10589,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10590,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10591,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10592,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10593,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10594,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10595,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10596,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
10597,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10598,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
10599,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10600,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10601,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10602,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10603,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10604,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
10605,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10606,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10607,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10608,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10609,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10610,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
10611,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10612,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
10613,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
10614,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10615,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
10616,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
10617,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
10618,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
10619,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
10620,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
10621,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
10622,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
10623,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10624,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
10625,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
10626,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
10627,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
10628,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10629,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10630,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
10631,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10632,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
10633,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10634,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
10635,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
10636,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
10637,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10638,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
10639,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10640,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10641,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
10642,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10643,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
10644,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10645,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
10646,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
10647,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
10648,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
10649,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
10650,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
10651,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
10652,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
10653,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
10654,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10655,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
10656,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
10657,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
10658,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
10659,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
10660,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
10661,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10662,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
10663,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10664,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Water
10665,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
10666,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
10667,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
10668,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Water
10669,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Water
10670,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Grassland,Forest
10671,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
10672,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
10673,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
10674,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
10675,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
10676,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
10677,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
10678,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
10679,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
10680,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
10681,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
10682,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Wetland
10683,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
10684,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
10685,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
10686,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
10687,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Wetland
10688,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
10689,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
10690,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
10691,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
10692,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
10693,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
10694,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
