Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUM_M_R
3326,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
3327,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
3328,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3329,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3330,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3331,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3332,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3333,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3334,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3335,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3336,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
3337,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Wetland,Grassland
3338,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
3339,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
3340,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
3341,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3342,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
3343,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3344,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3345,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3346,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3347,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3348,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3349,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3350,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3351,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3352,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3353,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3354,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3355,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
3356,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3357,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3358,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3359,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3360,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3361,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
3362,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
3363,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3364,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3365,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3366,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
3367,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3368,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3369,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
3370,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
3371,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3372,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3373,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3374,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
3375,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
3376,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3377,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3378,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
3379,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3380,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3381,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3382,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
3383,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
3384,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
3385,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
3386,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
3387,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,NULL
3388,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
3389,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
3390,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
3391,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
3392,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3393,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3394,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
3395,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3396,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
3397,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
3398,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
3399,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
3400,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
3401,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
3402,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
3403,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
3404,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
3405,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
3406,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
3407,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
3408,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
3409,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
3410,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
3411,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
3412,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
3413,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
3414,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
3415,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
3416,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
3417,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
3418,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
3419,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3420,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3421,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
3422,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3423,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
3424,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3425,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
3426,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
3427,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
3428,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
3429,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
3430,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
3431,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
3432,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
3433,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3434,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3435,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3436,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3437,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3438,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
3439,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3440,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
3441,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
3442,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
3443,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3444,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
3445,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
3446,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3447,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3448,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3449,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
3450,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3451,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3452,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
3453,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
3454,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
3455,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
3456,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Grassland
3457,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
3458,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
3459,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
3460,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
3461,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3462,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
3463,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
3464,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
3465,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
3466,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
3467,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
3468,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
3469,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
3470,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
3471,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
3472,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
3473,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
3474,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
3475,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
3476,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
3477,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
3478,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3479,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3480,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3481,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3482,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
3483,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
3484,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3485,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
3486,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
3487,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
3488,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
3489,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
3490,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
3491,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
3492,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3493,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3494,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3495,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3496,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3497,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
3498,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
3499,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3500,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3501,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3502,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3503,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3504,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3505,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3506,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3507,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
3508,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3509,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
3510,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3511,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
3512,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
3513,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3514,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
3515,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
3516,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
3517,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
3518,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3519,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
3520,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
3521,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3522,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
3523,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
3524,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
3525,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
3526,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
3527,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
3528,Forest,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Forest
3529,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Forest
3530,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Forest
3531,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3532,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
3533,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
3534,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
3535,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Bareland
3536,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
3537,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
3538,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3539,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
3540,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
3541,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
3542,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3543,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Bareland
3544,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
3545,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
3546,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
3547,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
3548,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
3549,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
3550,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
3551,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
3552,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
3553,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
3554,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
3555,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
3556,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
3557,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
3558,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
3559,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
3560,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
3561,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Forest
3562,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Wetland,Forest
3563,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
3564,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3565,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
3566,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
3567,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3568,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
3569,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
3570,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
3571,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3572,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Water
3573,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3574,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Water
3575,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3576,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3577,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3578,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3579,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3580,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3581,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3582,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
3583,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3584,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
3585,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3586,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3587,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3588,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
3589,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3590,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
3591,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3592,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
3593,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3594,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3595,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3596,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3597,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3598,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
3599,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3600,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3601,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3602,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3603,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3604,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
3605,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
3606,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3607,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3608,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
3609,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
3610,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
3611,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3612,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
3613,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
3614,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3615,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3616,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
3617,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
3618,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3619,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3620,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
3621,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
3622,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3623,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
3624,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3625,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3626,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
3627,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3628,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3629,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3630,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
3631,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3632,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3633,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
3634,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3635,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
3636,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
3637,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
3638,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
3639,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
3640,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
3641,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
3642,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
3643,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
3644,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3645,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3646,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3647,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
3648,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
3649,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3650,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3651,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3652,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
3653,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
3654,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
3655,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
3656,Forest,Forest,Water,NULL,Water,NULL,Water,Wetland
3657,Forest,Forest,Water,NULL,Water,NULL,Water,Water
3658,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
