Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NWJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NWJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NWJ_M_R
2426,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2427,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2428,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2429,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2430,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2431,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2432,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2433,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2434,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2435,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2436,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2437,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2438,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2439,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2440,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2441,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2442,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2443,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2444,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2445,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2446,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2447,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2448,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2449,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2450,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2451,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2452,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
2453,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2454,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2455,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
2456,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2457,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2458,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2459,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2460,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2461,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2462,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2463,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2464,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2465,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2466,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
2467,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2468,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2469,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2470,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2471,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2472,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2473,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2474,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2475,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2476,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2477,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2478,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2479,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2480,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2481,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2482,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
2483,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2484,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2485,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2486,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2487,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2488,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2489,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2490,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
2491,Forest,Forest,Water,NULL,Water,NULL,NULL,Cropland
2492,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
2493,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
2494,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
2495,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2496,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
2497,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
2498,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
2499,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2500,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
2501,Forest,Forest,Water,Water,Water,NULL,NULL,Cropland
2502,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
2503,Forest,Forest,Water,Water,Water,NULL,NULL,Water
2504,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
2505,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2506,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2507,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2508,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2509,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2510,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2511,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2512,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2513,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2514,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2515,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2516,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2517,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2518,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2519,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2520,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2521,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2522,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
