Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBN_M_R
5322,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
5323,Forest,Wetland,Water,Water,Water,Wetland,Water,NULL
5324,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
5325,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
5326,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
5327,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
5328,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
5329,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
5330,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
5331,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
5332,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
5333,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
5334,Forest,Wetland,Water,Water,Water,Water,Water,Water
5335,Forest,Wetland,Water,Water,Water,Water,Water,Forest
5336,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
5337,Forest,Wetland,Water,Water,Water,Forest,Water,Water
5338,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
5339,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5340,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
5341,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5342,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5343,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
5344,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5345,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5346,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5347,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
5348,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5349,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
5350,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5351,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5352,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5353,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
5354,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5355,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5356,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5357,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5358,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5359,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
5360,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5361,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
5362,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
5363,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
5364,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
5365,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5366,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5367,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5368,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5369,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5370,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
5371,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5372,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
5373,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
5374,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
5375,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
5376,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5377,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
5378,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5379,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5380,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5381,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
5382,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5383,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5384,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5385,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
5386,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5387,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5388,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5389,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
5390,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5391,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
5392,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
5393,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
5394,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5395,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
5396,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
5397,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5398,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
5399,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
5400,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
5401,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
5402,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
5403,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
5404,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
5405,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
5406,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
5407,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
5408,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
5409,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
5410,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
5411,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
5412,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
5413,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
5414,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
5415,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
5416,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5417,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5418,Forest,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Water
5419,Forest,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5420,Forest,Bareland,Wetland,NULL,Wetland,Grassland,Water,Water
5421,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Water
5422,Forest,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5423,Forest,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Bareland
5424,Forest,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
5425,Forest,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5426,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
5427,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
5428,Forest,Bareland,Wetland,Water,Wetland,Grassland,NULL,Water
5429,Forest,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
5430,Forest,Bareland,Wetland,Water,Wetland,Water,NULL,Water
5431,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
5432,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
5433,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Forest
5434,Forest,Bareland,Water,NULL,Water,Grassland,Wetland,Grassland
5435,Forest,Bareland,Water,NULL,Water,Water,Wetland,Forest
5436,Forest,Bareland,Water,NULL,Water,Water,Water,Water
5437,Forest,Bareland,Water,Non_Water,Water,Grassland,Wetland,Water
5438,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Water
5439,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5440,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5441,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5442,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5443,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5444,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5445,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5446,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5447,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5448,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5449,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5450,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5451,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
5452,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5453,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
5454,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
5455,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
5456,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5457,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5458,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5459,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5460,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5461,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5462,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5463,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5464,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5465,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5466,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5467,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5468,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5469,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5470,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5471,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5472,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5473,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5474,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5475,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5476,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
5477,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5478,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5479,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
5480,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
5481,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
5482,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5483,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
5484,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5485,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
5486,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5487,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5488,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5489,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5490,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5491,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
5492,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5493,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
5494,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5495,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
5496,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5497,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5498,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5499,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5500,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5501,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5502,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5503,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5504,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
5505,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
5506,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
5507,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5508,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
5509,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
5510,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5511,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5512,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5513,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5514,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5515,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
5516,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5517,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
5518,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
5519,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
5520,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Forest
5521,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
5522,Forest,Built-up,Wetland,Water,Wetland,Grassland,Water,Forest
5523,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5524,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
5525,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
5526,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
5527,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
5528,Forest,Built-up,Water,NULL,Water,Grassland,NULL,Grassland
5529,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5530,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5531,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5532,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5533,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5534,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5535,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5536,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5537,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5538,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5539,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5540,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5541,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5542,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5543,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5544,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
5545,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
5546,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
5547,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
5548,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
5549,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5550,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
5551,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5552,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5553,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
5554,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5555,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
5556,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5557,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5558,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5559,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5560,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5561,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
5562,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5563,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5564,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
5565,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5566,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
5567,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5568,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
5569,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
5570,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
5571,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
5572,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
5573,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5574,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
5575,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
5576,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
5577,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5578,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
5579,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5580,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
5581,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
5582,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5583,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5584,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
5585,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5586,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
5587,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
5588,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
5589,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
5590,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
5591,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
5592,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
5593,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5594,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
5595,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
5596,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
5597,Forest,Water,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
5598,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
5599,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
5600,Forest,Water,NULL,Water,Non_Wetland,Wetland,NULL,Forest
5601,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
5602,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
5603,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
5604,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
5605,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
5606,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
5607,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
5608,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
5609,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5610,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5611,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5612,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5613,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
5614,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5615,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5616,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5617,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5618,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5619,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5620,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5621,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5622,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
5623,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5624,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5625,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
5626,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5627,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
5628,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
5629,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
5630,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5631,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
5632,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
5633,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5634,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
5635,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5636,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5637,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5638,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5639,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
5640,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5641,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5642,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5643,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
5644,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5645,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
5646,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5647,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
5648,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
5649,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
5650,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
