Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMR_M_R
19172,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
19173,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
19174,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
19175,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
19176,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
19177,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
19178,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
19179,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
19180,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
19181,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
19182,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
19183,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,NULL
19184,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
19185,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
19186,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
19187,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
19188,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
19189,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
19190,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
19191,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
19192,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
19193,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,NULL
19194,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
19195,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
19196,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
19197,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
19198,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
19199,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
19200,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
19201,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
19202,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
19203,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
19204,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
19205,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
19206,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
19207,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
19208,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
19209,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,NULL
19210,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
19211,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Cropland
19212,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
19213,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
19214,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
19215,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,NULL
19216,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
19217,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
19218,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
19219,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
19220,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Grassland
19221,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
19222,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
19223,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
19224,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
19225,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
19226,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Water
19227,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
19228,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
19229,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Grassland
19230,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
19231,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
19232,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
19233,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
19234,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
19235,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,NULL
19236,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
19237,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
19238,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
19239,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
19240,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
19241,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
19242,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
19243,Forest,Wetland,Wetland,Water,Wetland,Grassland,NULL,Grassland
19244,Forest,Wetland,Wetland,Water,Wetland,Grassland,NULL,Forest
19245,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
19246,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Cropland
19247,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
19248,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Water
19249,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Forest
19250,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
19251,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Cropland
19252,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
19253,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
19254,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
19255,Forest,Wetland,Wetland,Water,Wetland,Grassland,Bareland,Grassland
19256,Forest,Wetland,Wetland,Water,Wetland,Grassland,Bareland,Wetland
19257,Forest,Wetland,Wetland,Water,Wetland,Grassland,Bareland,Water
19258,Forest,Wetland,Wetland,Water,Wetland,Grassland,Bareland,Forest
19259,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
19260,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
19261,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
19262,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
19263,Forest,Wetland,Wetland,Water,Wetland,Grassland,Forest,Grassland
19264,Forest,Wetland,Wetland,Water,Wetland,Grassland,Forest,Water
19265,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Grassland
19266,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Forest
19267,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
19268,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Cropland
19269,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
19270,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
19271,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
19272,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,NULL
19273,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
19274,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Cropland
19275,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
19276,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
19277,Forest,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Grassland
19278,Forest,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Water
19279,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
19280,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Cropland
19281,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
19282,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
19283,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
19284,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Grassland
19285,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Forest
19286,Forest,Wetland,Wetland,Water,Wetland,Bareland,NULL,Grassland
19287,Forest,Wetland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
19288,Forest,Wetland,Wetland,Water,Wetland,Bareland,Grassland,Forest
19289,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
19290,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Cropland
19291,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
19292,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Water
19293,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Forest
19294,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
19295,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Cropland
19296,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
19297,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
19298,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
19299,Forest,Wetland,Wetland,Water,Wetland,Bareland,Forest,Forest
19300,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Forest
19301,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
19302,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
19303,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
19304,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
19305,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Cropland
19306,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
19307,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
19308,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
19309,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
19310,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
19311,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
19312,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
19313,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Forest
19314,Forest,Wetland,Wetland,Water,Wetland,Forest,Grassland,Forest
19315,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Grassland
19316,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
19317,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
19318,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
19319,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
19320,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
19321,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
19322,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19323,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
19324,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
19325,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
19326,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
19327,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
19328,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,Water
19329,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
19330,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
19331,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
19332,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
19333,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
19334,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
19335,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
19336,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
19337,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
19338,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
19339,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
19340,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
19341,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
19342,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
19343,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
19344,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
19345,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
19346,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
19347,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
19348,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
19349,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
19350,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Water,Forest
19351,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
19352,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
19353,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
19354,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
19355,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19356,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
19357,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
19358,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
19359,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
19360,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
19361,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
19362,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
19363,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
19364,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
19365,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
19366,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
19367,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Bareland,Grassland
19368,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Water,Grassland
19369,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
19370,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
19371,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
19372,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Water,Forest
19373,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Forest
19374,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
19375,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
19376,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
19377,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
19378,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
19379,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
19380,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
19381,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
19382,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
19383,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
19384,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
19385,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
19386,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
19387,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Forest
19388,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
19389,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
19390,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,NULL
19391,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
19392,Forest,Wetland,Water,NULL,Water,NULL,Wetland,NULL
19393,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Grassland
19394,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Wetland
19395,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
19396,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
19397,Forest,Wetland,Water,NULL,Water,NULL,Forest,Grassland
19398,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Grassland
19399,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Forest
19400,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
19401,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
19402,Forest,Wetland,Water,NULL,Water,Grassland,Water,Grassland
19403,Forest,Wetland,Water,NULL,Water,Grassland,Water,Wetland
19404,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
19405,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
19406,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
19407,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
19408,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
19409,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
19410,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,Forest
19411,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
19412,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
19413,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
19414,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
19415,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
19416,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Grassland
19417,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
19418,Forest,Wetland,Water,NULL,Water,Forest,Water,Grassland
19419,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
19420,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Grassland
19421,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Wetland
19422,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
19423,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Grassland
19424,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
19425,Forest,Wetland,Water,Non_Water,Water,Grassland,Grassland,Grassland
19426,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Grassland
19427,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Wetland
19428,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Forest
19429,Forest,Wetland,Water,Non_Water,Water,Grassland,Bareland,Forest
19430,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Grassland
19431,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Forest
19432,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
19433,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
19434,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
19435,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
19436,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
19437,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
19438,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
19439,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
19440,Forest,Wetland,Water,Non_Water,Water,Bareland,Wetland,Grassland
19441,Forest,Wetland,Water,Non_Water,Water,Bareland,Water,Forest
19442,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Grassland
19443,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
19444,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
19445,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
19446,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
19447,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
19448,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
19449,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Wetland
19450,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
19451,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Grassland
19452,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
19453,Forest,Wetland,Water,Water,Water,NULL,Grassland,Wetland
19454,Forest,Wetland,Water,Water,Water,NULL,Wetland,NULL
19455,Forest,Wetland,Water,Water,Water,NULL,Wetland,Grassland
19456,Forest,Wetland,Water,Water,Water,NULL,Wetland,Wetland
19457,Forest,Wetland,Water,Water,Water,NULL,Wetland,Water
19458,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
19459,Forest,Wetland,Water,Water,Water,NULL,Water,Grassland
19460,Forest,Wetland,Water,Water,Water,NULL,Water,Wetland
19461,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
19462,Forest,Wetland,Water,Water,Water,NULL,Forest,Grassland
19463,Forest,Wetland,Water,Water,Water,NULL,Forest,Wetland
19464,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Water
19465,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
19466,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Cropland
19467,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
19468,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
19469,Forest,Wetland,Water,Water,Water,Grassland,Water,Grassland
19470,Forest,Wetland,Water,Water,Water,Grassland,Water,Wetland
19471,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
19472,Forest,Wetland,Water,Water,Water,Grassland,Forest,Grassland
19473,Forest,Wetland,Water,Water,Water,Grassland,Forest,Forest
19474,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
19475,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
19476,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Cropland
19477,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
19478,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
19479,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
19480,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
19481,Forest,Wetland,Water,Water,Water,Wetland,Water,Cropland
19482,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
19483,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
19484,Forest,Wetland,Water,Water,Water,Wetland,Forest,Wetland
19485,Forest,Wetland,Water,Water,Water,Bareland,Wetland,Grassland
19486,Forest,Wetland,Water,Water,Water,Bareland,Water,Grassland
19487,Forest,Wetland,Water,Water,Water,Bareland,Water,Forest
19488,Forest,Wetland,Water,Water,Water,Water,Grassland,Wetland
19489,Forest,Wetland,Water,Water,Water,Water,Grassland,Water
19490,Forest,Wetland,Water,Water,Water,Water,Grassland,Forest
19491,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
19492,Forest,Wetland,Water,Water,Water,Water,Wetland,Cropland
19493,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
19494,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
