Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUN_M_R
5235,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5236,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5237,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5238,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
5239,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
5240,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
5241,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5242,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5243,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5244,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5245,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5246,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
5247,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5248,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
5249,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
5250,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
5251,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
5252,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
5253,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
5254,Forest,Forest,NULL,Water,Non_Wetland,NULL,Bareland,Forest
5255,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
5256,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Water
5257,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
5258,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
5259,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
5260,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
5261,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Water
5262,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
5263,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
5264,Forest,Forest,NULL,Water,Non_Wetland,Forest,Bareland,Forest
5265,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
5266,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
5267,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5268,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5269,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5270,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
5271,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
5272,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5273,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
5274,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5275,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
5276,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5277,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5278,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5279,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5280,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5281,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5282,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5283,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
5284,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5285,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
5286,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5287,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5288,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
5289,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5290,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5291,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5292,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5293,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5294,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5295,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5296,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5297,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
5298,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5299,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5300,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5301,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5302,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5303,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5304,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5305,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5306,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5307,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
5308,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5309,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
5310,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
5311,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5312,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5313,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5314,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5315,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5316,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5317,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
5318,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5319,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5320,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5321,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5322,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5323,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5324,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5325,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5326,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5327,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5328,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
5329,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5330,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
5331,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5332,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
5333,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5334,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
5335,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
5336,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5337,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5338,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
5339,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5340,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
5341,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5342,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
5343,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5344,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5345,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5346,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
5347,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
5348,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
5349,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5350,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
5351,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5352,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5353,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5354,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5355,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
5356,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
5357,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5358,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5359,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
5360,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5361,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
5362,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
5363,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
5364,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
5365,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
5366,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
5367,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
5368,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
5369,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
5370,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
5371,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
5372,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
5373,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5374,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
5375,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5376,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
5377,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
5378,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5379,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5380,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5381,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5382,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5383,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5384,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
5385,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
5386,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5387,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
5388,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5389,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5390,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5391,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5392,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5393,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5394,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5395,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5396,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5397,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
5398,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
5399,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
5400,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5401,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5402,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
5403,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5404,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5405,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5406,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
5407,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
5408,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5409,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5410,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5411,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5412,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5413,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
5414,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5415,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5416,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
5417,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5418,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5419,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
5420,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
5421,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
5422,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
5423,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5424,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
5425,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
5426,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5427,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5428,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
5429,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5430,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5431,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
5432,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5433,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5434,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
5435,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
5436,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
5437,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
5438,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
5439,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5440,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5441,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5442,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5443,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5444,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5445,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5446,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
5447,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5448,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5449,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
5450,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5451,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5452,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5453,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5454,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5455,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5456,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5457,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
5458,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5459,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5460,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5461,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5462,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
5463,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5464,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5465,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
5466,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5467,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5468,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
5469,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
5470,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
5471,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5472,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5473,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5474,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5475,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5476,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5477,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5478,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
5479,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5480,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5481,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
5482,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5483,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5484,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5485,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5486,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5487,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
5488,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5489,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
5490,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5491,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5492,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5493,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5494,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5495,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
5496,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
5497,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5498,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5499,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5500,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Bareland,Forest
5501,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Forest
5502,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
5503,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
5504,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
5505,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,NULL
5506,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
5507,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
5508,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
5509,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
5510,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
5511,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
5512,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
5513,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
5514,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
5515,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
5516,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
5517,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
5518,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
5519,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
5520,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
5521,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
5522,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
5523,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
5524,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
5525,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
5526,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
5527,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
5528,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
5529,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
5530,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
5531,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
5532,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Grassland
5533,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
5534,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
5535,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
5536,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
5537,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
5538,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
5539,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
5540,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
5541,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
5542,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
5543,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
5544,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5545,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5546,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
5547,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5548,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
5549,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
