Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXR_M_R
9206,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
9207,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
9208,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Wetland
9209,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
9210,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
9211,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
9212,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Wetland
9213,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
9214,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
9215,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9216,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9217,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9218,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Built-up
9219,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9220,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
9221,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
9222,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
9223,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
9224,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
9225,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
9226,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
9227,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9228,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
9229,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9230,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
9231,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
9232,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
9233,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
9234,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9235,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9236,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9237,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
9238,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9239,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
9240,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
9241,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
9242,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9243,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9244,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9245,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
9246,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
9247,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
9248,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
9249,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
9250,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
9251,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
9252,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
9253,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
9254,Forest,Forest,NULL,Water,Non_Wetland,NULL,Grassland,Forest
9255,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
9256,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
9257,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
9258,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
9259,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
9260,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
9261,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
9262,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
9263,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
9264,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
9265,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
9266,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
9267,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
9268,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
9269,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
9270,Forest,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Forest
9271,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
9272,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
9273,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9274,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9275,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9276,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
9277,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
9278,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9279,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9280,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
9281,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
9282,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
9283,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
9284,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
9285,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9286,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
9287,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9288,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9289,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9290,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9291,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9292,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9293,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9294,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9295,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9296,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9297,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9298,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
9299,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9300,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9301,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
9302,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9303,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
9304,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
9305,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9306,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
9307,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
9308,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9309,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
9310,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
9311,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9312,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
9313,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9314,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9315,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
9316,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
9317,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9318,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9319,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9320,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9321,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9322,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
9323,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
9324,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
9325,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
9326,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9327,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
9328,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9329,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
9330,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
9331,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9332,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9333,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
9334,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9335,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9336,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9337,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9338,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9339,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9340,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
9341,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
9342,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
9343,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9344,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9345,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9346,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9347,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9348,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9349,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9350,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
9351,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
9352,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9353,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
9354,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9355,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
9356,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
9357,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
9358,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9359,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9360,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
9361,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
9362,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
9363,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
9364,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9365,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9366,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
9367,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
9368,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
9369,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9370,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
9371,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
9372,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
9373,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
9374,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
9375,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
9376,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
9377,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
9378,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
9379,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9380,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9381,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9382,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
9383,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9384,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
9385,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
9386,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
9387,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
9388,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9389,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9390,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9391,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9392,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9393,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
9394,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9395,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9396,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9397,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
9398,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
9399,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
9400,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9401,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9402,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
9403,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9404,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
9405,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
9406,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
9407,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Water
9408,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
9409,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
9410,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
9411,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
9412,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Bareland
9413,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
9414,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
9415,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Built-up,Forest
9416,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
9417,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
9418,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
9419,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
9420,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
9421,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
9422,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
9423,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
9424,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
9425,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
9426,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
9427,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9428,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9429,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9430,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
9431,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9432,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
9433,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
9434,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
9435,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
9436,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9437,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9438,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9439,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9440,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
9441,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9442,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9443,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9444,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9445,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9446,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9447,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9448,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9449,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9450,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9451,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9452,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9453,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
9454,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
9455,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9456,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
9457,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
9458,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
9459,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
9460,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
9461,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9462,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
9463,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9464,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
9465,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
9466,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9467,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9468,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
9469,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9470,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
9471,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
9472,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
9473,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
9474,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
9475,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
9476,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
9477,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
9478,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
9479,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
9480,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9481,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9482,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9483,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
9484,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9485,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
9486,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9487,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
9488,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9489,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
9490,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
9491,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
9492,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
9493,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
9494,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,NULL,Bareland
9495,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9496,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
9497,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
9498,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
9499,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
9500,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9501,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
9502,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
9503,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
9504,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
9505,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
9506,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
9507,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
9508,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
9509,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
9510,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9511,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9512,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9513,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
9514,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
9515,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
9516,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
9517,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
