Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZP_M_R
8710,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
8711,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
8712,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Water
8713,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8714,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
8715,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
8716,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8717,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
8718,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
8719,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
8720,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
8721,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
8722,Forest,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
8723,Forest,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
8724,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
8725,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
8726,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Water
8727,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8728,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8729,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
8730,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8731,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
8732,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
8733,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Forest
8734,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8735,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
8736,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Water
8737,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8738,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
8739,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
8740,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
8741,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8742,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8743,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Cropland
8744,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
8745,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
8746,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8747,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8748,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8749,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8750,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
8751,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8752,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
8753,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
8754,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
8755,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
8756,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
8757,Forest,Cropland,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
8758,Forest,Cropland,NULL,Water,Non_Wetland,Wetland,NULL,Water
8759,Forest,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
8760,Forest,Cropland,NULL,Water,Non_Wetland,Forest,NULL,Forest
8761,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8762,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8763,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8764,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
8765,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8766,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8767,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8768,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8769,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8770,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
8771,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8772,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8773,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
8774,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
8775,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
8776,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
8777,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
8778,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8779,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8780,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
8781,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8782,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8783,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8784,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8785,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8786,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8787,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8788,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8789,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
8790,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8791,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
8792,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8793,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8794,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
8795,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8796,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8797,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8798,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
8799,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8800,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8801,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8802,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
8803,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8804,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8805,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8806,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8807,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
8808,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8809,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8810,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8811,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8812,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
8813,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
8814,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8815,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8816,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
8817,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8818,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
8819,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
8820,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8821,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8822,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
8823,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8824,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
8825,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
8826,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8827,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
8828,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8829,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
8830,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8831,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8832,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
8833,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8834,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8835,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
8836,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8837,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
8838,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8839,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
8840,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8841,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8842,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
8843,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
8844,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
8845,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
8846,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8847,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
8848,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8849,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8850,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
8851,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8852,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
8853,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Cropland
8854,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
8855,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
8856,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
8857,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Water,Forest
8858,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
8859,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
8860,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
8861,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8862,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
8863,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8864,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8865,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8866,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8867,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8868,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
8869,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8870,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
8871,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8872,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
8873,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
8874,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
8875,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8876,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
8877,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
8878,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
8879,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
8880,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8881,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
8882,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8883,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
8884,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
8885,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
8886,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
8887,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
8888,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
8889,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
8890,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8891,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
8892,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Water,Forest
8893,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
8894,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8895,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8896,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8897,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
8898,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8899,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8900,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8901,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Forest
8902,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8903,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
8904,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8905,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8906,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8907,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8908,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8909,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8910,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
8911,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8912,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8913,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8914,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8915,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8916,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
8917,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8918,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
8919,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
8920,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
8921,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
8922,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
8923,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8924,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
8925,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
8926,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
8927,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
8928,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
8929,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
8930,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
8931,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
8932,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
8933,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8934,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
8935,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
8936,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
8937,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
8938,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
8939,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8940,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
8941,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
8942,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
8943,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8944,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8945,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8946,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
8947,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8948,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8949,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8950,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8951,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8952,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8953,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
8954,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
8955,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8956,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
8957,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8958,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
8959,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
8960,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
8961,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
8962,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8963,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
8964,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
8965,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8966,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8967,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8968,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
8969,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
8970,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8971,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8972,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8973,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
8974,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
8975,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
8976,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
8977,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
8978,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
8979,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
8980,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
8981,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
8982,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
8983,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
8984,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
8985,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
8986,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
8987,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
8988,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
8989,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
8990,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
8991,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
8992,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
8993,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8994,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
8995,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
8996,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8997,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
8998,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
8999,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
9000,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
9001,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
9002,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Water
9003,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
9004,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
9005,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
9006,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9007,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9008,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9009,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9010,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9011,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
9012,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
9013,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
9014,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
9015,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
9016,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
9017,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
9018,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
9019,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
9020,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
9021,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
9022,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9023,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
9024,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
9025,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
9026,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9027,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
