Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHB_M_R
10117,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
10118,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
10119,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10120,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
10121,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10122,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10123,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10124,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10125,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
10126,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
10127,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
10128,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
10129,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
10130,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
10131,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
10132,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
10133,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10134,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10135,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10136,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10137,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10138,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10139,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10140,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
10141,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10142,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
10143,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
10144,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10145,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10146,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
10147,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10148,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10149,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
10150,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
10151,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
10152,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
10153,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
10154,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
10155,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
10156,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
10157,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
10158,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10159,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
10160,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10161,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
10162,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
10163,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
10164,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
10165,Forest,Wetland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10166,Forest,Wetland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
10167,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10168,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
10169,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10170,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
10171,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
10172,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
10173,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
10174,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
10175,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10176,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
10177,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10178,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10179,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
10180,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
10181,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
10182,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
10183,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
10184,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Water
10185,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
10186,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
10187,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
10188,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
10189,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Forest,Forest
10190,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
10191,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10192,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10193,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
10194,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10195,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10196,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10197,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
10198,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
10199,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10200,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
10201,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
10202,Forest,Wetland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
10203,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
10204,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
10205,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
10206,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
10207,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Grassland
10208,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
10209,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
10210,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
10211,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
10212,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
10213,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
10214,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
10215,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
10216,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
10217,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Water
10218,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
10219,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
10220,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
10221,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
10222,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
10223,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
10224,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
10225,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
10226,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
10227,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
10228,Forest,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Forest
10229,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
10230,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
10231,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
10232,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
10233,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
10234,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
10235,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
10236,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
10237,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
10238,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
10239,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
10240,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
10241,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
10242,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
10243,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
10244,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
10245,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
10246,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
10247,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
10248,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
10249,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
10250,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
10251,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
10252,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
10253,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
10254,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
10255,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
10256,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
10257,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
10258,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
10259,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
10260,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
10261,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
10262,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
10263,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
10264,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
10265,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
10266,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
10267,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
10268,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
10269,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
10270,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
10271,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
10272,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
10273,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
10274,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
10275,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
10276,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
10277,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
10278,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
10279,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
10280,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
10281,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
10282,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Grassland
10283,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
10284,Forest,Wetland,Wetland,Water,Wetland,NULL,Grassland,Forest
10285,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
10286,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
10287,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
10288,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
10289,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Forest
10290,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
10291,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
10292,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
10293,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
10294,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
10295,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
10296,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
10297,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
10298,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
10299,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
10300,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
10301,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
10302,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Forest
10303,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
10304,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
10305,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
10306,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
10307,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
10308,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
10309,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
10310,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
10311,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
10312,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
10313,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
10314,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10315,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
10316,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
10317,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
10318,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
10319,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
10320,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10321,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
10322,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10323,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
10324,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
10325,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
10326,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
10327,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
10328,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
10329,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10330,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10331,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
10332,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
10333,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
10334,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
10335,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
10336,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
10337,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
10338,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
10339,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
10340,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
10341,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
10342,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
10343,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Grassland
10344,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Forest
10345,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
10346,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
10347,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
10348,Forest,Wetland,Water,NULL,Water,Bareland,Grassland,Forest
10349,Forest,Wetland,Water,NULL,Water,Bareland,Wetland,Forest
10350,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
10351,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
10352,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
10353,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
10354,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
10355,Forest,Wetland,Water,Non_Water,Water,Grassland,Grassland,Forest
10356,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Grassland
10357,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Forest
10358,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
10359,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
10360,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
10361,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
10362,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
10363,Forest,Wetland,Water,Non_Water,Water,Bareland,Wetland,Forest
10364,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
10365,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
10366,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
10367,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
10368,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
10369,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
10370,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
10371,Forest,Wetland,Water,Water,Water,NULL,Forest,Forest
10372,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
10373,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
10374,Forest,Wetland,Water,Water,Water,Grassland,Forest,Forest
10375,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Forest
10376,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
10377,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
10378,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
10379,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
10380,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
10381,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
10382,Forest,Wetland,Water,Water,Water,Wetland,Forest,Forest
10383,Forest,Wetland,Water,Water,Water,Bareland,Wetland,Forest
10384,Forest,Wetland,Water,Water,Water,Bareland,Water,Wetland
10385,Forest,Wetland,Water,Water,Water,Bareland,Water,Forest
10386,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
10387,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
10388,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
10389,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
10390,Forest,Wetland,Water,Water,Water,Water,Water,Forest
10391,Forest,Wetland,Water,Water,Water,Water,Forest,Forest
10392,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
10393,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
10394,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10395,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10396,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10397,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10398,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
10399,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10400,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10401,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10402,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
10403,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
10404,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
10405,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
10406,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10407,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
10408,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
10409,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10410,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10411,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10412,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
10413,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10414,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
10415,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
10416,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10417,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
10418,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
10419,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10420,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
10421,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
10422,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
10423,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
10424,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
10425,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Water
10426,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
10427,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
10428,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
10429,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
10430,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
10431,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
10432,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10433,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10434,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
