Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBQ_M_R
3171,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3172,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3173,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3174,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3175,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3176,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3177,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3178,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
3179,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3180,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3181,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3182,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3183,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
3184,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
3185,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3186,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3187,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3188,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3189,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3190,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3191,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3192,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3193,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3194,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3195,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3196,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3197,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3198,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3199,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3200,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3201,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3202,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3203,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3204,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3205,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3206,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3207,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3208,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3209,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3210,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3211,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3212,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3213,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3214,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3215,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3216,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
3217,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3218,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3219,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3220,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3221,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3222,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3223,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3224,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3225,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
3226,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3227,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
3228,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
3229,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3230,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3231,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
3232,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3233,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3234,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
3235,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3236,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
3237,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
3238,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
3239,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3240,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3241,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
3242,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3243,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
3244,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
3245,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
3246,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
3247,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
3248,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
3249,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
3250,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
3251,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
3252,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
3253,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
3254,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
3255,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
3256,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3257,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3258,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3259,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3260,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
3261,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
3262,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
3263,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
3264,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3265,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3266,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3267,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3268,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3269,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
3270,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3271,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
3272,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3273,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
3274,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
3275,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
3276,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3277,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
3278,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
3279,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
3280,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
3281,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
3282,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
3283,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3284,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
3285,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
3286,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
3287,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
3288,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
3289,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
3290,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
3291,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
3292,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
3293,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
3294,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
3295,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
3296,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
3297,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3298,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3299,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
3300,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
3301,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3302,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
3303,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
3304,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
3305,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3306,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3307,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3308,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3309,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3310,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3311,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
3312,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3313,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
3314,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3315,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
3316,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3317,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
3318,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
3319,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
3320,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
3321,Forest,Forest,Wetland,Water,Wetland,Shrubland,Grassland,Water
3322,Forest,Forest,Wetland,Water,Wetland,Shrubland,Grassland,Forest
3323,Forest,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Forest
3324,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
3325,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
3326,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
3327,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
3328,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
3329,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
3330,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
3331,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
3332,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
3333,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
3334,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
3335,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
3336,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
3337,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3338,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
3339,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3340,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3341,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3342,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3343,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3344,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
3345,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
3346,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3347,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3348,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3349,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3350,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3351,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3352,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3353,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3354,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3355,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
3356,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3357,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3358,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3359,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3360,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3361,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3362,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
3363,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3364,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3365,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
3366,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3367,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3368,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3369,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3370,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3371,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3372,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
3373,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
3374,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3375,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
3376,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
3377,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
3378,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
3379,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Forest
3380,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Forest
3381,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
3382,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
3383,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
3384,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Grassland
3385,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
3386,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
3387,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
3388,Forest,Forest,Water,NULL,Water,Wetland,Bareland,Forest
3389,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
3390,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
3391,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
3392,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
3393,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
3394,Forest,Forest,Water,NULL,Water,Water,Water,Water
3395,Forest,Forest,Water,NULL,Water,Water,Water,Forest
3396,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
3397,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
3398,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
3399,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
3400,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
3401,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
3402,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
3403,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
3404,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
3405,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
3406,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
3407,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
3408,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
3409,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
3410,Forest,Forest,Water,Non_Water,Water,Water,Forest,Water
3411,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
3412,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
3413,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
3414,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
3415,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
3416,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
3417,Forest,Forest,Water,Water,Water,NULL,Water,Water
3418,Forest,Forest,Water,Water,Water,NULL,Water,Forest
3419,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
3420,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
3421,Forest,Forest,Water,Water,Water,Wetland,Water,Water
3422,Forest,Forest,Water,Water,Water,Water,Wetland,Water
3423,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
3424,Forest,Forest,Water,Water,Water,Water,Water,Water
3425,Forest,Forest,Water,Water,Water,Water,Water,Forest
3426,Forest,Forest,Water,Water,Water,Water,Forest,Forest
3427,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
3428,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
3429,Forest,Forest,Water,Water,Water,Forest,Water,Forest
3430,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
3431,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3432,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3433,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3434,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3435,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3436,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3437,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
3438,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3439,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3440,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3441,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3442,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
3443,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
3444,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3445,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3446,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3447,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3448,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3449,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3450,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3451,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3452,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3453,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3454,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3455,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3456,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
3457,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3458,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3459,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
3460,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3461,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
3462,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3463,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3464,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3465,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3466,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3467,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3468,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3469,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3470,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3471,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3472,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3473,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3474,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3475,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
3476,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3477,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3478,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3479,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
3480,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
3481,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3482,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
3483,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3484,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3485,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3486,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3487,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3488,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3489,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3490,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3491,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3492,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3493,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3494,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
3495,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3496,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3497,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3498,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
3499,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3500,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3501,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3502,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3503,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3504,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3505,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3506,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3507,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3508,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3509,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
3510,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
3511,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3512,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3513,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
3514,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3515,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3516,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
