Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTQ_M_R
2481,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
2482,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2483,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2484,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Water
2485,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2486,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2487,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2488,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2489,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
2490,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2491,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2492,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2493,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2494,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
2495,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
2496,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2497,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2498,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2499,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2500,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2501,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2502,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2503,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
2504,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2505,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
2506,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2507,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2508,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2509,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
2510,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2511,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2512,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2513,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2514,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
2515,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2516,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2517,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2518,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2519,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2520,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2521,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2522,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2523,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2524,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2525,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2526,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2527,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2528,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2529,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2530,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2531,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2532,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
2533,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2534,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
2535,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2536,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
2537,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2538,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
2539,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
2540,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
2541,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
2542,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2543,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2544,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2545,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2546,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
2547,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2548,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
2549,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2550,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2551,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2552,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
2553,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Wetland
2554,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
2555,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
2556,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
2557,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2558,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2559,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2560,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2561,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2562,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2563,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2564,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2565,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
2566,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
2567,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2568,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
2569,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
2570,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
2571,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
2572,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
2573,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
2574,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
2575,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
2576,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2577,Forest,Forest,Water,NULL,Water,Wetland,Water,Grassland
2578,Forest,Forest,Water,NULL,Water,Wetland,Water,Wetland
2579,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
2580,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
2581,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
2582,Forest,Forest,Water,NULL,Water,Water,Wetland,Wetland
2583,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
2584,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
2585,Forest,Forest,Water,NULL,Water,Water,Water,Wetland
2586,Forest,Forest,Water,NULL,Water,Water,Water,Water
2587,Forest,Forest,Water,NULL,Water,Water,Water,Forest
2588,Forest,Forest,Water,NULL,Water,Water,Forest,Water
2589,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
2590,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
2591,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
2592,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
2593,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
2594,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
2595,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
2596,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
2597,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Wetland
2598,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
2599,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
2600,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Wetland
2601,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
2602,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Forest
2603,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
2604,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Wetland
2605,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
2606,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
2607,Forest,Forest,Water,Non_Water,Water,Water,Water,Wetland
2608,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
2609,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
2610,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
2611,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
2612,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
2613,Forest,Forest,Water,Water,Water,NULL,Wetland,Wetland
2614,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
2615,Forest,Forest,Water,Water,Water,NULL,Water,Grassland
2616,Forest,Forest,Water,Water,Water,NULL,Water,Water
2617,Forest,Forest,Water,Water,Water,NULL,Water,Forest
2618,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
2619,Forest,Forest,Water,Water,Water,Grassland,Water,Grassland
2620,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
2621,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
2622,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
2623,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
2624,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
2625,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
2626,Forest,Forest,Water,Water,Water,Wetland,Water,Wetland
2627,Forest,Forest,Water,Water,Water,Wetland,Water,Water
2628,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
2629,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
2630,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
2631,Forest,Forest,Water,Water,Water,Water,Wetland,Wetland
2632,Forest,Forest,Water,Water,Water,Water,Wetland,Water
2633,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
2634,Forest,Forest,Water,Water,Water,Water,Water,Grassland
2635,Forest,Forest,Water,Water,Water,Water,Water,Wetland
2636,Forest,Forest,Water,Water,Water,Water,Water,Water
2637,Forest,Forest,Water,Water,Water,Water,Water,Forest
2638,Forest,Forest,Water,Water,Water,Water,Forest,Forest
2639,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
2640,Forest,Forest,Water,Water,Water,Forest,Water,Forest
2641,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
2642,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2643,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2644,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2645,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2646,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2647,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2648,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2649,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2650,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2651,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
2652,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2653,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2654,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2655,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2656,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2657,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2658,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2659,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2660,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2661,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2662,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2663,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2664,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2665,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2666,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2667,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
2668,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2669,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2670,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2671,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2672,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2673,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2674,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2675,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2676,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2677,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2678,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2679,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2680,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2681,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2682,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2683,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2684,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2685,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2686,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2687,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
2688,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2689,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2690,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
2691,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2692,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2693,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2694,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2695,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Grassland
2696,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
2697,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2698,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2699,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
2700,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2701,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2702,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2703,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2704,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2705,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2706,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2707,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2708,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2709,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2710,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2711,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2712,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2713,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2714,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2715,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2716,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2717,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2718,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2719,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
2720,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
2721,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2722,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2723,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2724,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2725,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
2726,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2727,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
2728,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
2729,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
2730,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2731,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
2732,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
