Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBC_M_R
7184,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
7185,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
7186,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
7187,Forest,Wetland,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
7188,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
7189,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
7190,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
7191,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
7192,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
7193,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
7194,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7195,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
7196,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
7197,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
7198,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
7199,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
7200,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
7201,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7202,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
7203,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
7204,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7205,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
7206,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
7207,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
7208,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
7209,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
7210,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
7211,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
7212,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7213,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
7214,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
7215,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
7216,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
7217,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
7218,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
7219,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
7220,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
7221,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
7222,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
7223,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
7224,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
7225,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
7226,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
7227,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
7228,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
7229,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
7230,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
7231,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
7232,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Water
7233,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
7234,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
7235,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
7236,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
7237,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
7238,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
7239,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
7240,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
7241,Forest,Wetland,Wetland,Water,Wetland,Cropland,Wetland,Wetland
7242,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
7243,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
7244,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
7245,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
7246,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
7247,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
7248,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Bareland
7249,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
7250,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
7251,Forest,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Grassland
7252,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
7253,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
7254,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Bareland
7255,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
7256,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
7257,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Wetland
7258,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Forest
7259,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
7260,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
7261,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Water
7262,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
7263,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
7264,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
7265,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
7266,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
7267,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Bareland
7268,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
7269,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
7270,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
7271,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
7272,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
7273,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
7274,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
7275,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Grassland
7276,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Wetland
7277,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Water
7278,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
7279,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Wetland
7280,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
7281,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Wetland
7282,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
7283,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
7284,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
7285,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
7286,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7287,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
7288,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7289,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
7290,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7291,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7292,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
7293,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
7294,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
7295,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
7296,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
7297,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
7298,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
7299,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
7300,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
7301,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
7302,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
7303,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
7304,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
7305,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
7306,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
7307,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Grassland
7308,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
7309,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
7310,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
7311,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7312,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
7313,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7314,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7315,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7316,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
7317,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7318,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7319,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
7320,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
7321,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
7322,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
7323,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
7324,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
7325,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
7326,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
7327,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
7328,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
7329,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
7330,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
7331,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland,Wetland
7332,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
7333,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
7334,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
7335,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
7336,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
7337,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
7338,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
7339,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
7340,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
7341,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
7342,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
7343,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
7344,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
7345,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
7346,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
7347,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Bareland
7348,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
7349,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,Wetland,Grassland
7350,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,Wetland,Wetland
7351,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
7352,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
7353,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
7354,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
7355,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7356,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Grassland
7357,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Wetland
7358,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
7359,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
7360,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
7361,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
7362,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
7363,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
7364,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
7365,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
7366,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
7367,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
7368,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Wetland
7369,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
7370,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
7371,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
7372,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
7373,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
7374,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
7375,Forest,Wetland,Water,NULL,Water,Water,Water,Bareland
7376,Forest,Wetland,Water,NULL,Water,Water,Water,Water
7377,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
7378,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Wetland
7379,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
7380,Forest,Wetland,Water,NULL,Water,Forest,Water,Water
7381,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Wetland
7382,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
7383,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Wetland
7384,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
7385,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Wetland
7386,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Wetland
7387,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
7388,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
7389,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Bareland
7390,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
7391,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
7392,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
7393,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
7394,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Bareland
7395,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
7396,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
7397,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
7398,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
7399,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
7400,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
7401,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
7402,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
7403,Forest,Wetland,Water,Non_Water,Water,Water,Water,Bareland
7404,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
7405,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Wetland
7406,Forest,Wetland,Water,Water,Water,NULL,Wetland,Grassland
7407,Forest,Wetland,Water,Water,Water,NULL,Wetland,Wetland
7408,Forest,Wetland,Water,Water,Water,NULL,Wetland,Water
7409,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
7410,Forest,Wetland,Water,Water,Water,NULL,Water,Wetland
7411,Forest,Wetland,Water,Water,Water,NULL,Water,Water
7412,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
7413,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
7414,Forest,Wetland,Water,Water,Water,Grassland,Water,Grassland
7415,Forest,Wetland,Water,Water,Water,Grassland,Water,Wetland
7416,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
7417,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Forest
7418,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
7419,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
7420,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Bareland
7421,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
7422,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
7423,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
7424,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
7425,Forest,Wetland,Water,Water,Water,Wetland,Water,Bareland
7426,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
7427,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
7428,Forest,Wetland,Water,Water,Water,Wetland,Forest,Wetland
7429,Forest,Wetland,Water,Water,Water,Bareland,Wetland,Wetland
7430,Forest,Wetland,Water,Water,Water,Bareland,Wetland,Water
7431,Forest,Wetland,Water,Water,Water,Bareland,Water,Wetland
7432,Forest,Wetland,Water,Water,Water,Bareland,Water,Water
7433,Forest,Wetland,Water,Water,Water,Water,Grassland,Wetland
7434,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
7435,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
7436,Forest,Wetland,Water,Water,Water,Water,Wetland,Bareland
7437,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
7438,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
7439,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
7440,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
7441,Forest,Wetland,Water,Water,Water,Water,Water,Bareland
7442,Forest,Wetland,Water,Water,Water,Water,Water,Water
7443,Forest,Wetland,Water,Water,Water,Water,Water,Forest
7444,Forest,Wetland,Water,Water,Water,Water,Forest,Wetland
7445,Forest,Wetland,Water,Water,Water,Forest,Wetland,Grassland
7446,Forest,Wetland,Water,Water,Water,Forest,Wetland,Wetland
7447,Forest,Wetland,Water,Water,Water,Forest,Wetland,Water
7448,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
7449,Forest,Wetland,Water,Water,Water,Forest,Water,Wetland
7450,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
7451,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7452,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
7453,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
7454,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7455,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7456,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7457,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7458,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7459,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
7460,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7461,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7462,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
7463,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7464,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
7465,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7466,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7467,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
7468,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7469,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7470,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7471,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
7472,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7473,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
7474,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7475,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7476,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7477,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
7478,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7479,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7480,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7481,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7482,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7483,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
7484,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7485,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
7486,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
7487,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
7488,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
7489,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
7490,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
7491,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
7492,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
7493,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
7494,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
7495,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
7496,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
7497,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
7498,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
7499,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
7500,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
7501,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
7502,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
7503,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
7504,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
7505,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
7506,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
7507,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Wetland
7508,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
7509,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7510,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7511,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7512,Forest,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
7513,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7514,Forest,Bareland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7515,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7516,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7517,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
7518,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
7519,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
7520,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
