Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCA_M_R
5383,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5384,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5385,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
5386,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5387,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
5388,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5389,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5390,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
5391,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
5392,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
5393,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5394,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
5395,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
5396,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
5397,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
5398,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
5399,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
5400,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
5401,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
5402,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
5403,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
5404,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
5405,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
5406,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
5407,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
5408,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
5409,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
5410,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
5411,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
5412,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
5413,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
5414,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
5415,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
5416,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
5417,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5418,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
5419,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5420,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
5421,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5422,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5423,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5424,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5425,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
5426,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5427,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
5428,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
5429,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5430,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5431,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5432,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5433,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5434,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
5435,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5436,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
5437,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
5438,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
5439,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5440,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5441,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
5442,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5443,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5444,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
5445,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
5446,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5447,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
5448,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
5449,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
5450,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
5451,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
5452,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
5453,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5454,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5455,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5456,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5457,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
5458,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5459,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
5460,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5461,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5462,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
5463,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
5464,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
5465,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
5466,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Wetland
5467,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
5468,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
5469,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
5470,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
5471,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
5472,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
5473,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
5474,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
5475,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
5476,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
5477,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
5478,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
5479,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
5480,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
5481,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
5482,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
5483,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5484,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5485,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
5486,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5487,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
5488,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
5489,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
5490,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
5491,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
5492,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5493,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5494,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5495,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
5496,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
5497,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5498,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
5499,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
5500,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
5501,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
5502,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
5503,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
5504,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
5505,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
5506,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
5507,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
5508,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5509,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
5510,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
5511,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
5512,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
5513,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
5514,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
5515,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
5516,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
5517,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
5518,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
5519,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
5520,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
5521,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
5522,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
5523,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
5524,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
5525,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
5526,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
5527,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Grassland
5528,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
5529,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
5530,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
5531,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
5532,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
5533,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
5534,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
5535,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
5536,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
5537,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5538,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
5539,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
5540,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
5541,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5542,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5543,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5544,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
5545,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5546,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5547,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
5548,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5549,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
5550,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5551,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
5552,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5553,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5554,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5555,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
5556,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
5557,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5558,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
5559,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
5560,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
5561,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
5562,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
5563,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5564,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
5565,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
5566,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5567,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
5568,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
5569,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5570,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
5571,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
5572,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
5573,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
5574,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5575,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
5576,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
5577,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
5578,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
5579,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Bareland
5580,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
5581,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
5582,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
5583,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
5584,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
5585,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
5586,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5587,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Bareland
5588,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
5589,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
5590,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
5591,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
5592,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
5593,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
5594,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
5595,Forest,Water,Wetland,Water,Wetland,Cropland,Water,Forest
5596,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
5597,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5598,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Bareland
5599,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
5600,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
5601,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
5602,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
5603,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
5604,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
5605,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Bareland
5606,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
5607,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
5608,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
5609,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
5610,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
5611,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
5612,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
5613,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
5614,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
5615,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
5616,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
5617,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
5618,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
5619,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
5620,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
5621,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
5622,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
5623,Forest,Water,Wetland,Water,Wetland,Water,Forest,Bareland
5624,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
5625,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
5626,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
5627,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
5628,Forest,Water,Wetland,Water,Wetland,Forest,Water,Grassland
5629,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
5630,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
5631,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
5632,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
5633,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Forest,Forest
5634,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Wetland,Forest
5635,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
5636,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
5637,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5638,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
5639,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
5640,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
5641,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5642,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
5643,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
5644,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5645,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
5646,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5647,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
5648,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
5649,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
5650,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
5651,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
5652,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
5653,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
5654,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5655,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
5656,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
5657,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
5658,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
5659,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
5660,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Grassland
5661,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
5662,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
5663,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
5664,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
5665,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
5666,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
5667,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5668,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
5669,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
5670,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5671,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
5672,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
5673,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
5674,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5675,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
5676,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
5677,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
5678,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
5679,Forest,Water,Bareland,Water,Non_Wetland,NULL,Grassland,Forest
5680,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
5681,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
5682,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
5683,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
5684,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
5685,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
5686,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
5687,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
5688,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
5689,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
5690,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
5691,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
5692,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
5693,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
5694,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
5695,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
5696,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
5697,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
5698,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
5699,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
5700,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
5701,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
5702,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
5703,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
5704,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
5705,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
5706,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
5707,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
5708,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
5709,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
5710,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
5711,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
5712,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
5713,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
5714,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
5715,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
5716,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
