Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQG_M_R
9019,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
9020,Forest,Forest,Wetland,NULL,Wetland,Cropland,Wetland,NULL
9021,Forest,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
9022,Forest,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
9023,Forest,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Forest
9024,Forest,Forest,Wetland,NULL,Wetland,Cropland,Water,Forest
9025,Forest,Forest,Wetland,NULL,Wetland,Cropland,Forest,Forest
9026,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
9027,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
9028,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
9029,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
9030,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
9031,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
9032,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9033,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
9034,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9035,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9036,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
9037,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9038,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
9039,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
9040,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
9041,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
9042,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
9043,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
9044,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
9045,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
9046,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
9047,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
9048,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
9049,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
9050,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
9051,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
9052,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
9053,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
9054,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
9055,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
9056,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
9057,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
9058,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
9059,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
9060,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
9061,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
9062,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
9063,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
9064,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
9065,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
9066,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
9067,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
9068,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
9069,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
9070,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
9071,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
9072,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
9073,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
9074,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
9075,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
9076,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
9077,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
9078,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
9079,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
9080,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
9081,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
9082,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
9083,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
9084,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9085,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
9086,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
9087,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
9088,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
9089,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
9090,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
9091,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
9092,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
9093,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9094,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9095,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
9096,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9097,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9098,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9099,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
9100,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
9101,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
9102,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
9103,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
9104,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9105,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
9106,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
9107,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
9108,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
9109,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
9110,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
9111,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
9112,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Wetland
9113,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
9114,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
9115,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
9116,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
9117,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
9118,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
9119,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
9120,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
9121,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
9122,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
9123,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
9124,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Bareland
9125,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
9126,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
9127,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
9128,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
9129,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
9130,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9131,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9132,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
9133,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
9134,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
9135,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
9136,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
9137,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
9138,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
9139,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
9140,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
9141,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
9142,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
9143,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
9144,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
9145,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
9146,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
9147,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
9148,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
9149,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
9150,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
9151,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
9152,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
9153,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
9154,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
9155,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
9156,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9157,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
9158,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
9159,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
9160,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
9161,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9162,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
9163,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
9164,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
9165,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
9166,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
9167,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
9168,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
9169,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
9170,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
9171,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
9172,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
9173,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
9174,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
9175,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
9176,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
9177,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
9178,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
9179,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
9180,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
9181,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
9182,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
9183,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9184,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
9185,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
9186,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,NULL
9187,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
9188,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
9189,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
9190,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
9191,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
9192,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
9193,Forest,Forest,Water,NULL,Water,NULL,Wetland,Grassland
9194,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
9195,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
9196,Forest,Forest,Water,NULL,Water,NULL,Water,Water
9197,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
9198,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
9199,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
9200,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Grassland
9201,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
9202,Forest,Forest,Water,NULL,Water,Grassland,Water,Grassland
9203,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
9204,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
9205,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
9206,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
9207,Forest,Forest,Water,NULL,Water,Wetland,Water,Grassland
9208,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
9209,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
9210,Forest,Forest,Water,NULL,Water,Wetland,Forest,Grassland
9211,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
9212,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
9213,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
9214,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
9215,Forest,Forest,Water,NULL,Water,Water,Water,Bareland
9216,Forest,Forest,Water,NULL,Water,Water,Water,Water
9217,Forest,Forest,Water,NULL,Water,Water,Water,Forest
9218,Forest,Forest,Water,NULL,Water,Water,Forest,Grassland
9219,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
9220,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
9221,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
9222,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
9223,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
9224,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
9225,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
9226,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
9227,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Grassland
9228,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
9229,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
9230,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
9231,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
9232,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
9233,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
9234,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
9235,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
9236,Forest,Forest,Water,Non_Water,Water,Forest,Water,Water
9237,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
9238,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
9239,Forest,Forest,Water,Water,Water,NULL,Grassland,Forest
9240,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
9241,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
9242,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
9243,Forest,Forest,Water,Water,Water,NULL,Water,Water
9244,Forest,Forest,Water,Water,Water,NULL,Water,Forest
9245,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
9246,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
9247,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
9248,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
9249,Forest,Forest,Water,Water,Water,Grassland,Water,Grassland
9250,Forest,Forest,Water,Water,Water,Grassland,Water,Water
9251,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
9252,Forest,Forest,Water,Water,Water,Wetland,Grassland,Forest
9253,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
9254,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
9255,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
9256,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
9257,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
9258,Forest,Forest,Water,Water,Water,Wetland,Water,Water
9259,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
9260,Forest,Forest,Water,Water,Water,Wetland,Forest,Water
9261,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
9262,Forest,Forest,Water,Water,Water,Bareland,Wetland,Grassland
9263,Forest,Forest,Water,Water,Water,Water,Grassland,Forest
9264,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
9265,Forest,Forest,Water,Water,Water,Water,Wetland,Wetland
9266,Forest,Forest,Water,Water,Water,Water,Wetland,Water
9267,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
9268,Forest,Forest,Water,Water,Water,Water,Water,Grassland
9269,Forest,Forest,Water,Water,Water,Water,Water,Water
9270,Forest,Forest,Water,Water,Water,Water,Water,Forest
9271,Forest,Forest,Water,Water,Water,Water,Forest,Water
9272,Forest,Forest,Water,Water,Water,Water,Forest,Forest
9273,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
9274,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
9275,Forest,Forest,Water,Water,Water,Forest,Water,Forest
9276,Forest,Forest,Water,Water,Water,Forest,Forest,Water
9277,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
9278,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9279,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9280,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
9281,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9282,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9283,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9284,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
9285,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Water
9286,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9287,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
9288,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9289,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
9290,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
9291,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9292,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
9293,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
9294,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
9295,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
9296,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
9297,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9298,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
9299,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9300,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9301,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
9302,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9303,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9304,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
9305,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9306,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9307,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9308,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9309,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
9310,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
9311,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9312,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
9313,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9314,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
9315,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
9316,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
9317,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9318,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
9319,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
9320,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
9321,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
9322,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
9323,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
9324,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
9325,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
9326,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9327,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
9328,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Water
9329,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9330,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
9331,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
9332,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
9333,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
9334,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
9335,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
9336,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
9337,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
9338,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
9339,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
9340,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9341,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9342,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
9343,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9344,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
9345,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
9346,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9347,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
9348,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
9349,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
9350,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9351,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
9352,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9353,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9354,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
9355,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
9356,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9357,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
9358,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
9359,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
9360,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
9361,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9362,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
